Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,D10.Tmax,D10.Tmin,D10.prcp,D11.Tmax,D11.Tmin,D11.prcp,D12.Tmax,D12.Tmin,D12.prcp,D13.Tmax,D13.Tmin,D13.prcp,TN.Tmax,TN.Tmin,TN.prcp
2011.03,6.06,-1.68,1.77,5.18,-3.94,2.25,5.18,-2.90,2.42,4.22,-3.96,2.25,4.20,-3.38,2.36,5.26,-3.74,1.76,4.46,-3.90,2.04,4.99,-3.48,1.46,5.12,-2.65,0.88,5.20,-5.85,0.78,5.07,-2.92,1.58,5.43,-4.15,1.16,5.91,-2.86,1.15,4.83,-3.65,1.86
2011.04,9.19,-0.32,1.94,7.31,-2.09,2.27,8.07,-1.46,2.32,5.90,-3.41,2.47,6.44,-3.25,2.60,8.13,-2.89,2.70,6.38,-3.41,2.58,7.63,-2.80,2.66,6.98,-2.00,2.42,7.23,-2.30,2.23,6.65,-2.71,3.59,5.15,-3.28,2.71,6.94,-3.53,2.92,6.82,-2.92,2.67
2011.05,10.18,0.06,4.25,9.07,-0.86,4.24,9.16,0.10,3.70,8.86,-1.75,3.63,7.78,-1.68,3.63,9.83,-0.75,3.74,9.59,-1.60,2.13,9.67,-1.38,3.85,9.31,-0.43,4.03,11.34,-0.71,1.77,9.69,-0.54,2.74,10.66,-1.43,1.82,11.76,-2.24,1.33,9.46,-1.20,3.27
2011.06,4.37,-5.87,1.77,2.87,-7.76,2.08,3.30,-7.86,2.43,2.73,-8.52,1.94,3.27,-8.01,1.83,5.69,-7.11,1.05,4.51,-7.16,1.29,5.85,-5.71,0.68,5.56,-5.05,0.31,6.76,-4.60,0.52,5.42,-5.11,0.69,5.05,-6.02,0.48,5.59,-5.64,0.38,4.43,-6.95,1.29
2011.07,19.91,7.17,0.06,18.63,5.71,0.08,19.36,6.64,0.04,16.95,2.49,0.31,16.86,2.66,0.19,17.90,3.08,0.08,16.13,0.55,0.42,16.72,2.32,0.08,16.09,3.94,0.01,17.06,-0.71,0.21,14.68,0.39,0.77,14.72,-2.47,1.28,16.91,-1.51,0.36,16.75,2.10,0.34
2011.08,18.12,5.58,6.01,16.08,3.47,9.05,16.39,3.72,6.52,15.01,2.68,11.76,15.09,2.90,9.59,17.19,3.81,7.37,15.46,1.71,10.63,17.42,3.82,4.16,16.85,4.78,1.96,17.23,3.49,6.03,14.95,2.11,7.03,14.76,0.44,8.00,16.64,1.94,7.13,15.88,2.83,8.49
2011.09,20.59,5.72,6.15,19.15,4.34,8.73,20.20,5.21,5.81,18.72,3.62,8.31,18.67,4.41,7.59,19.69,3.87,4.73,16.57,3.52,8.44,18.37,4.23,4.70,18.16,5.57,4.45,18.73,4.59,12.68,15.81,3.39,9.56,15.68,1.05,10.20,16.59,2.07,7.44,18.07,3.74,7.61
2011.10,12.54,2.76,6.39,12.01,1.81,8.08,12.54,1.09,7.35,11.36,1.90,8.84,12.00,2.69,7.85,12.19,1.96,10.52,9.87,1.61,12.06,11.22,1.60,18.34,10.24,1.96,23.91,11.13,2.07,16.60,10.43,1.23,16.20,9.78,1.15,11.18,12.35,1.96,13.69,11.18,1.76,11.87
2011.11,19.56,7.65,2.03,18.46,6.21,1.90,19.41,7.01,1.66,18.69,6.23,1.82,18.05,6.57,1.57,19.99,6.18,2.02,17.23,4.87,2.59,20.08,5.46,2.10,19.18,7.16,2.35,19.29,4.44,1.28,16.82,4.83,1.67,16.07,2.23,1.80,18.65,3.49,1.20,18.44,5.58,1.94
2011.12,22.15,10.36,2.00,21.24,8.35,1.17,21.56,8.36,0.92,20.33,6.80,1.10,20.30,7.34,1.03,20.52,6.37,2.28,17.64,5.86,2.16,19.32,7.33,1.83,19.55,7.85,4.24,19.93,7.86,1.10,17.43,6.51,2.30,13.65,5.18,4.21,18.57,8.02,4.60,19.24,6.85,1.93
2011.13,12.80,4.52,3.59,12.05,3.69,4.66,12.67,4.12,3.82,10.98,2.37,5.26,11.43,2.82,6.05,11.91,2.17,6.35,9.60,1.27,6.24,11.24,2.94,7.85,10.55,3.25,8.81,11.36,2.46,4.97,10.51,1.70,5.54,10.13,1.32,5.03,12.02,2.54,5.66,11.04,2.34,5.85
2011.14,24.81,10.67,3.73,23.67,9.08,4.65,24.79,9.83,2.94,23.30,7.04,5.71,23.40,7.29,5.83,23.93,7.29,6.77,22.05,6.12,8.10,22.18,6.09,7.59,21.64,7.69,7.40,22.00,5.47,6.50,20.26,5.02,8.91,19.75,2.37,7.71,22.01,4.16,7.71,22.54,6.58,6.79
2011.15,26.14,12.69,6.17,25.04,10.96,8.58,25.10,11.18,7.37,24.15,9.75,10.68,23.24,9.67,10.24,24.02,9.66,8.97,23.54,8.58,12.66,23.42,9.21,13.94,22.83,10.97,13.84,23.90,9.77,13.29,20.63,7.68,14.90,21.63,7.17,8.79,22.75,7.78,5.22,23.42,9.30,11.16
2011.16,23.64,12.19,4.30,22.40,10.36,4.33,23.41,10.98,2.78,22.16,9.22,2.21,23.63,10.28,1.90,23.51,10.07,4.51,22.27,9.15,2.41,23.16,10.17,2.69,22.77,11.43,3.61,23.17,9.30,1.78,21.29,9.05,2.07,21.09,8.19,1.44,23.50,9.51,1.11,22.50,9.64,2.76
2011.17,26.37,13.54,29.34,25.05,12.27,23.79,25.82,13.06,26.94,24.17,12.13,18.87,24.12,12.06,12.14,24.67,12.61,18.54,24.23,11.81,14.32,24.34,12.50,13.98,24.54,12.87,10.02,28.13,12.77,13.78,22.62,10.95,11.90,23.88,9.92,4.84,25.59,10.98,7.54,24.30,11.99,15.95
2011.18,21.34,9.79,20.30,20.61,8.80,18.05,20.94,9.17,19.96,20.04,7.27,11.06,20.80,7.82,10.45,21.54,7.88,7.08,20.47,7.24,6.95,21.36,7.78,3.99,21.30,9.43,3.34,20.00,6.10,4.51,19.06,6.42,6.38,20.23,6.12,3.41,21.06,6.82,3.40,20.50,7.48,8.66
2011.19,29.67,17.98,3.32,28.86,16.36,4.64,28.81,17.23,4.19,27.56,14.54,3.38,28.44,15.56,3.29,27.85,14.31,3.29,27.69,13.80,1.84,27.63,14.33,1.52,27.51,15.71,1.53,28.50,15.03,0.59,25.30,12.72,1.77,24.68,11.53,4.54,27.65,13.66,4.71,27.41,14.33,2.87
2011.20,22.34,11.44,0.56,20.75,10.10,0.62,22.12,10.71,0.29,18.56,9.46,0.56,20.12,10.71,0.46,19.80,9.30,0.69,17.77,9.51,2.08,18.69,9.59,0.84,18.80,9.57,0.11,18.81,11.41,0.70,16.34,8.99,1.52,16.63,9.08,3.66,18.37,10.21,2.74,18.66,9.61,1.11
2011.21,28.31,17.09,5.12,27.16,16.40,6.28,27.67,16.15,5.95,26.86,15.02,6.04,27.63,15.59,6.59,28.04,15.80,4.66,27.83,14.97,5.39,28.10,15.69,3.44,28.17,16.56,1.86,28.43,16.36,1.88,25.56,14.12,4.46,26.57,13.96,5.13,28.58,14.96,6.13,27.29,15.28,5.10
2011.22,34.15,21.89,0.00,33.28,20.05,0.00,34.05,21.04,0.00,32.07,18.17,0.00,33.14,19.18,0.02,32.94,18.46,0.00,31.79,17.33,0.00,32.22,18.33,0.00,32.33,19.80,0.00,32.84,18.17,0.01,28.90,16.29,0.00,29.36,14.95,0.01,32.52,17.00,0.01,31.88,18.05,0.00
2011.23,35.41,21.87,0.62,34.73,20.38,0.14,34.87,20.96,0.26,33.84,19.13,1.25,33.88,19.81,0.67,33.53,18.62,0.21,32.30,18.18,2.24,32.71,17.92,1.31,32.79,19.60,1.38,34.10,18.54,0.63,29.28,15.99,1.93,29.91,15.30,1.50,32.89,17.31,0.58,32.78,18.40,1.16
2011.24,33.51,20.28,8.52,31.81,18.87,7.64,31.98,18.33,10.97,29.86,17.50,4.69,29.58,18.19,4.65,31.16,17.37,4.53,27.25,16.13,6.50,29.01,16.82,7.28,29.26,17.70,7.28,0.00,0.00,6.05,25.21,14.36,5.62,26.22,12.92,3.29,28.54,15.08,2.86,28.44,16.42,5.66
2011.25,31.98,23.17,2.25,30.27,21.04,5.11,30.94,20.92,2.49,29.29,19.28,6.73,29.56,19.72,4.34,30.05,19.84,9.53,28.27,18.46,14.23,29.42,18.59,9.91,29.55,19.05,6.91,0.00,0.00,17.72,25.41,16.22,14.77,25.61,16.44,11.00,27.83,18.41,7.35,28.15,18.50,9.47
2011.26,33.06,22.35,1.86,30.76,19.46,5.69,31.42,19.65,7.10,29.25,16.93,5.81,29.46,17.33,5.78,30.12,17.23,7.76,28.58,16.62,4.44,29.09,17.27,2.61,29.02,18.04,2.02,31.15,15.00,0.87,26.56,15.47,1.71,27.50,15.39,1.98,30.36,16.68,1.20,29.12,17.05,4.56
2011.27,33.50,22.82,5.01,32.24,21.05,4.29,32.94,20.81,6.94,31.72,20.19,3.22,32.04,20.44,2.76,31.23,19.91,5.66,30.78,19.18,3.15,30.21,19.53,3.29,30.56,20.51,2.93,32.16,20.26,2.86,27.95,17.23,3.91,28.89,17.51,4.42,31.86,19.37,1.72,30.84,19.57,3.84
2011.28,35.63,24.65,1.32,34.40,23.29,1.87,34.71,23.61,0.92,33.80,22.16,1.78,34.42,22.99,0.95,33.10,21.94,2.16,31.49,20.95,5.47,31.99,21.29,4.76,31.27,21.51,7.70,32.95,21.67,7.90,27.95,18.45,10.96,28.11,18.56,3.16,30.80,20.49,2.43,32.19,21.38,4.02
2011.29,34.57,23.75,2.01,33.50,22.38,0.31,33.61,22.42,0.65,33.38,21.57,2.00,33.52,22.14,2.70,32.38,20.89,3.67,31.40,20.79,3.24,31.44,20.63,1.82,31.00,21.27,1.59,0.00,0.00,1.81,27.98,18.93,2.41,27.72,18.80,4.35,31.11,20.89,6.75,31.07,20.49,2.49
2011.30,34.64,24.20,2.43,33.87,22.94,1.69,33.76,23.03,2.72,34.06,22.22,0.76,34.32,22.64,1.28,32.83,21.90,0.92,32.48,20.83,0.47,32.53,21.06,0.74,32.30,21.95,0.79,0.00,0.00,2.97,29.14,18.95,4.51,29.84,18.49,3.56,32.72,20.88,2.09,31.93,20.91,1.59
2011.31,36.43,24.52,3.49,34.85,22.59,2.61,35.17,22.27,0.85,34.13,21.68,3.62,34.01,22.33,3.87,33.28,20.82,5.72,32.37,20.17,2.33,32.83,20.69,2.72,32.60,21.96,1.13,32.20,22.50,1.67,29.44,18.22,4.73,30.54,18.02,1.52,33.21,20.48,0.61,32.89,20.81,3.44
2011.32,34.12,22.93,2.63,32.54,21.17,1.81,33.03,20.86,3.07,32.07,19.98,2.73,32.34,20.48,1.63,31.63,20.02,1.81,29.57,18.57,1.32,31.48,19.44,1.18,32.00,20.59,0.09,32.33,19.90,1.74,28.16,17.46,1.38,28.93,17.56,2.77,31.71,19.41,2.72,31.07,19.50,1.88
2011.33,31.45,20.07,2.98,31.03,18.50,0.21,31.70,17.49,0.18,31.56,17.25,0.72,31.63,17.83,0.65,31.11,17.26,0.50,30.15,16.19,0.71,31.80,17.28,0.28,32.05,18.49,0.01,31.20,18.01,3.55,27.36,15.41,2.37,27.58,15.29,5.15,29.60,17.30,5.26,30.54,17.01,1.18
2011.34,33.11,22.09,2.89,34.00,20.30,0.16,34.76,19.79,0.04,33.90,18.91,2.15,33.66,19.35,3.21,33.71,18.83,0.17,32.54,17.53,0.96,33.91,18.27,0.24,34.39,19.60,0.26,32.93,18.67,0.01,28.68,15.78,0.67,28.81,14.93,1.13,31.06,17.19,0.35,32.72,18.24,1.06
2011.35,34.69,20.72,0.04,34.78,18.54,0.10,35.59,18.06,0.00,34.36,17.61,0.06,34.07,18.37,0.03,34.18,16.87,0.01,32.79,16.25,0.20,33.49,17.16,0.30,32.62,18.81,0.99,32.70,16.81,0.00,28.93,14.95,0.17,28.83,14.17,0.38,31.50,16.19,0.00,32.99,16.94,0.15
2011.36,27.09,14.29,0.95,26.42,13.36,3.26,26.31,12.58,0.96,23.52,14.43,16.14,22.88,14.09,16.46,23.52,13.78,17.16,22.27,14.56,20.62,22.97,14.15,24.50,22.72,15.00,37.49,25.17,15.96,26.10,21.39,13.71,25.28,23.38,14.57,10.55,26.04,16.51,11.26,23.38,14.18,17.62
2011.37,29.10,15.38,0.19,28.11,13.45,2.73,29.49,13.49,1.71,26.65,13.01,3.04,26.96,13.48,2.48,26.40,12.42,1.80,25.48,11.99,1.09,26.35,12.67,0.84,25.40,14.05,0.59,26.21,13.33,0.45,22.59,11.14,0.95,23.62,10.31,0.38,25.67,12.30,0.75,25.93,12.51,1.71
2011.38,26.50,16.23,7.06,25.30,15.24,8.91,25.99,15.31,10.43,24.66,14.50,4.28,25.18,14.85,4.33,24.66,14.23,7.49,23.89,13.73,5.39,23.61,13.84,3.91,23.71,14.23,3.65,25.40,15.30,1.25,21.86,13.22,3.26,23.46,13.42,3.09,25.64,14.45,2.49,24.18,14.21,5.07
2011.39,27.25,12.66,3.18,26.06,11.17,3.35,26.26,10.06,2.63,24.45,10.64,2.76,24.96,10.92,2.25,25.57,9.91,0.77,23.58,10.06,1.31,23.88,10.71,1.95,23.56,12.27,1.05,25.47,12.11,1.37,21.35,9.92,2.60,23.28,10.48,0.85,24.96,12.73,0.96,24.24,10.55,2.01
2011.40,26.29,9.08,0.00,25.36,7.50,0.00,25.98,6.66,0.00,24.12,6.69,0.00,24.55,7.15,0.00,24.25,6.04,0.00,22.54,5.82,0.00,22.86,6.43,0.00,22.16,8.76,0.00,22.21,6.91,0.00,20.29,5.58,0.00,19.99,4.81,0.36,23.44,6.16,0.08,23.20,6.39,0.02
2011.41,25.72,13.21,1.44,25.66,11.16,0.74,25.79,10.04,0.47,23.76,10.72,0.86,23.78,11.52,0.41,22.96,10.82,3.44,22.23,10.45,4.08,21.32,11.77,4.28,20.47,12.53,4.79,23.50,10.54,4.97,19.33,10.02,4.89,20.26,9.17,4.84,21.91,10.99,3.61,22.57,10.79,2.89
2011.42,21.24,6.91,1.38,19.87,5.68,1.47,20.32,5.31,1.49,19.58,5.73,1.43,20.41,5.75,1.04,20.16,5.25,1.94,18.86,4.90,4.25,19.71,5.78,4.25,19.21,7.17,3.62,19.93,7.23,8.12,17.78,5.30,9.35,18.40,4.49,3.32,19.83,5.79,2.72,19.41,5.51,3.41
2011.43,20.68,6.83,2.04,20.71,4.91,2.66,21.24,4.71,1.42,19.90,4.44,2.56,19.91,4.84,2.58,19.81,3.91,2.60,18.68,3.98,3.23,18.75,4.61,3.32,18.61,6.09,2.66,22.07,4.37,5.13,16.65,4.22,6.88,17.67,2.50,3.97,18.42,4.09,3.84,19.18,4.32,3.39
2011.44,18.32,4.22,1.32,17.62,2.75,1.57,18.17,1.86,1.25,17.00,1.81,2.08,18.07,2.04,2.18,17.26,1.52,2.05,15.91,1.14,2.50,15.68,1.59,2.33,14.89,2.53,2.04,23.90,-0.43,3.35,13.91,0.80,4.65,14.40,-1.03,4.53,15.78,0.36,5.47,16.47,1.46,2.62
2011.45,19.90,6.49,0.37,19.31,4.03,0.29,19.77,3.98,0.34,18.39,2.14,0.19,18.43,2.99,0.08,18.26,2.40,0.21,17.42,2.23,0.24,16.63,2.34,0.40,15.82,3.53,0.75,17.87,0.39,0.38,15.12,1.40,0.81,15.51,-0.44,0.35,16.90,0.27,0.22,17.54,2.25,0.33
2011.46,18.45,7.95,6.70,17.71,6.41,10.32,18.65,6.98,9.30,16.42,5.52,7.51,18.00,7.02,6.86,18.58,6.26,5.26,16.47,5.47,6.16,16.61,6.09,6.22,15.95,6.54,6.79,17.37,6.36,7.70,14.86,4.20,8.47,15.41,2.55,5.69,16.79,2.74,6.79,16.78,5.58,7.08
2011.47,18.07,9.87,11.54,17.32,8.60,8.60,18.01,9.48,11.74,16.27,6.97,7.13,17.52,7.63,5.88,17.94,7.50,6.12,17.12,6.59,6.15,17.26,6.29,6.37,16.43,7.15,4.13,17.46,4.21,5.00,15.62,5.02,7.13,16.33,2.49,4.20,17.79,4.09,2.92,16.90,6.60,6.65
2011.48,11.59,0.54,7.62,10.75,-0.69,9.72,10.90,-0.50,11.09,11.65,0.02,9.19,11.22,0.32,8.38,11.45,-0.10,9.55,11.69,0.89,14.81,11.40,1.39,18.69,10.72,1.96,20.01,13.71,1.97,10.87,11.35,1.07,12.77,12.14,0.39,2.24,14.30,0.99,1.60,11.54,0.46,11.15
2011.49,9.22,0.62,21.75,9.65,0.12,15.87,9.07,0.12,15.35,10.94,0.54,8.79,10.77,1.38,6.95,11.32,1.02,8.27,11.39,1.51,7.14,12.07,1.94,8.70,12.00,3.45,10.71,13.59,1.04,8.25,11.37,1.24,9.69,12.53,0.96,8.95,13.76,1.67,8.24,11.25,1.09,9.44
2011.50,13.12,1.86,2.97,12.00,-0.22,2.95,12.53,-0.36,3.78,11.01,-0.64,2.65,11.17,0.37,2.26,12.28,0.37,3.79,11.57,0.55,3.20,12.35,2.30,4.61,11.76,3.03,3.86,12.54,2.20,2.31,11.07,1.43,3.70,12.13,0.04,2.34,13.13,1.31,2.16,11.69,0.56,3.23
2011.51,12.22,3.36,5.07,11.37,2.09,6.02,12.31,2.86,6.56,11.40,1.70,4.68,11.58,2.21,3.72,11.86,1.60,7.11,11.56,1.57,7.03,12.46,2.24,5.76,11.83,3.22,6.85,12.40,1.91,3.44,11.28,1.88,7.73,11.58,0.10,3.48,12.15,1.75,4.08,11.67,1.80,5.85
2011.52,12.42,1.16,3.43,11.75,-0.26,2.82,12.38,0.01,2.92,10.55,-0.63,3.68,10.95,-0.03,3.67,10.86,-1.05,5.09,10.17,-1.15,4.89,10.22,-0.73,4.35,9.76,0.15,4.31,10.31,-0.57,3.29,9.35,-0.75,4.43,7.09,-2.35,1.19,10.16,-1.71,1.54,10.32,-0.77,3.95
2012.01,13.47,-0.14,0.00,12.43,-2.13,0.29,12.79,-1.99,0.36,11.20,-3.01,0.23,11.55,-2.23,0.07,11.75,-3.00,0.49,9.67,-4.05,0.75,10.17,-3.65,0.60,10.20,-2.03,0.53,10.14,-3.09,0.67,8.56,-4.04,1.07,7.65,-5.69,0.99,8.49,-5.04,0.59,10.56,-3.31,0.53
2012.02,10.81,3.43,2.37,10.18,1.79,4.03,10.59,2.41,2.97,10.61,0.25,6.59,10.28,0.04,7.76,10.46,2.30,7.94,9.78,0.71,7.74,9.92,2.93,8.31,9.60,2.44,8.27,10.40,3.17,6.98,8.71,0.97,6.92,9.08,0.75,6.39,8.19,-0.11,5.81,9.98,1.30,6.90
2012.03,15.16,0.19,0.58,13.90,-0.63,1.79,14.53,-0.40,2.07,11.50,-1.76,3.61,11.64,-1.12,4.04,12.66,-0.43,5.01,10.36,-1.62,5.00,10.37,-0.99,4.97,9.55,-0.57,5.76,9.44,-2.46,4.30,8.43,-1.83,5.74,7.59,-3.08,7.00,8.73,-1.71,5.58,10.99,-1.36,4.47
2012.04,14.32,2.08,5.01,13.20,1.15,7.38,14.16,1.04,6.26,12.81,1.14,7.27,12.66,1.53,6.40,14.75,2.21,7.25,13.96,1.31,6.39,14.35,2.78,11.00,14.04,3.52,12.22,14.76,3.03,8.72,13.07,2.05,8.70,13.91,1.63,4.97,15.06,2.06,4.77,13.65,1.77,7.59
2012.05,17.12,5.21,4.09,16.51,3.37,2.64,17.34,4.29,2.38,15.58,1.53,2.39,15.83,2.26,3.47,15.91,1.51,2.55,14.23,0.62,4.18,14.29,1.91,2.12,13.63,3.00,3.05,14.30,0.46,3.17,12.45,0.78,4.08,12.15,-2.15,3.51,12.81,-1.43,3.22,14.78,1.42,3.04
2012.06,10.02,0.97,0.67,9.50,-0.14,0.90,8.78,-0.67,0.94,8.72,-0.52,1.47,8.62,-0.14,1.23,9.07,-0.58,2.06,8.24,-0.55,1.89,10.26,-0.19,1.60,10.75,0.90,1.14,11.03,0.79,1.95,8.47,-0.45,2.27,8.55,-1.34,2.07,8.66,-0.79,1.65,9.00,-0.41,1.68
2012.07,8.80,0.28,2.70,7.94,-1.19,2.15,9.04,-0.51,2.26,8.07,-2.11,1.73,8.61,-1.29,1.77,9.66,-1.71,1.97,8.13,-2.04,1.74,9.52,-1.02,2.26,8.90,-0.77,1.53,8.56,-1.41,2.33,8.47,-1.34,2.12,8.14,-2.36,2.52,9.84,-0.35,1.57,8.61,-1.60,1.98
2012.08,16.15,3.88,3.06,15.27,2.08,2.32,15.80,0.91,2.68,14.06,0.63,2.59,14.97,0.45,3.00,15.58,0.66,3.76,14.19,0.61,4.99,15.28,2.04,4.17,15.75,3.80,3.64,15.71,1.90,5.40,13.33,0.88,6.22,13.67,-0.03,7.59,14.59,0.88,5.69,14.60,1.04,4.09
2012.09,21.63,4.36,0.31,20.84,3.25,1.46,21.28,2.93,0.86,19.51,1.47,3.52,20.89,2.04,3.38,19.89,2.55,3.90,18.55,1.98,5.79,18.47,3.84,5.03,18.20,5.55,4.34,18.66,2.40,4.12,16.77,2.82,7.36,15.96,0.68,5.62,17.47,2.14,4.70,18.98,2.42,4.39
2012.10,18.94,5.42,6.01,17.11,3.25,7.22,18.00,3.66,6.14,15.52,1.62,7.11,15.76,1.96,5.79,16.96,1.98,5.57,14.59,1.16,6.46,13.70,1.45,5.67,14.65,3.28,5.61,15.06,1.27,4.70,13.23,0.65,7.37,12.77,0.09,2.50,14.44,1.11,2.38,15.17,1.66,6.18
2012.11,24.72,13.85,8.56,24.08,11.85,5.29,24.89,11.24,4.30,23.57,9.89,3.59,24.16,10.24,3.44,23.69,10.28,2.00,22.66,8.26,2.57,20.84,9.00,3.78,22.68,11.16,2.99,22.93,6.99,2.91,20.71,7.79,5.14,20.17,5.20,1.38,22.94,7.90,0.88,22.70,9.33,3.49
2012.12,25.43,14.21,2.51,25.64,14.16,3.10,25.64,14.71,3.84,26.30,13.32,2.38,26.11,12.71,2.02,25.92,13.13,1.81,26.36,12.29,4.20,23.19,11.95,4.21,24.82,14.21,2.39,26.59,11.99,7.10,23.26,11.15,6.13,23.83,10.14,3.34,26.08,12.03,2.21,25.28,12.61,3.40
2012.13,26.62,13.08,0.62,25.50,11.32,0.44,26.26,11.82,0.00,24.50,10.01,0.59,25.33,10.52,0.52,25.15,10.02,0.89,24.01,8.98,0.72,21.54,9.43,1.68,23.22,11.99,2.76,23.81,10.70,2.80,21.38,8.96,1.67,20.98,6.93,3.61,23.06,9.13,2.24,23.76,9.78,1.16
2012.14,26.08,13.67,2.57,26.15,12.06,1.67,26.43,12.26,0.74,25.66,10.85,3.45,26.46,11.43,6.34,25.84,10.26,1.88,25.14,9.87,2.50,23.03,9.85,1.35,25.32,12.70,3.27,24.76,11.20,12.09,22.37,8.90,5.68,21.57,7.25,6.45,23.54,9.56,7.00,24.75,10.32,3.50
2012.15,22.89,7.14,0.07,21.21,4.51,0.02,22.06,5.20,0.00,19.92,2.38,0.00,21.69,3.37,0.13,20.87,2.97,0.00,19.38,1.49,0.00,18.54,2.87,0.00,20.18,5.56,0.00,19.91,2.84,0.00,17.75,2.03,0.00,17.40,0.39,0.00,19.39,2.41,0.00,19.71,2.69,0.01
2012.16,23.64,10.62,2.25,23.37,9.57,3.77,23.36,9.29,2.50,22.73,9.81,3.29,22.55,9.99,3.65,22.42,10.17,3.20,22.85,10.11,1.36,20.08,10.27,1.71,21.24,12.20,1.41,23.41,11.19,0.85,20.34,9.40,1.95,22.21,8.93,4.65,23.54,10.35,3.00,22.14,9.94,2.70
2012.17,24.02,11.78,0.29,21.88,8.87,0.57,22.97,10.04,0.85,20.18,7.66,1.31,20.73,8.25,1.14,20.71,8.56,0.18,19.31,7.68,2.13,18.32,8.16,0.75,20.25,9.69,0.09,19.77,8.33,2.87,17.72,7.01,3.22,16.84,6.10,4.76,18.73,8.04,3.84,19.70,7.98,1.56
2012.18,30.62,19.43,0.08,29.52,17.79,1.13,30.39,18.69,0.23,28.99,16.18,1.09,29.52,16.29,0.76,28.88,15.42,1.02,28.85,14.79,0.94,26.09,13.73,0.47,28.60,16.82,0.05,29.27,15.64,1.13,26.10,13.66,1.70,26.47,12.82,0.64,28.57,14.66,0.28,28.25,15.34,0.96
2012.19,27.14,16.03,9.33,26.63,14.07,3.40,26.78,14.64,1.28,26.21,12.69,2.59,26.12,13.07,2.09,26.09,12.72,2.68,25.20,11.60,1.83,23.26,11.11,1.57,25.37,13.67,1.07,25.31,13.33,1.26,19.83,9.81,2.31,22.05,10.53,3.10,24.24,11.99,2.27,24.71,12.16,2.46
2012.20,28.09,15.50,0.51,26.72,14.20,1.77,27.66,13.96,1.94,25.46,13.88,8.41,25.72,14.34,10.57,26.05,13.81,7.38,24.42,12.54,4.88,22.55,12.01,7.13,24.00,14.05,7.63,25.16,14.20,9.00,21.96,11.82,6.34,22.93,12.14,5.49,25.63,11.86,4.06,24.68,13.21,6.56
2012.21,30.38,16.77,1.07,29.78,15.05,0.92,30.31,15.12,1.17,29.20,14.21,1.29,29.64,14.48,0.96,29.16,13.94,1.98,27.81,14.62,2.62,24.70,13.34,2.91,26.90,15.98,2.80,27.94,15.94,2.43,24.33,13.39,2.67,25.02,12.46,2.23,27.88,14.00,1.80,27.70,14.14,1.97
2012.22,31.34,17.67,7.91,30.79,16.04,3.88,30.79,15.84,1.70,29.95,15.28,2.82,30.38,15.89,2.35,29.93,15.29,2.07,29.25,15.08,1.50,26.11,14.07,2.99,27.82,16.14,3.68,30.57,16.43,3.03,25.97,14.12,4.21,27.22,13.91,4.19,29.93,15.51,3.27,28.89,15.10,2.97
2012.23,29.42,17.37,6.22,28.10,15.15,6.86,28.94,15.05,6.74,27.64,12.98,1.08,28.15,13.57,0.33,27.95,13.39,4.18,26.65,11.82,1.59,24.34,12.49,2.10,26.32,14.91,1.87,26.76,13.73,1.47,23.35,11.29,1.24,23.79,10.93,0.43,26.42,11.79,0.20,26.51,12.87,2.29
2012.24,30.51,18.69,2.45,29.86,17.36,2.33,30.52,17.54,3.02,29.62,16.32,2.39,30.00,16.98,3.46,29.35,16.65,2.78,28.25,16.17,2.54,25.05,15.74,5.09,26.85,17.65,7.01,29.14,18.34,1.55,22.93,13.97,1.67,26.31,14.98,2.14,29.59,16.62,1.33,27.90,16.18,2.80
2012.25,32.97,20.39,0.05,32.15,18.86,0.00,32.66,18.97,0.00,32.53,17.98,0.26,32.99,18.49,0.04,32.50,17.36,0.01,31.20,16.94,0.69,27.99,15.78,0.67,30.10,18.60,0.00,31.73,18.80,0.67,27.54,16.07,1.19,28.85,16.26,1.59,31.77,18.01,0.86,30.96,17.38,0.48
2012.26,36.02,20.10,0.00,35.92,18.16,0.00,36.51,17.56,0.00,36.25,16.89,0.00,36.55,17.64,0.00,36.92,16.78,0.00,34.98,15.68,0.00,32.01,15.68,0.00,34.37,20.00,0.00,34.36,16.90,0.00,30.50,14.57,0.01,30.54,13.52,0.00,34.34,15.71,0.00,34.57,16.38,0.00
2012.27,37.30,24.04,0.31,38.02,22.54,0.77,38.24,21.80,0.10,38.54,21.63,1.30,38.73,21.92,0.35,37.83,20.95,1.81,37.30,19.82,1.42,32.56,18.12,2.52,35.13,21.43,2.01,36.33,20.39,5.24,32.18,17.72,4.08,32.12,17.22,6.70,35.07,19.44,4.91,36.26,20.27,2.17
2012.28,30.19,22.65,4.45,30.92,21.60,6.83,30.91,21.68,8.14,30.14,20.57,11.81,30.74,21.53,13.97,31.00,20.91,7.57,30.31,20.75,11.31,26.97,18.78,14.97,29.06,21.00,13.34,30.43,21.70,9.94,26.72,18.28,10.39,27.03,18.22,11.02,28.93,20.00,12.60,29.41,20.25,10.83
