Week,D1.ILI%,D2.ILI%,D3.ILI%,D4.ILI%,D5.ILI%,D6.ILI%,D7.ILI%,D8.ILI%,D9.ILI%,D10.ILI%,D11.ILI%,D12.ILI%,D13.ILI%,TN.ILI%
2014.32,0.0,0.0,0.6,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
2014.33,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
2014.34,0.0,0.1,1.3,0.1,0.6,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.17
2014.35,0.3,0.1,0.0,0.1,0.1,1.4,0.1,0.4,0.0,0.3,0.0,0.0,0.0,0.13
2014.36,0.1,0.0,0.2,0.2,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.9,0.16
2014.37,0.0,0.2,0.4,0.0,0.2,2.3,0.4,0.4,0.0,0.4,0.0,0.0,0.3,0.19
2014.38,0.0,0.1,0.0,0.1,0.3,0.8,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.14
2014.39,0.0,0.3,0.0,0.0,0.0,1.4,0.7,0.8,0.0,0.0,0.0,0.3,0.0,0.13
2014.40,0.0,0.3,1.1,0.2,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.22
2014.41,0.0,0.5,1.4,0.8,0.9,0.0,0.0,1.1,0.0,0.4,0.0,0.0,0.0,0.50
2014.42,0.1,0.5,9.0,0.6,1.2,0.9,0.5,0.0,0.0,0.4,0.0,0.2,0.0,0.54
2014.43,0.1,1.1,2.0,0.8,1.5,0.0,0.5,0.4,1.8,0.4,0.0,0.5,0.3,0.82
2014.44,0.0,1.3,2.4,0.9,1.1,4.2,0.8,0.4,0.5,0.0,0.0,0.3,0.3,0.84
2014.45,0.5,2.0,1.1,1.2,0.6,0.0,1.6,0.9,0.9,0.5,0.0,0.0,1.1,1.10
2014.46,0.2,1.6,0.0,1.2,0.9,0.4,0.7,0.9,0.7,0.2,0.0,0.2,0.0,0.94
2014.47,0.6,1.2,0.0,1.3,0.8,0.0,0.7,0.0,0.0,0.9,0.0,0.5,0.3,0.86
2014.48,0.3,2.3,1.2,1.2,0.2,0.0,1.7,1.9,0.0,1.2,0.3,0.0,0.0,1.30
2014.49,1.0,3.9,1.8,0.8,3.5,17.8,1.8,0.7,0.0,0.9,0.0,0.7,0.3,1.89
2014.50,1.0,5.2,1.7,1.8,3.1,0.6,8.8,0.0,1.4,3.0,0.2,0.6,0.6,2.24
2014.51,3.4,4.5,0.0,2.6,4.4,0.8,12.0,5.2,0.0,0.5,0.3,1.2,1.2,2.92
2014.52,3.0,13.9,4.6,6.6,1.7,0.0,26.0,0.0,0.0,2.4,0.0,1.1,2.6,8.28
2014.53,4.4,12.5,0.6,4.3,1.5,0.0,11.1,0.5,0.0,0.0,0.0,0.0,2.2,7.22
2015.01,3.1,17.6,5.7,2.9,2.3,0.1,3.3,0.9,1.3,0.8,0.0,0.8,1.3,4.91
2015.02,1.9,6.6,4.5,2.8,0.8,4.0,5.3,1.4,0.5,1.7,0.0,0.7,0.0,3.48
2015.03,1.2,6.7,6.8,2.4,2.7,0.3,7.9,1.3,0.0,2.5,0.0,1.2,0.0,3.94
2015.04,1.3,8.3,5.2,1.9,3.7,0.2,8.1,0.8,0.5,5.6,0.0,1.5,1.6,4.18
2015.05,1.0,8.8,8.6,2.2,2.6,0.2,3.3,1.1,0.0,2.4,0.0,0.3,1.9,4.04
2015.06,0.3,4.4,0.0,1.6,1.7,0.6,2.0,0.6,0.0,1.2,0.0,0.2,1.7,1.68
2015.07,0.6,2.5,2.6,1.8,2.1,0.3,1.9,3.5,0.0,1.0,0.0,0.0,0.9,1.64
2015.08,2.0,0.7,2.9,1.6,1.6,0.0,1.0,2.6,0.5,1.0,0.0,0.0,0.5,1.35
2015.09,0.6,4.3,5.6,2.1,1.1,2.2,0.5,0.0,0.0,1.1,0.0,0.0,0.0,2.16
2015.10,0.7,1.0,1.8,1.4,0.0,0.0,1.3,0.0,0.9,0.0,0.0,0.2,0.0,0.90
2015.11,1.0,1.6,2.3,0.4,1.1,0.0,1.1,0.8,0.0,0.8,0.0,0.2,0.0,0.97
2015.12,0.1,1.0,0.0,1.3,0.4,0.0,2.5,0.9,0.4,0.0,0.0,0.4,0.0,0.61
2015.13,0.4,0.6,0.0,0.5,0.0,6.0,0.2,3.0,0.0,0.0,0.0,0.6,0.0,0.64
2015.14,0.0,0.9,0.9,0.8,0.0,0.6,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.49
2015.15,0.1,1.2,0.6,0.5,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.43
2015.16,0.0,1.0,0.5,0.1,0.1,0.0,0.6,1.3,0.0,0.0,0.3,0.2,0.0,0.28
2015.17,0.0,0.4,0.0,0.4,0.3,0.5,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.29
2015.18,0.0,0.4,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.27
2015.19,0.0,0.2,0.4,0.3,0.6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.25
2015.20,0.0,0.1,0.0,0.7,0.2,5.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.99
2015.21,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10
2015.23,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
2015.24,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.08
2015.25,0.0,0.5,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
2015.26,0.0,0.1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
2015.27,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.07
2015.28,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
2015.29,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10
