Week,D01.all,D01.allV%,D01.65+,D01.65+V%,D02.all,D02.allV%,D02.65+,D02.65+V%,D03.all,D03.allV%,D03.65+,D03.65+V%,D04.all,D04.allV%,D04.65+,D04.65+V%,D05.all,D05.allV%,D05.65+,D05.65+V%,D06.all,D06.allV%,D06.65+,D06.65+V%,D07.all,D07.allV%,D07.65+,D07.65+V%,D08.all,D08.allV%,D08.65+,D08.65+V%,D09.all,D09.allV%,D09.65+,D09.65+V%,D10.all,D10.allV%,D10.65+,D10.65+V%,D11.all,D11.allV%,D11.65+,D11.65+V%,D12.all,D12.allV%,D12.65+,D12.65+V%,D13.all,D13.allV%,D13.65+,D13.65+V%,TN.all,TN.allV%,TN.65+,TN.65+V%
2013.46,73548,44.36,61211,47.41,80162,48.24,65168,51.68,11956,50.38,9639,54.08,80095,50.53,67201,54.22,37625,49.92,31466,53.85,50976,48.58,42309,51.90,53511,49.50,43173,52.47,41821,41.42,33301,45.29,34127,46.72,28731,50.07,34873,51.62,29174,55.76,70905,44.78,56087,49.01,36121,41.41,28438,45.44,13779,46.59,10801,51.87,619499,47.17,506699,50.85
2013.47,73548,45.28,61211,48.38,80162,49.02,65168,52.48,11956,51.25,9639,55.05,80095,51.30,67201,55.00,37625,50.75,31466,54.70,50976,49.35,42309,52.70,53511,50.21,43173,53.20,41821,42.13,33301,46.06,34127,47.41,28731,50.77,34873,52.41,29174,56.57,70905,45.46,56087,49.72,36121,42.16,28438,46.20,13779,47.35,10801,52.61,619499,47.94,506699,51.65
2013.48,73548,46.41,61211,49.57,80162,50.11,65168,53.61,11956,52.48,9639,56.41,80095,52.35,67201,56.09,37625,51.81,31466,55.78,50976,50.40,42309,53.81,53511,51.21,43173,54.24,41821,43.23,33301,47.21,34127,48.52,28731,51.95,34873,53.43,29174,57.63,70905,46.40,56087,50.74,36121,43.25,28438,47.37,13779,48.76,10801,54.09,619499,49.01,506699,52.77
2013.49,73548,47.37,61211,50.57,80162,50.94,65168,54.47,11956,53.38,9639,57.29,80095,53.12,67201,56.89,37625,52.48,31466,56.45,50976,51.22,42309,54.68,53511,51.92,43173,54.96,41821,44.05,33301,48.05,34127,49.40,28731,52.87,34873,54.19,29174,58.41,70905,47.26,56087,51.63,36121,44.09,28438,48.23,13779,49.55,10801,54.89,619499,49.83,506699,53.61
2013.50,73548,48.11,61211,51.34,80162,51.60,65168,55.14,11956,54.16,9639,58.11,80095,53.77,67201,57.54,37625,53.17,31466,57.12,50976,51.79,42309,55.24,53511,52.42,43173,55.46,41821,44.65,33301,48.66,34127,50.01,28731,53.49,34873,54.80,29174,59.05,70905,47.83,56087,52.21,36121,44.76,28438,48.92,13779,50.13,10801,55.52,619499,50.46,506699,54.25
2013.51,73548,48.52,61211,51.78,80162,51.92,65168,55.48,11956,54.46,9639,58.42,80095,54.21,67201,58.00,37625,53.55,31466,57.52,50976,52.21,42309,55.67,53511,52.83,43173,55.88,41821,44.93,33301,48.97,34127,50.36,28731,53.82,34873,55.06,29174,59.32,70905,48.05,56087,52.42,36121,45.01,28438,49.19,13779,50.33,10801,55.74,619499,50.80,506699,54.61
2013.52,73548,49.15,61211,52.45,80162,52.54,65168,56.14,11956,54.99,9639,58.98,80095,54.93,67201,58.73,37625,54.24,31466,58.21,50976,52.96,42309,56.47,53511,53.48,43173,56.54,41821,45.56,33301,49.63,34127,51.11,28731,54.62,34873,55.74,29174,60.06,70905,48.69,56087,53.12,36121,45.58,28438,49.81,13779,50.79,10801,56.18,619499,51.46,506699,55.30
2014.01,73548,49.87,61211,53.22,80162,53.22,65168,56.83,11956,55.81,9639,59.88,80095,55.94,67201,59.73,37625,55.21,31466,59.18,50976,53.81,42309,57.30,53511,54.49,43173,57.53,41821,46.11,33301,50.21,34127,51.74,28731,55.26,34873,56.29,29174,60.59,70905,49.23,56087,53.68,36121,46.20,28438,50.44,13779,51.37,10801,56.80,619499,52.21,506699,56.07
2014.02,73548,50.55,61211,53.91,80162,53.88,65168,57.51,11956,56.52,9639,60.62,80095,57.33,67201,61.14,37625,56.48,31466,60.42,50976,54.74,42309,58.22,53511,55.93,43173,58.94,41821,46.98,33301,51.10,34127,52.82,28731,56.36,34873,57.02,29174,61.30,70905,50.03,56087,54.49,36121,46.79,28438,51.00,13779,51.87,10801,57.26,619499,53.14,506699,57.00
2014.03,73548,50.93,61211,54.30,80162,54.21,65168,57.83,11956,56.78,9639,60.87,80095,58.00,67201,61.75,37625,57.24,31466,61.15,50976,55.39,42309,58.85,53511,56.45,43173,59.42,41821,47.56,33301,51.65,34127,53.47,28731,57.00,34873,57.39,29174,61.64,70905,50.44,56087,54.89,36121,47.06,28438,51.29,13779,52.26,10801,57.65,619499,53.63,506699,57.48
2014.04,73548,51.18,61211,54.54,80162,54.41,65168,58.00,11956,56.92,9639,60.99,80095,58.31,67201,62.03,37625,57.60,31466,61.49,50976,55.67,42309,59.10,53511,56.69,43173,59.63,41821,47.81,33301,51.88,34127,53.72,28731,57.26,34873,57.57,29174,61.81,70905,50.61,56087,55.05,36121,47.19,28438,51.38,13779,52.37,10801,57.75,619499,53.87,506699,57.69
2014.05,73548,51.27,61211,54.61,80162,54.50,65168,58.06,11956,57.08,9639,61.11,80095,58.44,67201,62.13,37625,57.78,31466,61.63,50976,55.77,42309,59.18,53511,56.76,43173,59.70,41821,47.94,33301,52.01,34127,53.91,28731,57.42,34873,57.70,29174,61.91,70905,50.73,56087,55.16,36121,47.28,28438,51.49,13779,52.46,10801,57.87,619499,53.98,506699,57.79
2014.06,73548,51.34,61211,54.67,80162,54.55,65168,58.11,11956,57.19,9639,61.23,80095,58.51,67201,62.20,37625,57.87,31466,61.71,50976,55.82,42309,59.23,53511,56.82,43173,59.74,41821,47.99,33301,52.07,34127,53.97,28731,57.47,34873,57.78,29174,61.99,70905,50.80,56087,55.23,36121,47.33,28438,51.52,13779,52.54,10801,57.95,619499,54.05,506699,57.85
2014.07,73548,51.40,61211,54.74,80162,54.59,65168,58.14,11956,57.24,9639,61.25,80095,58.56,67201,62.24,37625,57.94,31466,61.77,50976,55.85,42309,59.26,53511,56.86,43173,59.79,41821,48.03,33301,52.10,34127,54.01,28731,57.50,34873,57.85,29174,62.05,70905,50.84,56087,55.28,36121,47.37,28438,51.56,13779,52.60,10801,58.01,619499,54.09,506699,57.89
2014.08,73548,51.44,61211,54.76,80162,54.62,65168,58.16,11956,57.29,9639,61.29,80095,58.59,67201,62.27,37625,58.00,31466,61.82,50976,55.88,42309,59.28,53511,56.89,43173,59.81,41821,48.07,33301,52.14,34127,54.04,28731,57.53,34873,57.88,29174,62.08,70905,50.88,56087,55.31,36121,47.40,28438,51.58,13779,52.64,10801,58.04,619499,54.13,506699,57.92
2014.09,73548,51.46,61211,54.79,80162,54.63,65168,58.17,11956,57.30,9639,61.31,80095,58.61,67201,62.28,37625,58.04,31466,61.86,50976,55.91,42309,59.31,53511,56.92,43173,59.84,41821,48.09,33301,52.16,34127,54.07,28731,57.56,34873,57.89,29174,62.09,70905,50.88,56087,55.31,36121,47.43,28438,51.61,13779,52.67,10801,58.08,619499,54.15,506699,57.94
2014.10,73548,51.48,61211,54.79,80162,54.65,65168,58.19,11956,57.32,9639,61.33,80095,58.63,67201,62.30,37625,58.07,31466,61.88,50976,55.92,42309,59.32,53511,56.92,43173,59.84,41821,48.10,33301,52.16,34127,54.11,28731,57.58,34873,57.90,29174,62.09,70905,50.89,56087,55.32,36121,47.47,28438,51.63,13779,52.67,10801,58.08,619499,54.17,506699,57.95
2014.11,73548,51.50,61211,54.82,80162,54.66,65168,58.20,11956,57.34,9639,61.34,80095,58.65,67201,62.32,37625,58.08,31466,61.90,50976,55.94,42309,59.34,53511,56.94,43173,59.85,41821,48.11,33301,52.18,34127,54.12,28731,57.59,34873,57.92,29174,62.10,70905,50.90,56087,55.33,36121,47.48,28438,51.65,13779,52.68,10801,58.09,619499,54.18,506699,57.97
2014.12,73548,51.50,61211,54.82,80162,54.67,65168,58.21,11956,57.34,9639,61.34,80095,58.66,67201,62.33,37625,58.09,31466,61.90,50976,55.95,42309,59.35,53511,56.94,43173,59.86,41821,48.12,33301,52.19,34127,54.14,28731,57.61,34873,57.92,29174,62.11,70905,50.91,56087,55.33,36121,47.49,28438,51.65,13779,52.68,10801,58.09,619499,54.19,506699,57.98
2014.13,73548,51.51,61211,54.82,80162,54.68,65168,58.21,11956,57.34,9639,61.34,80095,58.66,67201,62.33,37625,58.10,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.13,33301,52.20,34127,54.15,28731,57.61,34873,57.93,29174,62.11,70905,50.91,56087,55.34,36121,47.50,28438,51.66,13779,52.68,10801,58.09,619499,54.20,506699,57.98
2014.14,73548,51.51,61211,54.83,80162,54.68,65168,58.21,11956,57.35,9639,61.35,80095,58.66,67201,62.33,37625,58.10,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.20,34127,54.15,28731,57.61,34873,57.93,29174,62.11,70905,50.91,56087,55.34,36121,47.50,28438,51.66,13779,52.68,10801,58.09,619499,54.20,506699,57.98
2014.15,73548,51.52,61211,54.83,80162,54.68,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.20,34127,54.15,28731,57.62,34873,57.93,29174,62.11,70905,50.92,56087,55.34,36121,47.50,28438,51.66,13779,52.68,10801,58.09,619499,54.20,506699,57.98
2014.16,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.20,34127,54.15,28731,57.62,34873,57.93,29174,62.11,70905,50.92,56087,55.34,36121,47.50,28438,51.66,13779,52.68,10801,58.09,619499,54.20,506699,57.99
2014.17,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.11,70905,50.92,56087,55.34,36121,47.51,28438,51.67,13779,52.68,10801,58.09,619499,54.20,506699,57.99
2014.18,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.11,70905,50.92,56087,55.34,36121,47.51,28438,51.67,13779,52.68,10801,58.09,619499,54.20,506699,57.99
2014.19,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.11,70905,50.92,56087,55.34,36121,47.51,28438,51.67,13779,52.68,10801,58.09,619499,54.20,506699,57.99
2014.20,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.20,506699,57.99
2014.21,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.14,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.20,506699,57.99
2014.22,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.23,73548,51.53,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.24,73548,51.54,61211,54.84,80162,54.69,65168,58.22,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.25,73548,51.54,61211,54.85,80162,54.69,65168,58.23,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.26,73548,51.54,61211,54.85,80162,54.69,65168,58.23,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.27,73548,51.54,61211,54.85,80162,54.69,65168,58.23,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.93,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.28,73548,51.54,61211,54.85,80162,54.69,65168,58.23,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.94,29174,62.12,70905,50.92,56087,55.34,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.29,73548,51.54,61211,54.85,80162,54.69,65168,58.23,11956,57.35,9639,61.35,80095,58.67,67201,62.33,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.15,28731,57.62,34873,57.94,29174,62.12,70905,50.92,56087,55.35,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.30,73548,51.55,61211,54.86,80162,54.70,65168,58.23,11956,57.35,9639,61.35,80095,58.68,67201,62.34,37625,58.11,31466,61.92,50976,55.97,42309,59.37,53511,56.94,43173,59.86,41821,48.15,33301,52.21,34127,54.16,28731,57.62,34873,57.95,29174,62.13,70905,50.93,56087,55.35,36121,47.52,28438,51.67,13779,52.68,10801,58.09,619499,54.21,506699,57.99
2014.31,73548,51.56,61211,54.86,80162,54.70,65168,58.23,11956,57.35,9639,61.35,80095,58.68,67201,62.34,37625,58.11,31466,61.92,50976,55.98,42309,59.37,53511,56.94,43173,59.86,41821,48.16,33301,52.22,34127,54.16,28731,57.62,34873,57.96,29174,62.15,70905,50.94,56087,55.35,36121,47.53,28438,51.68,13779,52.68,10801,58.09,619499,54.22,506699,58.00
2014.32,77455,0.12,64228,0.11,0,0.00,0,0.00,0,0.00,0,0.00,48462,0.18,0,0.00,39658,0.16,32977,0.15,0,0.00,0,0.00,11873,0.10,0,0.00,0,0.00,0,0.00,35320,0.08,0,0.00,36187,0.20,0,0.00,49219,0.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,298174,0.16,97205,0.12
2014.33,77455,0.27,64228,0.26,6382,0.44,0,0.00,12388,0.11,0,0.00,70199,0.44,0,0.00,39658,0.44,32977,0.43,15187,0.23,0,0.00,24468,0.15,9719,0.15,26261,0.23,0,0.00,35320,0.28,29749,0.29,36187,0.65,30157,0.71,75058,0.56,2725,0.66,17304,0.23,0,0.00,14052,0.18,0,0.00,449919,0.37,169555,0.38
2014.34,77455,0.55,64228,0.56,32610,0.36,0,0.00,12388,0.24,0,0.00,80917,0.90,42345,1.21,39658,0.92,32977,0.97,46369,0.39,4163,0.60,42324,0.58,9719,0.71,28500,0.60,0,0.00,35320,0.72,29749,0.75,36187,1.64,30157,1.78,80656,1.21,29222,1.67,30812,0.41,10243,0.47,14052,0.42,11065,0.42,557248,0.77,263868,1.00
2014.35,77455,1.72,64228,1.54,80955,1.01,41833,1.00,12388,1.18,9967,0.99,85106,2.19,58438,2.45,39658,2.37,32977,2.54,48667,0.99,19342,0.99,53368,1.73,30442,1.95,42448,1.17,10837,1.36,35320,1.77,29749,1.85,36187,3.35,30157,3.59,84860,2.23,49417,2.52,36344,0.99,24419,0.96,14052,1.07,11065,1.12,646808,1.74,412871,1.92
2014.36,77455,3.14,64228,2.96,82069,2.02,48696,2.18,12388,2.35,9967,2.29,85106,4.64,66093,5.06,39658,4.95,32977,5.42,51445,2.46,34632,2.67,53368,3.79,41392,3.89,42448,2.77,26853,3.27,35320,3.79,29749,4.11,36187,6.09,30157,6.60,84860,4.35,65151,4.76,36344,1.99,26330,2.12,14052,2.78,11065,3.12,650700,3.55,487290,3.89
2014.37,77455,5.82,64228,5.88,82069,3.71,63022,3.84,12388,4.99,9967,5.25,85106,8.84,71191,9.51,39658,9.70,32977,10.75,51990,5.37,40429,5.77,54984,6.65,42263,7.11,42448,5.75,30937,6.46,35320,7.11,29749,7.74,36187,10.22,30157,11.20,84860,7.50,67899,8.24,36344,5.01,26808,5.67,14052,6.08,11065,6.95,652861,6.69,520692,7.29
2014.38,77455,10.19,64228,10.70,82069,6.94,65725,7.25,12388,8.93,9967,9.59,85106,14.09,71191,15.23,39658,15.22,32977,16.85,51990,10.12,41406,10.89,54984,11.36,43722,12.10,42448,9.96,33843,10.79,35320,12.47,29749,13.63,36187,15.85,30157,17.40,84860,11.80,67899,13.07,36344,8.94,28777,9.80,14052,9.63,11065,10.90,652861,11.22,530706,12.18
2014.39,77455,15.86,64228,16.84,82069,12.19,66600,12.84,12388,14.39,9967,15.48,85106,20.70,71191,22.35,39658,21.60,32977,23.81,51990,16.87,42637,17.98,54984,17.58,43722,18.84,42448,15.39,33843,16.66,35320,18.01,29749,19.56,36187,22.42,30157,24.63,84860,17.49,67899,19.39,36344,13.75,28777,15.14,14052,15.03,11065,17.12,652861,17.10,532812,18.56
2014.40,77455,22.83,64228,24.46,82069,19.35,66600,20.58,12388,21.86,9967,23.37,85106,28.10,71191,30.32,39658,28.59,32977,31.28,51990,24.23,42637,25.89,54984,25.59,44320,27.33,42448,21.58,33843,23.48,35320,24.90,29749,26.89,36187,29.59,30157,32.51,84860,24.47,67899,27.10,36344,19.64,28777,21.61,14052,22.45,11065,25.33,652861,24.19,533410,26.24
2014.41,77455,29.94,64228,32.31,82069,27.94,66600,29.90,12388,29.30,9967,31.31,85106,35.16,71191,37.98,39658,35.08,32977,38.18,51990,32.12,43106,34.44,54984,32.58,44320,34.90,42448,27.84,33843,30.26,35320,31.82,29749,34.12,36187,35.90,30157,39.27,84860,30.75,67899,33.98,36344,26.01,28777,28.67,14052,29.49,11065,33.10,652861,31.24,533879,33.89
2014.42,77455,35.85,64228,38.83,82069,34.80,66600,37.32,12388,36.95,9967,39.71,85106,40.85,71191,44.08,39658,40.02,32977,43.40,51990,38.48,43106,41.28,54984,38.36,44320,41.16,42448,33.23,33843,36.20,35320,37.82,29749,40.31,36187,41.50,30157,45.20,84860,36.14,67899,39.93,36344,31.75,28777,34.98,14052,35.06,11065,39.20,652861,37.11,533879,40.25
2014.43,77455,40.12,64228,43.45,82069,39.92,66600,42.85,12388,41.90,9967,45.25,85106,45.57,71191,49.16,39658,44.18,32977,47.89,51990,43.38,43106,46.65,54984,42.73,44320,45.79,42448,37.73,33843,41.17,35320,42.96,29749,45.75,36187,45.68,30157,49.66,84860,40.03,67899,44.16,36344,35.96,28777,39.68,14052,39.40,11065,44.06,652861,41.61,533879,45.13
2014.44,77455,42.90,64228,46.34,82069,44.13,66600,47.34,12388,45.64,9967,49.22,85106,48.81,71191,52.59,39658,47.20,32977,51.11,51990,46.85,43106,50.35,54984,45.97,44320,49.13,42448,40.75,33843,44.38,35320,46.11,29749,49.12,36187,48.50,30157,52.62,84860,42.96,67899,47.32,36344,39.02,28777,42.95,14052,42.66,11065,47.56,652861,44.84,533879,48.55
2014.45,77455,45.08,64228,48.62,82069,46.93,66600,50.30,12388,49.12,9967,52.46,85106,51.04,71191,54.93,39658,49.48,32977,53.51,51990,49.35,43106,52.94,54984,48.24,44320,51.41,42448,42.94,33843,46.73,35320,48.41,29749,51.56,36187,50.61,30157,54.84,84860,45.19,67899,49.68,36344,41.26,28777,45.37,14052,44.97,11065,49.98,652861,47.19,533879,51.01
2014.46,77455,46.65,64228,50.23,82069,48.99,66600,52.46,12388,51.32,9967,54.84,85106,52.75,71191,56.69,39658,51.18,32977,55.25,51990,51.19,43106,54.87,54984,49.81,44320,53.01,42448,44.60,33843,48.45,35320,50.09,29749,53.35,36187,52.15,30157,56.47,84860,46.77,67899,51.32,36344,42.87,28777,47.06,14052,46.85,11065,52.00,652861,48.90,533879,52.79
2014.47,77455,47.39,64228,50.99,82069,49.80,66600,53.29,12388,52.00,9967,55.49,85106,53.47,71191,57.44,39658,51.89,32977,55.92,51990,51.99,43106,55.71,54984,50.53,44320,53.74,42448,45.21,33843,49.06,35320,50.80,29749,54.08,36187,52.93,30157,57.21,84860,47.53,67899,52.10,36344,43.64,28777,47.82,14052,47.52,11065,52.71,652861,49.64,533879,53.54
2014.48,77455,48.31,64228,51.92,82069,50.86,66600,54.38,12388,53.03,9967,56.62,85106,54.42,71191,58.42,39658,52.78,32977,56.79,51990,53.03,43106,56.80,54984,51.35,44320,54.60,42448,46.04,33843,49.92,35320,51.80,29749,55.11,36187,53.85,30157,58.17,84860,48.47,67899,53.06,36344,44.61,28777,48.81,14052,48.78,11065,53.94,652861,50.59,533879,54.52
2014.49,77455,48.98,64228,52.58,82069,51.57,66600,55.12,12388,53.95,9967,57.53,85106,55.12,71191,59.13,39658,53.53,32977,57.55,51990,53.75,43106,57.53,54984,51.88,44320,55.11,42448,46.66,33843,50.57,35320,52.43,29749,55.74,36187,54.44,30157,58.78,84860,49.17,67899,53.79,36344,45.18,28777,49.41,14052,49.44,11065,54.63,652861,51.26,533879,55.20
2014.50,77455,49.52,64228,53.12,82069,52.14,66600,55.70,12388,54.54,9967,58.15,85106,55.65,71191,59.64,39658,54.06,32977,58.08,51990,54.34,43106,58.12,54984,52.28,44320,55.50,42448,47.06,33843,51.00,35320,52.96,29749,56.28,36187,55.07,30157,59.46,84860,49.73,67899,54.35,36344,45.65,28777,49.88,14052,50.02,11065,55.23,652861,51.79,533879,55.74
2014.51,77455,49.75,64228,53.35,82069,52.34,66600,55.91,12388,54.68,9967,58.28,85106,55.83,71191,59.81,39658,54.27,32977,58.30,51990,54.54,43106,58.31,54984,52.48,44320,55.70,42448,47.21,33843,51.15,35320,53.19,29749,56.49,36187,55.29,30157,59.69,84860,49.98,67899,54.60,36344,45.92,28777,50.16,14052,50.21,11065,55.44,652861,52.00,533879,55.95
2014.52,77455,50.08,64228,53.69,82069,52.62,66600,56.19,12388,55.04,9967,58.61,85106,56.13,71191,60.12,39658,54.55,32977,58.57,51990,54.84,43106,58.61,54984,52.79,44320,56.03,42448,47.43,33843,51.38,35320,53.42,29749,56.71,36187,55.60,30157,60.02,84860,50.24,67899,54.87,36344,46.18,28777,50.43,14052,50.56,11065,55.82,652861,52.29,533879,56.24
2014.53,77455,50.54,64228,54.15,82069,52.95,66600,56.51,12388,55.34,9967,58.93,85106,56.50,71191,60.48,39658,54.97,32977,58.99,51990,55.24,43106,59.00,54984,53.11,44320,56.34,42448,47.65,33843,51.57,35320,53.82,29749,57.10,36187,55.95,30157,60.36,84860,50.56,67899,55.18,36344,46.56,28777,50.81,14052,50.96,11065,56.24,652861,52.65,533879,56.60
2015.01,77455,50.78,64228,54.37,82069,53.12,66600,56.68,12388,55.56,9967,59.19,85106,56.68,71191,60.66,39658,55.19,32977,59.22,51990,55.43,43106,59.17,54984,53.27,44320,56.50,42448,47.79,33843,51.71,35320,54.00,29749,57.28,36187,56.13,30157,60.55,84860,50.73,67899,55.34,36344,46.75,28777,50.98,14052,51.14,11065,56.44,652861,52.84,533879,56.78
2015.02,77455,50.94,64228,54.51,82069,53.24,66600,56.79,12388,55.72,9967,59.36,85106,56.84,71191,60.82,39658,55.33,32977,59.34,51990,55.56,43106,59.29,54984,53.39,44320,56.60,42448,47.89,33843,51.79,35320,54.14,29749,57.41,36187,56.26,30157,60.66,84860,50.86,67899,55.46,36344,46.88,28777,51.12,14052,51.22,11065,56.51,652861,52.97,533879,56.90
2015.03,77455,51.05,64228,54.60,82069,53.31,66600,56.85,12388,55.85,9967,59.47,85106,56.91,71191,60.88,39658,55.44,32977,59.44,51990,55.64,43106,59.37,54984,53.45,44320,56.66,42448,47.94,33843,51.82,35320,54.24,29749,57.51,36187,56.35,30157,60.74,84860,50.93,67899,55.53,36344,46.94,28777,51.17,14052,51.29,11065,56.58,652861,53.05,533879,56.97
2015.04,77455,51.13,64228,54.68,82069,53.36,66600,56.89,12388,55.93,9967,59.55,85106,56.97,71191,60.92,39658,55.53,32977,59.52,51990,55.71,43106,59.42,54984,53.51,44320,56.73,42448,47.99,33843,51.87,35320,54.32,29749,57.59,36187,56.39,30157,60.79,84860,50.99,67899,55.58,36344,46.99,28777,51.20,14052,51.33,11065,56.61,652861,53.11,533879,57.03
2015.05,77455,51.21,64228,54.75,82069,53.41,66600,56.93,12388,55.94,9967,59.57,85106,57.03,71191,60.97,39658,55.57,32977,59.56,51990,55.75,43106,59.45,54984,53.55,44320,56.76,42448,48.03,33843,51.91,35320,54.38,29749,57.64,36187,56.44,30157,60.83,84860,51.03,67899,55.62,36344,47.02,28777,51.22,14052,51.39,11065,56.67,652861,53.16,533879,57.07
2015.06,77455,51.24,64228,54.77,82069,53.42,66600,56.94,12388,55.97,9967,59.60,85106,57.05,71191,60.98,39658,55.58,32977,59.57,51990,55.77,43106,59.47,54984,53.57,44320,56.77,42448,48.05,33843,51.93,35320,54.43,29749,57.68,36187,56.45,30157,60.84,84860,51.04,67899,55.62,36344,47.03,28777,51.23,14052,51.42,11065,56.70,652861,53.18,533879,57.08
2015.07,77455,51.28,64228,54.82,82069,53.45,66600,56.96,12388,56.02,9967,59.64,85106,57.08,71191,61.01,39658,55.62,32977,59.60,51990,55.79,43106,59.49,54984,53.59,44320,56.79,42448,48.08,33843,51.96,35320,54.45,29749,57.69,36187,56.46,30157,60.84,84860,51.07,67899,55.66,36344,47.04,28777,51.23,14052,51.44,11065,56.72,652861,53.21,533879,57.11
