Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,MS.Tmax,MS.Tmin,MS.prcp
2014.51,12.03,2.11,1.67,8.62,1.49,1.61,13.44,3.39,1.82,9.61,1.88,1.87,15.40,4.51,3.51,11.36,1.14,2.40,11.71,3.49,5.30,11.81,3.06,4.93,16.40,5.07,9.39,12.64,3.04,3.81
2014.52,8.99,1.76,2.27,9.47,2.22,4.68,13.71,3.60,3.21,10.85,2.52,9.75,15.59,4.70,5.63,11.59,2.86,16.40,11.39,3.01,8.22,11.54,4.54,11.94,17.15,7.63,9.32,12.82,3.94,8.25
2014.53,7.36,0.54,9.38,6.62,1.41,7.07,9.84,2.60,12.35,9.06,3.06,12.06,12.52,5.17,13.31,9.85,3.23,13.89,9.43,3.49,8.61,11.20,4.87,8.21,17.12,8.27,6.06,10.91,4.04,10.38
2015.01,5.66,-7.19,2.59,4.51,-5.69,3.09,6.96,-5.16,3.19,6.37,-3.62,10.86,9.24,-3.81,5.79,7.31,-3.34,10.58,7.38,-2.21,6.54,6.04,-0.99,6.77,12.13,-0.45,4.07,7.76,-3.46,6.17
2015.02,5.95,-3.35,2.23,5.83,-2.28,2.82,7.38,-1.54,2.59,6.17,-1.31,3.54,10.34,0.13,2.26,7.70,-0.26,1.41,7.17,0.24,3.21,6.30,1.26,1.73,13.34,3.43,2.16,8.37,-0.15,2.40
2015.03,14.18,0.23,2.09,10.92,0.54,2.12,13.87,0.96,4.55,13.31,0.88,5.86,13.56,1.93,5.71,12.33,0.54,5.49,11.61,1.44,6.44,9.10,1.43,8.10,17.05,4.04,11.35,13.25,1.53,6.06
2015.04,13.13,0.28,0.40,10.52,-0.34,0.64,15.26,1.59,0.06,13.29,0.79,0.34,18.28,3.10,0.10,13.47,0.04,0.02,13.33,1.99,0.16,9.83,0.91,0.13,17.85,3.13,0.08,14.57,1.49,0.20
2015.05,8.65,-2.93,2.42,7.91,-2.88,2.43,10.63,-2.27,1.56,8.40,-1.90,2.34,12.85,-0.35,2.07,9.46,-1.17,1.76,9.26,-0.21,1.78,7.42,0.29,1.90,13.75,1.81,3.58,10.30,-0.88,2.29
2015.06,10.82,-0.68,0.01,10.10,-0.84,0.00,14.34,0.42,0.00,12.20,0.14,0.06,17.17,1.57,0.01,13.17,-0.29,0.04,13.14,1.07,0.01,10.14,0.59,0.03,18.32,2.96,0.00,13.95,0.74,0.02
2015.07,4.89,-6.22,4.49,2.74,-5.94,5.66,7.71,-4.31,4.92,6.15,-4.63,4.93,12.22,-1.36,4.62,9.16,-1.98,3.93,10.15,0.33,3.20,7.36,0.01,2.15,14.27,2.06,1.32,8.99,-2.17,3.89
2015.08,3.66,-4.05,10.53,3.87,-2.98,9.11,4.34,-2.45,12.35,5.48,-0.84,10.26,7.72,-0.01,12.33,6.12,0.23,10.75,6.07,0.29,4.11,5.95,1.34,7.33,12.65,3.35,3.47,6.75,-0.26,9.11
2015.09,9.47,-1.91,9.97,9.04,-1.37,9.58,11.58,0.10,5.81,12.17,1.04,6.28,15.51,2.76,6.49,12.01,2.55,5.59,12.16,2.89,10.37,10.07,3.09,5.19,18.93,8.02,3.29,13.08,2.36,6.56
2015.10,14.44,6.40,11.41,13.20,5.93,7.75,17.30,8.97,9.69,14.38,6.67,8.52,19.72,10.58,9.50,15.29,7.88,7.17,14.13,7.71,10.07,11.81,6.70,9.55,20.93,13.59,17.76,16.38,8.75,10.35
2015.11,17.55,8.03,3.54,16.08,6.27,2.90,20.70,10.94,3.44,18.65,9.22,2.43,24.14,13.20,1.85,18.53,9.16,1.63,18.56,10.16,1.41,14.54,7.79,0.73,26.75,15.30,0.06,20.38,10.57,1.87
2015.12,17.21,6.41,3.18,14.72,4.86,2.60,19.28,8.35,5.42,15.84,6.20,9.86,20.74,9.21,6.27,14.42,5.90,5.58,15.67,6.70,3.77,12.29,6.08,5.84,22.46,12.20,4.40,17.56,7.71,5.48
2015.13,20.42,9.01,1.60,17.44,6.31,5.35,24.40,11.40,2.26,19.51,8.43,2.09,26.21,12.98,2.44,18.79,8.66,1.65,19.31,9.37,0.53,14.33,6.71,0.49,25.23,13.67,0.10,21.36,10.09,1.88
2015.14,21.71,10.64,5.87,18.70,8.99,5.11,23.84,13.15,4.94,20.02,10.39,4.82,25.22,14.58,3.28,18.86,9.97,2.02,18.46,11.07,3.86,14.30,8.06,2.05,25.84,16.41,4.28,21.49,12.00,3.93
2015.15,22.11,12.12,7.68,18.76,10.84,8.05,24.41,15.41,4.89,20.52,12.67,7.48,25.26,17.17,4.53,18.14,12.34,8.39,18.08,12.66,6.76,17.28,12.26,11.36,24.94,18.60,29.44,21.59,14.31,10.54
2015.16,19.44,9.14,10.85,17.06,7.42,11.92,22.41,12.07,10.92,17.42,9.11,10.17,24.27,13.43,8.93,17.93,9.36,7.56,18.06,10.29,4.00,18.03,9.43,1.21,26.42,15.23,2.26,20.69,11.02,7.62
2015.17,20.63,8.68,0.06,17.87,6.62,0.10,23.83,11.17,0.58,18.09,7.78,1.27,24.69,12.06,0.52,17.69,7.83,0.20,17.58,8.68,2.73,17.08,8.43,1.05,25.30,12.74,8.06,20.85,9.65,1.85
2015.18,25.57,13.13,0.77,22.61,10.61,0.06,28.82,15.47,0.03,25.53,11.85,0.00,29.14,15.15,0.04,21.58,9.25,0.00,20.52,11.08,0.02,19.94,9.16,0.00,27.60,15.54,0.09,25.18,12.68,0.09
2015.19,24.79,14.92,5.18,21.44,11.85,4.00,28.63,18.04,3.30,22.28,13.09,2.06,29.26,19.30,1.96,21.61,12.76,1.29,20.58,14.25,3.62,20.24,12.21,6.37,29.27,19.85,4.68,24.84,15.60,3.29
2015.20,22.67,13.71,8.36,20.70,11.37,8.55,26.05,15.71,8.04,22.13,13.04,6.82,27.73,16.77,8.46,21.09,11.95,3.20,20.68,12.77,9.67,20.17,11.82,6.31,29.63,18.58,10.15,24.12,14.40,7.69
2015.21,25.05,15.89,8.17,21.16,13.58,11.83,28.58,18.92,11.14,23.43,15.67,13.68,30.15,19.35,8.81,21.31,14.13,5.98,21.62,13.45,12.43,19.61,13.00,8.85,29.11,20.27,7.91,25.12,16.54,9.61
2015.22,24.10,14.54,4.36,21.07,12.55,5.09,28.11,17.32,4.19,21.91,13.20,4.67,29.64,18.03,4.75,21.88,12.40,4.39,21.33,12.80,3.70,20.73,12.53,3.61,30.76,20.15,4.96,25.08,15.30,4.53
2015.23,29.08,18.64,2.31,24.47,15.29,5.33,32.47,21.26,1.53,26.60,16.89,3.74,32.41,21.31,5.44,23.39,14.79,3.77,22.85,14.76,5.28,21.30,13.75,5.31,30.83,21.36,5.00,27.65,18.03,4.35
2015.24,29.08,20.09,2.10,24.71,16.67,4.33,32.90,22.40,2.40,27.26,18.21,1.69,27.79,23.40,2.90,21.68,14.13,2.65,23.09,16.50,2.98,22.10,14.86,2.96,31.37,23.36,2.88,26.87,19.34,2.76
2015.25,30.32,19.90,2.12,25.13,16.63,2.95,33.67,22.65,2.53,26.07,17.69,7.73,33.86,23.18,4.78,24.77,16.54,2.07,23.99,16.26,1.34,22.76,15.30,3.59,32.74,22.86,5.97,28.75,19.48,4.11
2015.26,26.72,17.96,12.76,21.80,15.01,20.92,30.32,20.26,7.87,23.13,15.73,6.51,31.78,21.70,3.66,22.88,15.07,6.91,22.72,15.50,5.66,21.45,14.64,6.32,31.57,22.67,5.19,26.48,18.12,7.85
2015.27,27.43,19.18,0.97,23.74,16.07,0.91,30.55,21.49,3.92,26.02,17.64,1.78,32.29,21.95,5.46,23.38,15.58,7.86,23.35,15.49,7.94,22.20,14.46,8.36,32.31,22.49,6.06,27.53,18.76,4.83
2015.28,31.00,21.12,1.33,27.10,18.24,1.04,34.63,23.80,1.43,28.75,19.44,0.81,34.79,24.06,0.05,25.64,16.93,1.11,24.55,16.66,0.00,23.76,15.89,0.25,34.95,24.20,2.00,30.19,20.57,0.90
2015.29,30.80,21.19,5.03,25.69,17.65,5.85,35.42,24.56,1.30,29.10,19.47,4.69,30.30,21.10,0.30,25.90,16.99,2.86,25.56,17.51,0.74,24.25,15.98,3.24,35.02,24.32,5.07,29.44,20.11,3.20
