Week,D01.all,D01.allV%,D01.65+,D01.65+V%,D02.all,D02.allV%,D02.65+,D02.65+V%,D03.all,D03.allV%,D03.65+,D03.65+V%,D04.all,D04.allV%,D04.65+,D04.65+V%,D05.all,D05.allV%,D05.65+,D05.65+V%,D06.all,D06.allV%,D06.65+,D06.65+V%,D07.all,D07.allV%,D07.65+,D07.65+V%,D08.all,D08.allV%,D08.65+,D08.65+V%,D09.all,D09.allV%,D09.65+,D09.65+V%,MS.all,MS.allV%,MS.65+,MS.65+V%
2014.37,41150,3.67,25826,4.56,60858,4.66,44530,5.01,33908,2.28,19481,2.65,38994,3.34,25305,3.75,68927,4.14,50168,4.65,36668,1.94,18939,2.24,27937,5.38,15098,7.48,40879,3.60,23318,4.73,57698,4.25,43576,4.77,407019,3.79,266241,4.49
2014.38,41150,6.90,29382,8.16,60858,8.53,45399,9.40,33908,4.05,23428,4.55,38994,5.85,27786,6.33,68927,7.12,53784,7.92,36668,3.65,23537,4.26,27937,8.52,15883,11.81,40879,5.92,26813,7.32,57698,6.50,43576,7.36,407019,6.51,289588,7.53
2014.39,41150,11.54,31770,13.00,60858,13.26,45399,14.60,33908,7.28,23428,8.36,38994,9.36,29253,10.05,68927,11.19,54575,12.50,36668,6.32,27460,7.18,27937,12.23,19253,14.81,40879,9.31,31679,10.55,57698,9.54,45617,10.65,407019,10.25,308434,11.51
2014.40,41150,18.24,31770,20.39,60858,19.64,45399,21.63,33908,11.95,24489,13.26,38994,13.93,29253,15.10,68927,17.65,54575,19.88,36668,11.18,28591,12.18,27937,17.95,21355,20.15,40879,15.26,31679,16.80,57698,13.91,45617,15.38,407019,15.84,312728,17.57
2014.41,41150,25.07,31770,28.13,60858,26.21,45399,29.01,33908,16.94,24489,18.94,38994,19.18,29253,20.98,69059,23.98,54575,27.11,36668,15.93,28591,17.59,27937,23.08,21355,25.94,40879,20.79,31679,23.00,57698,18.37,45617,20.34,407151,21.48,312728,23.92
2014.42,41150,31.47,31770,35.36,60858,32.29,45399,35.78,33908,22.40,24489,25.30,38994,24.27,29253,26.64,69059,30.16,54575,34.04,36668,21.48,28591,23.92,27937,28.04,21355,31.63,40879,26.45,31679,29.37,57698,23.22,45617,25.85,407151,27.12,312728,30.29
2014.43,41150,36.18,31770,40.64,60858,36.96,45399,41.02,33908,26.49,24489,30.02,38994,29.00,29253,31.84,69059,34.53,54575,38.88,36668,25.75,28591,28.76,27937,31.83,21355,35.86,40879,30.19,31679,33.47,57698,26.86,45617,29.91,407151,31.36,312728,35.03
2014.44,41150,39.22,31770,43.82,60858,40.40,45399,44.69,33908,29.37,24489,33.30,38994,32.45,29253,35.57,69059,37.64,54575,42.10,36668,29.08,28591,32.51,27937,34.43,21355,38.69,40879,33.36,31679,36.99,57698,29.71,45617,33.08,407151,34.48,312728,38.41
2014.45,41150,41.54,31770,46.37,60858,42.98,45399,47.43,33908,31.77,24489,35.92,38994,34.88,29253,38.18,69059,39.94,54575,44.53,36668,31.45,28591,35.11,27937,36.34,21355,40.77,40879,35.60,31679,39.43,57698,31.62,45617,35.17,407151,36.77,312728,40.87
2014.46,41150,43.21,31770,48.11,60858,44.87,45399,49.42,33908,33.55,24489,37.94,38994,36.62,29253,40.03,69059,41.65,54575,46.34,36668,33.41,28591,37.16,27937,37.93,21355,42.46,40879,37.36,31679,41.29,57698,33.46,45617,37.16,407151,38.54,312728,42.77
2014.47,41150,43.99,31770,48.89,60858,45.68,45399,50.24,33908,34.23,24489,38.70,38994,37.29,29253,40.78,69059,42.37,54575,47.07,36668,34.16,28591,37.98,27937,38.52,21355,43.08,40879,38.05,31679,42.01,57698,34.24,45617,37.98,407151,39.27,312728,43.53
2014.48,41150,45.04,31770,49.99,60858,46.81,45399,51.38,33908,35.00,24489,39.52,38994,38.17,29253,41.70,69059,43.35,54575,48.11,36668,35.33,28591,39.25,27937,39.40,21355,44.01,40879,38.98,31679,42.95,57698,35.27,45617,39.05,407151,40.27,312728,44.57
2014.49,41150,45.76,31770,50.76,60858,47.62,45399,52.18,33908,35.70,24489,40.28,38994,38.93,29253,42.48,69059,44.15,54575,48.95,36668,36.09,28591,40.12,27937,40.11,21355,44.74,40879,39.69,31679,43.66,57698,35.93,45617,39.72,407151,41.01,312728,45.34
2014.50,41150,46.42,31770,51.45,60858,48.17,45399,52.73,33908,36.16,24489,40.79,38994,39.50,29253,43.08,69059,44.75,54575,49.54,36668,36.72,28591,40.79,27937,40.59,21355,45.22,40879,40.16,31679,44.13,57698,36.47,45617,40.27,407151,41.57,312728,45.91
2014.51,41150,46.66,31770,51.71,60858,48.34,45399,52.89,33908,36.35,24489,41.01,38994,39.71,29253,43.32,69059,44.99,54575,49.79,36668,36.91,28591,40.97,27937,40.77,21355,45.38,40879,40.37,31679,44.36,57698,36.67,45617,40.47,407151,41.78,312728,46.12
2014.52,41150,46.94,31770,52.00,60858,48.57,45399,53.12,33908,36.55,24489,41.22,38994,39.91,29253,43.50,69059,45.27,54575,50.08,36668,37.16,28591,41.21,27937,40.98,21355,45.57,40879,40.57,31679,44.54,57698,36.93,45617,40.74,407151,42.01,312728,46.36
2014.53,41150,47.34,31770,52.39,60858,48.90,45399,53.44,33908,36.88,24489,41.56,38994,40.25,29253,43.84,69059,45.63,54575,50.45,36668,37.47,28591,41.50,27937,41.23,21355,45.84,40879,40.91,31679,44.88,57698,37.36,45617,41.17,407151,42.36,312728,46.72
2015.01,41150,47.57,31770,52.61,60858,49.07,45399,53.58,33908,37.06,24489,41.76,38994,40.45,29253,44.04,69059,45.85,54575,50.64,36668,37.63,28591,41.68,27937,41.42,21355,45.98,40879,41.09,31679,45.06,57698,37.59,45617,41.39,407151,42.56,312728,46.90
2015.02,41150,47.74,31770,52.78,60858,49.20,45399,53.68,33908,37.17,24489,41.85,38994,40.54,29253,44.12,69059,46.00,54575,50.78,36668,37.72,28591,41.77,27937,41.53,21355,46.09,40879,41.22,31679,45.18,57698,37.74,45617,41.53,407151,42.69,312728,47.02
2015.03,41150,48.05,31770,53.10,60858,49.29,45399,53.78,33908,37.25,24489,41.94,38994,40.67,29253,44.23,69059,46.09,54575,50.86,36668,37.79,28591,41.84,27937,41.64,21355,46.19,40879,41.27,31679,45.22,57698,37.86,45617,41.64,407151,42.81,312728,47.13
2015.04,41150,48.18,31770,53.23,60858,49.39,45399,53.86,33908,37.33,24489,42.00,38994,40.73,29253,44.30,69059,46.16,54575,50.93,36668,37.82,28591,41.87,27937,41.70,21355,46.26,40879,41.34,31679,45.29,57698,37.96,45617,41.75,407151,42.89,312728,47.21
2015.05,41150,48.25,31770,53.28,60858,49.45,45399,53.90,33908,37.36,24489,42.03,38994,40.78,29253,44.34,69059,46.21,54575,50.98,36668,37.86,28591,41.91,27937,41.75,21355,46.29,40879,41.40,31679,45.34,57698,38.02,45617,41.80,407151,42.94,312728,47.26
2015.06,41150,48.27,31770,53.30,60858,49.46,45399,53.91,33908,37.38,24489,42.06,38994,40.84,29253,44.38,69059,46.28,54575,51.03,36668,37.89,28591,41.94,27937,41.77,21355,46.32,40879,41.44,31679,45.37,57698,38.06,45617,41.84,407151,42.98,312728,47.29
2015.07,41150,48.31,31770,53.33,60858,49.50,45399,53.94,33908,37.41,24489,42.08,38994,40.85,29253,44.39,69059,46.30,54575,51.05,36668,37.91,28591,41.95,27937,41.81,21355,46.36,40879,41.48,31679,45.40,57698,38.11,45617,41.88,407151,43.01,312728,47.31
2015.08,41150,48.34,31770,53.35,60858,49.51,45399,53.95,33908,37.42,24489,42.08,38994,40.90,29253,44.44,69059,46.33,54575,51.07,36668,37.94,28591,41.98,27937,41.85,21355,46.40,40879,41.50,31679,45.41,57698,38.14,45617,41.91,407151,43.04,312728,47.34
2015.09,41150,48.37,31770,53.37,60858,49.53,45399,53.97,33908,37.43,24489,42.10,38994,40.92,29253,44.45,69059,46.34,54575,51.09,36668,37.94,28591,41.98,27937,41.86,21355,46.41,40879,41.51,31679,45.43,57698,38.17,45617,41.93,407151,43.05,312728,47.35
2015.10,41150,48.38,31770,53.39,60858,49.54,45399,53.97,33908,37.44,24489,42.11,38994,40.94,29253,44.47,69059,46.35,54575,51.10,36668,37.94,28591,41.98,27937,41.87,21355,46.42,40879,41.51,31679,45.43,57698,38.19,45617,41.95,407151,43.07,312728,47.36
2015.11,41150,48.40,31770,53.39,60858,49.55,45399,53.98,33908,37.45,24489,42.11,38994,40.98,29253,44.50,69059,46.37,54575,51.11,36668,37.95,28591,42.00,27937,41.88,21355,46.43,40879,41.54,31679,45.45,57698,38.20,45617,41.96,407151,43.08,312728,47.37
2015.12,41150,48.42,31770,53.39,60858,49.57,45399,54.00,33908,37.46,24489,42.11,38994,40.98,29253,44.50,69059,46.38,54575,51.12,36668,37.96,28591,42.00,27937,41.88,21355,46.43,40879,41.55,31679,45.46,57698,38.22,45617,41.97,407151,43.09,312728,47.38
2015.13,41150,48.42,31770,53.39,60858,49.57,45399,54.01,33908,37.46,24489,42.11,38994,40.99,29253,44.52,69059,46.39,54575,51.12,36668,37.96,28591,42.00,27937,41.89,21355,46.44,40879,41.56,31679,45.46,57698,38.22,45617,41.97,407151,43.10,312728,47.39
2015.14,41150,48.43,31770,53.40,60858,49.58,45399,54.01,33908,37.46,24489,42.11,38994,41.00,29253,44.52,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.89,21355,46.44,40879,41.56,31679,45.46,57698,38.22,45617,41.97,407151,43.10,312728,47.39
2015.15,41150,48.43,31770,53.40,60858,49.58,45399,54.01,33908,37.46,24489,42.11,38994,41.01,29253,44.53,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.90,21355,46.45,40879,41.56,31679,45.46,57698,38.22,45617,41.97,407151,43.11,312728,47.39
2015.16,41150,48.43,31770,53.40,60858,49.59,45399,54.02,33908,37.46,24489,42.11,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.39
2015.17,41150,48.43,31770,53.40,60858,49.59,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.18,41150,48.43,31770,53.40,60858,49.59,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.19,41150,48.43,31770,53.40,60858,49.59,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.20,41150,48.43,31770,53.40,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.21,41150,48.43,31770,53.40,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.22,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.23,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.24,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.25,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.26,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.27,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.28,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.29,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.24,45617,41.99,407151,43.11,312728,47.40
