Week,TX.Tmax,TX.Tmin,TX.prcp
2012.37,29.33,16.22,4.62
2012.38,28.07,15.33,2.88
2012.39,30.07,18.18,5.39
2012.40,26.24,14.13,3.56
2012.41,24.15,13.64,0.62
2012.42,26.76,12.98,1.77
2012.43,25.96,14.49,0.78
2012.44,23.66,7.60,0.07
2012.45,25.81,10.79,0.48
2012.46,18.58,5.04,0.28
2012.47,22.06,7.53,0.21
2012.48,21.00,6.02,0.23
2012.49,23.00,10.36,0.40
2012.50,16.79,2.81,0.80
2012.51,19.73,3.73,0.90
2012.52,13.66,0.09,1.45
2013.01,9.44,0.72,2.03
2013.02,15.00,3.81,8.56
2013.03,11.84,-0.75,0.64
2013.04,20.60,5.69,0.02
2013.05,20.27,6.61,0.42
2013.06,21.00,7.77,0.99
2013.07,16.73,4.05,2.06
2013.08,18.41,4.56,1.08
2013.09,16.83,1.72,0.27
2013.10,20.62,5.39,0.22
2013.11,21.95,5.58,1.90
2013.12,24.14,10.31,0.51
2013.13,19.60,5.53,0.59
2013.14,21.61,9.21,4.45
2013.15,24.08,10.07,1.26
2013.16,25.33,11.54,1.15
2013.17,22.99,9.44,0.34
2013.18,25.04,11.08,2.84
2013.19,25.59,12.01,3.35
2013.20,28.65,15.72,2.00
2013.21,30.24,18.74,4.68
2013.22,30.20,20.93,1.83
2013.23,30.80,17.97,2.91
2013.24,31.86,20.55,2.86
2013.25,32.57,21.42,1.83
2013.26,35.09,22.39,0.08
2013.27,32.50,18.52,0.87
2013.28,34.30,21.87,0.84
2013.29,30.04,20.16,8.05
2013.30,32.83,21.90,1.75
2013.31,34.34,22.02,0.50
2013.32,35.48,22.42,0.45
2013.33,33.46,20.95,2.58
2013.34,33.29,20.01,0.48
2013.35,33.16,21.07,1.62
2013.36,34.36,20.99,1.26
2013.37,31.68,19.92,2.31
2013.38,29.87,20.10,9.37
2013.39,30.13,16.27,0.68
2013.40,29.24,17.67,4.47
2013.41,27.04,12.20,0.89
2013.42,22.76,13.03,9.00
2013.43,23.11,8.41,0.43
2013.44,24.27,13.31,7.91
2013.45,19.67,8.28,1.86
2013.46,18.71,5.85,0.06
2013.47,20.45,9.37,3.13
2013.48,9.46,0.30,3.54
2013.49,16.64,4.53,0.96
2013.50,8.09,-1.07,0.71
2013.51,18.06,3.25,1.74
2013.52,12.62,0.46,1.54
2014.01,12.56,-0.56,0.36
2014.02,12.46,0.00,1.14
2014.03,18.02,1.49,0.13
2014.04,15.22,-0.74,0.35
2014.05,14.37,0.34,0.14
2014.06,7.70,-1.37,1.35
2014.07,14.34,0.44,0.50
2014.08,22.69,7.86,0.16
2014.09,18.78,4.99,1.02
2014.10,14.61,0.49,1.44
2014.11,19.35,5.45,1.51
2014.12,21.48,6.61,1.17
2014.13,20.60,8.22,1.05
2014.14,24.84,11.98,0.43
2014.15,23.42,9.54,1.52
2014.16,21.54,8.38,1.36
2014.17,26.96,14.20,0.82
2014.18,25.94,11.47,0.13
2014.19,29.17,15.44,2.85
2014.20,25.73,12.43,6.81
2014.21,28.71,17.51,0.94
2014.22,27.58,17.36,9.74
2014.23,31.31,20.70,0.42
2014.24,30.39,18.93,5.06
2014.25,31.39,21.77,1.04
2014.26,30.19,20.78,4.91
2014.27,32.03,21.08,1.26
2014.28,32.49,20.55,0.59
2014.29,31.02,20.43,5.70
2014.30,33.20,21.42,0.60
2014.31,32.28,20.85,2.16
2014.32,33.23,20.84,0.43
2014.33,34.03,20.80,1.13
2014.34,33.99,22.20,1.73
2014.35,33.70,21.19,1.59
2014.36,32.88,21.68,1.99
2014.37,30.39,19.44,4.15
2014.38,27.98,19.06,6.67
2014.39,28.19,16.76,2.05
2014.40,28.78,16.35,1.98
2014.41,29.33,17.06,2.19
2014.42,26.08,11.37,2.99
2014.43,26.14,13.58,0.71
2014.44,25.56,12.16,0.78
2014.45,19.49,9.68,7.68
2014.46,14.01,2.52,0.27
2014.47,14.89,2.89,2.06
2014.48,19.27,4.53,3.43
2014.49,18.32,7.87,0.44
2014.50,17.57,7.94,0.53
2014.51,15.99,7.43,2.76
2014.52,15.28,4.77,0.68
2014.53,7.80,0.18,4.88
2015.01,8.86,-2.05,0.64
2015.02,9.35,0.67,2.20
2015.03,15.96,2.64,5.38
2015.04,19.54,4.93,0.39
2015.05,13.08,2.47,1.71
2015.06,21.25,5.61,0.05
2015.07,17.42,3.57,0.78
2015.08,8.47,-0.50,1.99
2015.09,11.08,0.71,2.40
2015.10,16.75,7.48,6.51
2015.11,20.94,11.30,4.71
2015.12,23.26,9.35,1.77
2015.13,25.75,13.92,0.23
2015.14,24.49,14.54,2.10
2015.15,23.35,13.57,7.77
2015.16,24.57,13.62,4.97
2015.17,24.43,11.10,2.61
2015.18,26.54,17.18,4.09
2015.19,24.74,17.00,11.96
2015.20,26.07,17.22,7.68
2015.21,27.61,17.09,16.09
2015.22,29.07,17.59,1.35
2015.23,31.28,20.24,0.98
2015.24,29.30,20.72,10.93
2015.25,30.47,21.16,2.55
2015.26,30.61,20.46,3.01
2015.27,30.81,21.64,2.59
2015.28,33.24,21.56,0.07
2015.29,33.94,22.18,0.34
2015.30,34.74,21.98,0.72
2015.31,34.98,22.11,0.45
2015.32,35.82,22.00,0.75
2015.33,32.31,20.57,3.21
2015.34,33.45,20.17,0.83
2015.35,32.37,20.19,1.15
2015.36,32.54,21.07,3.40
2015.37,31.33,18.83,0.51
2015.38,31.07,17.87,0.74
2015.39,29.89,15.96,0.63
2015.40,27.56,14.94,1.77
2015.41,30.66,14.43,0.04
2015.42,26.01,14.61,11.36
2015.43,22.84,11.55,16.74
2015.44,23.27,12.54,3.64
2015.45,20.67,10.05,0.87
2015.46,20.43,8.17,3.50
2015.47,17.61,5.85,6.79
2015.48,13.16,3.14,1.81
2015.49,21.31,6.57,0.17
2015.50,17.39,3.48,4.79
2015.51,21.02,8.17,0.29
2015.52,10.50,2.16,5.92
2016.01,13.21,2.81,2.64
2016.02,14.45,1.00,0.07
2016.03,14.37,0.96,0.60
2016.04,17.66,2.12,0.50
2016.05,17.74,2.78,0.14
2016.06,19.78,2.20,0.02
2016.07,22.94,8.42,0.14
2016.08,18.22,6.08,4.84
2016.09,23.22,8.34,0.01
2016.10,20.53,12.16,11.21
2016.11,24.44,10.84,0.95
2016.12,20.28,5.35,1.07
2016.13,21.90,9.76,0.99
2016.14,24.76,8.50,0.13
2016.15,23.33,13.14,3.45
2016.16,23.94,13.95,12.48
2016.17,27.27,15.35,4.29
2016.18,25.12,11.65,0.94
2016.19,27.82,16.84,2.72
2016.20,23.73,15.13,10.61
2016.21,28.47,19.08,5.76
2016.22,27.46,17.54,12.53
2016.23,29.96,18.51,1.22
2016.24,32.32,21.70,2.09
2016.25,32.13,21.28,0.81
2016.26,32.18,20.83,2.08
2016.27,33.84,22.76,0.93
2016.28,34.16,22.42,0.78
2016.29,34.15,21.95,0.30
2016.30,33.13,21.64,3.76
2016.31,34.52,22.13,0.25
2016.32,34.69,22.68,1.48
2016.33,28.58,20.42,14.17
2016.34,29.95,20.48,5.89
2016.35,29.88,20.20,3.59
2016.36,30.94,20.88,1.58
2016.37,30.42,19.25,1.85
2016.38,32.02,20.00,0.76
2016.39,26.16,15.07,6.19
2016.40,28.11,15.75,1.04
2016.41,27.15,13.66,0.91
2016.42,28.02,15.24,0.51
2016.43,26.82,13.17,0.05
2016.44,26.16,15.88,2.82
2016.45,20.30,12.46,5.67
2016.46,23.34,8.94,0.53
2016.47,19.88,6.48,1.18
2016.48,18.67,6.96,4.24
2016.49,10.39,3.32,5.71
2016.50,16.82,5.61,0.21
2016.51,14.04,1.76,0.38
2016.52,20.01,10.46,0.53
2017.01,13.41,1.75,1.71
2017.02,17.80,6.09,0.56
2017.03,16.86,8.25,8.45
