Week,D01.all,D01.allV%,D01.65+,D01.65+V%,D02.all,D02.allV%,D02.65+,D02.65+V%,D03.all,D03.allV%,D03.65+,D03.65+V%,D04.all,D04.allV%,D04.65+,D04.65+V%,D05.all,D05.allV%,D05.65+,D05.65+V%,D06.all,D06.allV%,D06.65+,D06.65+V%,D07.all,D07.allV%,D07.65+,D07.65+V%,D08.all,D08.allV%,D08.65+,D08.65+V%,D09.all,D09.allV%,D09.65+,D09.65+V%,MS.all,MS.allV%,MS.65+,MS.65+V%
2014.21,38978,46.52,30208,51.55,57997,50.32,43424,55.23,32400,37.32,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.16,27630,42.14,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.28,43946,42.87,388938,43.13,299603,47.47
2014.22,38978,46.52,30208,51.55,57997,50.32,43424,55.23,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.17,27630,42.14,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.28,43946,42.87,388938,43.13,299603,47.48
2014.23,38978,46.52,30208,51.55,57997,50.32,43424,55.23,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.17,27630,42.15,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.24,38978,46.52,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.17,27630,42.15,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.25,38978,46.52,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.17,27630,42.15,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.26,38978,46.53,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.18,27630,42.16,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.27,38978,46.53,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.18,27630,42.16,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.28,38978,46.53,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.18,27630,42.16,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.29,38978,46.53,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.18,27630,42.16,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.30,38978,46.53,30208,51.55,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.52,35566,38.18,27630,42.16,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.31,38978,46.53,30208,51.56,57997,50.33,43424,55.24,32400,37.33,23516,42.25,36829,42.66,27708,46.45,65531,44.94,51975,49.53,35566,38.18,27630,42.16,27300,42.34,20863,46.73,39096,41.77,30333,45.85,55241,39.29,43946,42.87,388938,43.13,299603,47.48
2014.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,23085,0.22,0,0.00,0,0.00,0,0.00,10243,0.46,0,0.00,0,0.00,0,0.00,23599,0.17,0,0.00,56927,0.24,0,0.00
2014.33,16329,0.12,0,0.00,14072,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,52462,0.21,0,0.00,0,0.00,0,0.00,16511,0.92,0,0.00,0,0.00,0,0.00,51496,0.28,18772,0.37,150870,0.29,18772,0.37
2014.34,16329,0.43,0,0.00,26455,0.45,0,0.00,7144,0.24,0,0.00,11662,0.34,0,0.00,56459,0.40,0,0.00,15022,0.25,0,0.00,22077,1.42,8027,2.78,21806,0.16,0,0.00,51496,0.50,18772,0.62,228450,0.49,26799,1.27
2014.35,28567,0.99,17762,1.20,54803,1.03,19793,1.54,26859,0.63,7440,0.85,26282,0.72,8853,1.09,66987,1.14,42288,1.20,24130,0.52,2556,1.68,24308,2.15,8027,4.23,35540,0.83,9150,1.78,55020,1.27,36982,1.31,342496,1.05,152851,1.45
2014.36,39854,1.81,20538,2.62,60858,2.35,37228,2.79,32403,1.20,10990,1.74,33650,1.63,17397,1.78,68927,2.20,45095,2.45,35227,1.06,6492,1.85,26503,3.30,12815,4.74,37408,1.87,17135,2.95,57698,2.43,43576,2.67,392528,2.02,211266,2.64
2014.37,41150,3.67,25826,4.56,60858,4.66,44530,5.01,33908,2.28,19481,2.65,38994,3.34,25305,3.75,68927,4.14,50168,4.65,36668,1.94,18939,2.24,27937,5.38,15098,7.48,40879,3.60,23318,4.73,57698,4.25,43576,4.77,407019,3.79,266241,4.49
2014.38,41150,6.90,29382,8.16,60858,8.53,45399,9.40,33908,4.05,23428,4.55,38994,5.85,27786,6.33,68927,7.12,53784,7.92,36668,3.65,23537,4.26,27937,8.52,15883,11.81,40879,5.92,26813,7.32,57698,6.50,43576,7.36,407019,6.51,289588,7.53
2014.39,41150,11.54,31770,13.00,60858,13.26,45399,14.60,33908,7.28,23428,8.36,38994,9.36,29253,10.05,68927,11.19,54575,12.50,36668,6.32,27460,7.18,27937,12.23,19253,14.81,40879,9.31,31679,10.55,57698,9.54,45617,10.65,407019,10.25,308434,11.51
2014.40,41150,18.24,31770,20.39,60858,19.64,45399,21.63,33908,11.95,24489,13.26,38994,13.93,29253,15.10,68927,17.65,54575,19.88,36668,11.18,28591,12.18,27937,17.95,21355,20.15,40879,15.26,31679,16.80,57698,13.91,45617,15.38,407019,15.84,312728,17.57
2014.41,41150,25.07,31770,28.13,60858,26.21,45399,29.01,33908,16.94,24489,18.94,38994,19.18,29253,20.98,69059,23.98,54575,27.11,36668,15.93,28591,17.59,27937,23.08,21355,25.94,40879,20.79,31679,23.00,57698,18.37,45617,20.34,407151,21.48,312728,23.92
2014.42,41150,31.47,31770,35.36,60858,32.29,45399,35.78,33908,22.40,24489,25.30,38994,24.27,29253,26.64,69059,30.16,54575,34.04,36668,21.48,28591,23.92,27937,28.04,21355,31.63,40879,26.45,31679,29.37,57698,23.22,45617,25.85,407151,27.12,312728,30.29
2014.43,41150,36.18,31770,40.64,60858,36.96,45399,41.02,33908,26.49,24489,30.02,38994,29.00,29253,31.84,69059,34.53,54575,38.88,36668,25.75,28591,28.76,27937,31.83,21355,35.86,40879,30.19,31679,33.47,57698,26.86,45617,29.91,407151,31.36,312728,35.03
2014.44,41150,39.22,31770,43.82,60858,40.40,45399,44.69,33908,29.37,24489,33.30,38994,32.45,29253,35.57,69059,37.64,54575,42.10,36668,29.08,28591,32.51,27937,34.43,21355,38.69,40879,33.36,31679,36.99,57698,29.71,45617,33.08,407151,34.48,312728,38.41
2014.45,41150,41.54,31770,46.37,60858,42.98,45399,47.43,33908,31.77,24489,35.92,38994,34.88,29253,38.18,69059,39.94,54575,44.53,36668,31.45,28591,35.11,27937,36.34,21355,40.77,40879,35.60,31679,39.43,57698,31.62,45617,35.17,407151,36.77,312728,40.87
2014.46,41150,43.21,31770,48.11,60858,44.87,45399,49.42,33908,33.55,24489,37.94,38994,36.62,29253,40.03,69059,41.65,54575,46.34,36668,33.41,28591,37.16,27937,37.93,21355,42.46,40879,37.36,31679,41.29,57698,33.46,45617,37.16,407151,38.54,312728,42.77
2014.47,41150,43.99,31770,48.89,60858,45.68,45399,50.24,33908,34.23,24489,38.70,38994,37.29,29253,40.78,69059,42.37,54575,47.07,36668,34.16,28591,37.98,27937,38.52,21355,43.08,40879,38.05,31679,42.01,57698,34.24,45617,37.98,407151,39.27,312728,43.53
2014.48,41150,45.04,31770,49.99,60858,46.81,45399,51.38,33908,35.00,24489,39.52,38994,38.17,29253,41.70,69059,43.35,54575,48.11,36668,35.33,28591,39.25,27937,39.40,21355,44.01,40879,38.98,31679,42.95,57698,35.27,45617,39.05,407151,40.27,312728,44.57
2014.49,41150,45.76,31770,50.76,60858,47.62,45399,52.18,33908,35.70,24489,40.28,38994,38.93,29253,42.48,69059,44.15,54575,48.95,36668,36.09,28591,40.12,27937,40.11,21355,44.74,40879,39.69,31679,43.66,57698,35.93,45617,39.72,407151,41.01,312728,45.34
2014.50,41150,46.42,31770,51.45,60858,48.17,45399,52.73,33908,36.16,24489,40.79,38994,39.50,29253,43.08,69059,44.75,54575,49.54,36668,36.72,28591,40.79,27937,40.59,21355,45.22,40879,40.16,31679,44.13,57698,36.47,45617,40.27,407151,41.57,312728,45.91
2014.51,41150,46.66,31770,51.71,60858,48.34,45399,52.89,33908,36.35,24489,41.01,38994,39.71,29253,43.32,69059,44.99,54575,49.79,36668,36.91,28591,40.97,27937,40.77,21355,45.38,40879,40.37,31679,44.36,57698,36.67,45617,40.47,407151,41.78,312728,46.12
2014.52,41150,46.94,31770,52.00,60858,48.57,45399,53.12,33908,36.55,24489,41.22,38994,39.91,29253,43.50,69059,45.27,54575,50.08,36668,37.16,28591,41.21,27937,40.98,21355,45.57,40879,40.57,31679,44.54,57698,36.93,45617,40.74,407151,42.01,312728,46.36
2014.53,41150,47.34,31770,52.39,60858,48.90,45399,53.44,33908,36.88,24489,41.56,38994,40.25,29253,43.84,69059,45.63,54575,50.45,36668,37.47,28591,41.50,27937,41.23,21355,45.84,40879,40.91,31679,44.88,57698,37.36,45617,41.17,407151,42.36,312728,46.72
2015.01,41150,47.57,31770,52.61,60858,49.07,45399,53.58,33908,37.06,24489,41.76,38994,40.45,29253,44.04,69059,45.85,54575,50.64,36668,37.63,28591,41.68,27937,41.42,21355,45.98,40879,41.09,31679,45.06,57698,37.59,45617,41.39,407151,42.56,312728,46.90
2015.02,41150,47.74,31770,52.78,60858,49.20,45399,53.68,33908,37.17,24489,41.85,38994,40.54,29253,44.12,69059,46.00,54575,50.78,36668,37.72,28591,41.77,27937,41.53,21355,46.09,40879,41.22,31679,45.18,57698,37.74,45617,41.53,407151,42.69,312728,47.02
2015.03,41150,48.05,31770,53.10,60858,49.29,45399,53.78,33908,37.25,24489,41.94,38994,40.67,29253,44.23,69059,46.09,54575,50.86,36668,37.79,28591,41.84,27937,41.64,21355,46.19,40879,41.27,31679,45.22,57698,37.86,45617,41.64,407151,42.81,312728,47.13
2015.04,41150,48.18,31770,53.23,60858,49.39,45399,53.86,33908,37.33,24489,42.00,38994,40.73,29253,44.30,69059,46.16,54575,50.93,36668,37.82,28591,41.87,27937,41.70,21355,46.26,40879,41.34,31679,45.29,57698,37.96,45617,41.75,407151,42.89,312728,47.21
2015.05,41150,48.25,31770,53.28,60858,49.45,45399,53.90,33908,37.36,24489,42.03,38994,40.78,29253,44.34,69059,46.21,54575,50.98,36668,37.86,28591,41.91,27937,41.75,21355,46.29,40879,41.40,31679,45.34,57698,38.02,45617,41.80,407151,42.94,312728,47.26
2015.06,41150,48.27,31770,53.30,60858,49.46,45399,53.91,33908,37.38,24489,42.06,38994,40.84,29253,44.38,69059,46.28,54575,51.03,36668,37.89,28591,41.94,27937,41.77,21355,46.32,40879,41.44,31679,45.37,57698,38.06,45617,41.84,407151,42.98,312728,47.29
2015.07,41150,48.31,31770,53.33,60858,49.50,45399,53.94,33908,37.41,24489,42.08,38994,40.85,29253,44.39,69059,46.30,54575,51.05,36668,37.91,28591,41.95,27937,41.81,21355,46.36,40879,41.48,31679,45.40,57698,38.11,45617,41.88,407151,43.01,312728,47.31
2015.08,41150,48.34,31770,53.35,60858,49.51,45399,53.95,33908,37.42,24489,42.08,38994,40.90,29253,44.44,69059,46.33,54575,51.07,36668,37.94,28591,41.98,27937,41.85,21355,46.40,40879,41.50,31679,45.41,57698,38.14,45617,41.91,407151,43.04,312728,47.34
2015.09,41150,48.37,31770,53.37,60858,49.53,45399,53.97,33908,37.43,24489,42.10,38994,40.92,29253,44.45,69059,46.34,54575,51.09,36668,37.94,28591,41.98,27937,41.86,21355,46.41,40879,41.51,31679,45.43,57698,38.17,45617,41.93,407151,43.05,312728,47.35
2015.10,41150,48.38,31770,53.39,60858,49.54,45399,53.97,33908,37.44,24489,42.11,38994,40.94,29253,44.47,69059,46.35,54575,51.10,36668,37.94,28591,41.98,27937,41.87,21355,46.42,40879,41.51,31679,45.43,57698,38.19,45617,41.95,407151,43.07,312728,47.36
2015.11,41150,48.40,31770,53.39,60858,49.55,45399,53.98,33908,37.45,24489,42.11,38994,40.98,29253,44.50,69059,46.37,54575,51.11,36668,37.95,28591,42.00,27937,41.88,21355,46.43,40879,41.54,31679,45.45,57698,38.20,45617,41.96,407151,43.08,312728,47.37
2015.12,41150,48.42,31770,53.39,60858,49.57,45399,54.00,33908,37.46,24489,42.11,38994,40.98,29253,44.50,69059,46.38,54575,51.12,36668,37.96,28591,42.00,27937,41.88,21355,46.43,40879,41.55,31679,45.46,57698,38.22,45617,41.97,407151,43.09,312728,47.38
2015.13,41150,48.42,31770,53.39,60858,49.57,45399,54.01,33908,37.46,24489,42.11,38994,40.99,29253,44.52,69059,46.39,54575,51.12,36668,37.96,28591,42.00,27937,41.89,21355,46.44,40879,41.56,31679,45.46,57698,38.22,45617,41.97,407151,43.10,312728,47.39
2015.14,41150,48.43,31770,53.40,60858,49.58,45399,54.01,33908,37.46,24489,42.11,38994,41.00,29253,44.52,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.89,21355,46.44,40879,41.56,31679,45.46,57698,38.22,45617,41.97,407151,43.10,312728,47.39
2015.15,41150,48.43,31770,53.40,60858,49.58,45399,54.01,33908,37.46,24489,42.11,38994,41.01,29253,44.53,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.90,21355,46.45,40879,41.56,31679,45.46,57698,38.22,45617,41.97,407151,43.11,312728,47.39
2015.16,41150,48.43,31770,53.40,60858,49.59,45399,54.02,33908,37.46,24489,42.11,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.39
2015.17,41150,48.43,31770,53.40,60858,49.59,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.18,41150,48.43,31770,53.40,60858,49.59,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.19,41150,48.43,31770,53.40,60858,49.59,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.20,41150,48.43,31770,53.40,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.21,41150,48.43,31770,53.40,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.91,21355,46.46,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.22,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.23,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.24,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.25,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.26,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.27,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.28,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.23,45617,41.98,407151,43.11,312728,47.40
2015.29,41150,48.43,31770,53.41,60858,49.60,45399,54.03,33908,37.47,24489,42.12,38994,41.02,29253,44.54,69059,46.40,54575,51.13,36668,37.96,28591,42.00,27937,41.92,21355,46.47,40879,41.56,31679,45.46,57698,38.24,45617,41.99,407151,43.11,312728,47.40
2015.31,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,24340,0.07,0,0.00,24340,0.07,0,0.00
2015.32,17001,0.09,0,0.00,40644,0.48,10896,0.71,0,0.00,0,0.00,9178,0.19,0,0.00,37817,0.15,0,0.00,0,0.00,0,0.00,5299,0.72,0,0.00,0,0.00,0,0.00,24340,0.13,0,0.00,134279,0.27,10896,0.71
2015.33,26079,0.41,0,0.00,44871,1.21,21871,1.64,7092,0.16,0,0.00,25256,0.53,2470,1.09,64459,0.26,0,0.00,0,0.00,0,0.00,11543,0.96,4176,1.41,22190,0.20,0,0.00,52540,0.24,19409,0.31,254030,0.49,47926,1.05
2015.34,30073,1.04,18376,1.11,61715,2.20,28223,3.37,12247,0.49,0,0.00,32827,1.14,18986,1.24,69304,0.65,20940,0.75,11654,0.28,0,0.00,20869,1.43,4176,3.30,33403,0.80,9373,1.01,55298,0.63,25657,0.79,327390,1.07,125731,1.58
2015.35,39784,2.07,23628,2.65,61715,3.81,37768,4.53,26243,0.71,5174,1.39,39638,2.01,24765,2.28,69304,1.53,54641,1.68,32150,0.66,9446,0.65,24509,2.63,13028,3.53,38013,1.64,17445,2.31,58854,1.39,37941,1.62,390210,1.93,223836,2.43
2015.36,41916,4.01,27166,4.99,61715,6.57,45336,7.04,33952,1.65,15365,1.98,39638,3.77,27339,4.09,70480,2.97,55262,3.31,35338,1.67,12011,2.09,28115,3.88,13851,5.66,41529,3.09,21999,4.26,58854,2.89,43944,3.28,411537,3.54,262273,4.27
2015.37,41916,7.09,31031,7.97,61715,9.97,46215,10.74,33952,3.70,21589,4.24,39638,6.23,28832,6.67,70480,5.82,55262,6.46,36785,3.32,27690,3.69,28115,6.50,17895,8.26,41529,5.64,29701,6.62,58854,5.13,46732,5.60,412984,6.14,304947,6.86
2015.38,41916,11.42,32514,12.53,61715,13.71,46215,14.88,33952,6.16,24595,6.59,39638,9.12,29845,9.72,70480,10.17,56093,11.27,36785,5.98,28819,6.50,28115,9.89,19529,11.67,41529,9.03,32324,10.13,58854,8.52,46732,9.28,412984,9.65,316666,10.60
2015.39,41916,17.55,32514,19.25,61715,19.26,46215,20.89,33952,10.82,24595,11.72,39638,13.76,29845,14.77,70480,16.32,56093,18.02,36785,10.07,28819,10.89,28115,15.41,20576,17.55,41529,14.04,32324,15.55,58854,13.04,46732,14.23,412984,14.87,317713,16.28
2015.40,41916,23.22,32514,25.41,61715,24.93,46215,27.19,33952,15.35,24595,16.95,39638,18.53,29845,19.88,70480,22.60,56093,25.10,36785,13.81,28819,15.02,28115,20.93,21650,23.17,41529,20.18,32324,22.12,58854,17.47,46732,19.14,412984,20.15,318787,22.10
2015.41,41916,28.67,32514,31.65,61715,30.47,46215,33.46,33952,19.90,24595,22.37,39638,22.99,29845,24.81,70604,27.40,56093,30.49,36785,18.27,28819,20.19,28115,25.10,21650,27.86,41529,25.20,32324,27.74,58854,21.74,46732,23.96,413108,24.95,318787,27.53
2015.42,41916,32.92,32514,36.42,61715,34.52,46215,37.93,33952,23.31,24595,26.39,39638,26.59,29845,28.85,70604,31.13,56093,34.58,36785,21.49,28819,23.85,28115,28.17,21650,31.36,41529,28.89,32324,31.92,58854,24.75,46732,27.33,413108,28.55,318787,31.56
2015.43,41916,36.09,32514,39.92,61715,37.70,46215,41.42,33952,26.05,24595,29.41,39638,29.35,29845,31.97,70604,34.02,56093,37.75,36785,24.28,28819,26.94,28115,30.44,21650,33.85,41529,32.06,32324,35.45,58854,27.13,46732,29.94,413108,31.39,318787,34.70
2015.44,41916,38.59,32514,42.76,61715,40.28,46215,44.27,33952,28.34,24595,32.06,39638,31.57,29845,34.44,70604,36.46,56093,40.41,36785,26.58,28819,29.51,28115,32.26,21650,35.85,41529,34.80,32324,38.45,58854,29.17,46732,32.17,413108,33.74,318787,37.31
2015.45,41916,40.54,32514,44.89,61715,42.30,46215,46.48,33952,30.22,24595,34.23,39638,33.23,29845,36.30,70604,38.38,56093,42.51,36785,28.54,28819,31.69,28115,33.84,21650,37.58,41529,36.91,32324,40.79,58854,30.84,46732,34.01,413108,35.61,318787,39.38
2015.46,41916,41.44,32514,45.87,61715,43.17,46215,47.38,33952,31.06,24595,35.21,39638,34.11,29845,37.24,70604,39.25,56093,43.46,36785,29.44,28819,32.70,28115,34.61,21650,38.40,41529,37.84,32324,41.76,58854,31.68,46732,34.90,413108,36.48,318787,40.31
2015.47,41916,42.61,32514,47.12,61715,44.39,46215,48.70,33952,32.13,24595,36.40,39638,35.19,29845,38.42,70604,40.46,56093,44.74,36785,30.60,28819,34.01,28115,35.60,21650,39.45,41529,39.25,32324,43.28,58854,32.79,46732,36.11,413108,37.65,318787,41.58
2015.48,41916,43.59,32514,48.16,61715,45.29,46215,49.64,33952,32.99,24595,37.42,39638,36.10,29845,39.44,70604,41.41,56093,45.75,36785,31.48,28819,34.95,28115,36.45,21650,40.33,41529,40.41,32324,44.53,58854,33.71,46732,37.07,413108,38.59,318787,42.58
2015.49,41916,44.30,32514,48.93,61715,46.07,46215,50.47,33952,33.63,24595,38.11,39638,36.77,29845,40.11,70604,42.17,56093,46.51,36785,32.12,28819,35.66,28115,37.11,21650,41.05,41529,41.23,32324,45.38,58854,34.41,46732,37.81,413108,39.31,318787,43.34
2015.50,41916,44.66,32514,49.29,61715,46.37,46215,50.78,33952,33.92,24595,38.44,39638,36.98,29845,40.34,70604,42.45,56093,46.80,36785,32.34,28819,35.90,28115,37.40,21650,41.37,41529,41.53,32324,45.68,58854,34.72,46732,38.15,413108,39.60,318787,43.64
2015.51,41916,44.98,32514,49.60,61715,46.65,46215,51.07,33952,34.17,24595,38.68,39638,37.22,29845,40.58,70604,42.70,56093,47.07,36785,32.58,28819,36.15,28115,37.69,21650,41.66,41529,41.83,32324,45.96,58854,35.02,46732,38.47,413108,39.87,318787,43.93
2015.52,41916,45.31,32514,49.93,61715,47.02,46215,51.48,33952,34.48,24595,39.00,39638,37.49,29845,40.86,70604,43.05,56093,47.44,36785,32.87,28819,36.47,28115,38.02,21650,42.00,41529,42.19,32324,46.36,58854,35.42,46732,38.88,413108,40.21,318787,44.29
2016.01,41916,45.66,32514,50.30,61715,47.33,46215,51.77,33952,34.73,24595,39.27,39638,37.73,29845,41.12,70604,43.43,56093,47.84,36785,33.23,28819,36.84,28115,38.31,21650,42.33,41529,42.58,32324,46.75,58854,35.78,46732,39.24,413108,40.54,318787,44.63
2016.02,41916,45.87,32514,50.52,61715,47.51,46215,51.94,33952,34.90,24595,39.45,39638,37.89,29845,41.28,70604,43.67,56093,48.09,36785,33.45,28819,37.08,28115,38.46,21650,42.51,41529,42.86,32324,47.05,58854,36.09,46732,39.56,413108,40.76,318787,44.86
2016.03,41916,46.08,32514,50.72,61715,47.65,46215,52.09,33952,35.10,24595,39.64,39638,38.01,29845,41.38,70604,43.86,56093,48.28,36785,33.62,28819,37.26,28115,38.59,21650,42.65,41529,43.06,32324,47.26,58854,36.38,46732,39.85,413108,40.95,318787,45.05
2016.04,41916,46.26,32514,50.88,61715,47.79,46215,52.23,33952,35.22,24595,39.75,39638,38.14,29845,41.51,70604,43.99,56093,48.41,36785,33.73,28819,37.37,28115,38.71,21650,42.79,41529,43.20,32324,47.40,58854,36.59,46732,40.07,413108,41.10,318787,45.20
2016.05,41916,46.37,32514,51.00,61715,47.89,46215,52.32,33952,35.31,24595,39.83,39638,38.22,29845,41.58,70604,44.09,56093,48.50,36785,33.81,28819,37.44,28115,38.78,21650,42.85,41529,43.30,32324,47.49,58854,36.72,46732,40.21,413108,41.20,318787,45.29
2016.06,41916,46.48,32514,51.09,61715,47.99,46215,52.41,33952,35.40,24595,39.93,39638,38.28,29845,41.64,70604,44.16,56093,48.56,36785,33.86,28819,37.48,28115,38.87,21650,42.92,41529,43.39,32324,47.58,58854,36.88,46732,40.37,413108,41.29,318787,45.38
2016.07,41916,46.56,32514,51.18,61715,48.10,46215,52.51,33952,35.46,24595,39.97,39638,38.34,29845,41.69,70604,44.25,56093,48.65,36785,33.90,28819,37.53,28115,38.90,21650,42.96,41529,43.47,32324,47.65,58854,36.97,46732,40.45,413108,41.37,318787,45.45
2016.08,41916,46.66,32514,51.28,61715,48.16,46215,52.57,33952,35.54,24595,40.05,39638,38.38,29845,41.72,70604,44.30,56093,48.70,36785,33.93,28819,37.56,28115,38.97,21650,43.02,41529,43.52,32324,47.71,58854,37.06,46732,40.54,413108,41.43,318787,45.51
2016.09,41916,46.71,32514,51.34,61715,48.23,46215,52.63,33952,35.58,24595,40.09,39638,38.44,29845,41.78,70604,44.34,56093,48.73,36785,33.95,28819,37.58,28115,39.00,21650,43.05,41529,43.55,32324,47.74,58854,37.12,46732,40.59,413108,41.48,318787,45.56
2016.10,41916,46.75,32514,51.37,61715,48.27,46215,52.66,33952,35.61,24595,40.12,39638,38.49,29845,41.82,70604,44.37,56093,48.76,36785,33.97,28819,37.61,28115,39.03,21650,43.08,41529,43.58,32324,47.76,58854,37.16,46732,40.62,413108,41.51,318787,45.59
2016.11,41916,46.79,32514,51.41,61715,48.29,46215,52.68,33952,35.63,24595,40.14,39638,38.52,29845,41.85,70604,44.41,56093,48.79,36785,33.99,28819,37.62,28115,39.05,21650,43.09,41529,43.62,32324,47.79,58854,37.18,46732,40.64,413108,41.54,318787,45.61
