Week,R01.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,R02.%ILI,USA.%ILI
2004.51,01.95,04.10,03.39,02.37,01.84,02.06,01.57,01.11,01.98,02.06,02.19
2004.52,02.84,03.80,04.33,02.53,02.50,01.81,01.50,01.42,02.45,02.47,02.57
2005.01,02.57,03.18,03.76,01.80,02.32,01.88,01.50,01.73,01.80,02.08,02.18
2005.02,02.25,03.05,03.49,01.65,02.44,02.08,01.54,01.95,02.14,02.98,02.20
2005.03,02.36,02.61,03.49,02.21,02.98,02.67,02.40,02.23,02.26,03.41,02.53
2005.04,02.25,02.96,04.39,02.95,03.69,03.67,03.17,02.65,02.45,03.02,03.07
2005.05,02.25,03.14,06.26,03.85,04.99,06.96,04.36,03.06,02.69,02.88,03.98
2005.06,02.46,03.48,06.15,05.01,05.71,07.37,05.00,03.37,02.86,04.36,04.60
2005.07,01.94,02.98,07.79,05.24,05.90,07.24,03.89,03.53,03.26,03.74,04.75
2005.08,01.63,03.02,05.90,04.93,05.13,05.73,03.11,02.95,02.94,05.13,04.18
2005.09,01.37,02.61,04.50,04.50,04.25,04.05,02.47,02.54,02.26,04.20,03.45
2005.10,01.19,02.37,04.45,04.38,03.58,03.69,01.65,01.93,02.40,03.59,03.16
2005.11,01.11,01.90,04.30,03.42,03.13,02.85,01.54,01.66,02.21,02.38,02.67
2005.12,00.83,02.28,03.49,03.12,02.54,01.93,01.29,01.61,02.16,02.57,02.35
2005.13,00.88,01.58,03.13,02.24,02.17,01.70,00.76,01.36,01.88,01.70,01.89
2005.14,00.71,01.12,02.13,01.84,01.47,01.38,00.56,01.13,02.15,01.22,01.52
2005.15,00.52,01.08,02.43,01.59,01.36,01.36,00.22,01.15,01.77,01.42,01.41
2005.16,00.49,00.89,02.48,01.58,01.26,01.50,00.23,00.75,01.32,00.63,01.25
2005.17,00.47,00.82,01.91,01.69,01.00,01.38,00.09,00.73,01.50,00.97,01.21
2005.18,00.44,00.64,02.22,01.57,00.94,01.15,00.40,00.58,01.16,01.19,01.08
2005.19,00.19,00.79,02.24,01.61,01.03,01.31,00.18,00.63,01.32,01.18,01.15
2005.20,00.19,00.65,01.72,01.65,00.90,01.02,00.16,00.66,01.27,00.94,01.06
2005.21,00.27,00.64,01.85,01.51,01.05,01.69,00.06,00.48,01.13,01.33,01.06
2005.22,00.16,00.90,01.97,01.78,01.34,01.90,00.16,00.55,01.24,02.73,01.25
2005.23,00.23,00.99,01.83,01.54,00.78,01.66,00.00,00.55,01.14,01.68,01.01
2005.24,00.18,00.73,01.55,01.46,01.01,01.41,00.00,02.53,00.86,00.38,01.04
2005.25,00.19,00.74,01.39,01.46,01.06,01.23,00.00,00.37,01.08,00.74,00.95
2005.26,00.18,00.70,01.71,01.37,00.99,01.18,00.09,00.02,00.86,00.52,00.85
2005.27,00.18,00.35,01.71,01.40,01.13,00.97,00.05,00.05,00.78,00.91,00.84
2005.28,00.24,00.57,01.60,01.12,00.90,01.15,00.00,00.03,00.66,01.01,00.73
2005.29,00.18,00.59,01.73,00.98,01.02,01.00,00.10,00.04,00.56,01.09,00.71
2005.30,00.17,00.55,01.39,01.07,00.91,01.14,00.06,00.07,00.44,00.93,00.67
2005.31,00.14,00.64,01.69,01.15,00.89,00.97,00.03,00.02,00.47,00.53,00.69
2005.32,00.16,00.56,01.84,01.19,00.93,00.85,00.00,00.02,00.39,00.76,00.70
2005.33,00.22,00.39,00.71,01.11,00.89,00.73,00.04,00.03,00.48,01.02,00.62
2005.34,00.19,00.11,01.63,00.73,00.86,01.47,00.05,00.02,00.52,00.65,00.61
2005.35,00.12,00.47,01.41,00.79,00.84,02.64,00.08,00.03,00.50,01.18,00.68
2005.36,00.21,00.68,02.47,00.82,00.98,01.73,00.04,00.05,00.61,01.62,00.78
2005.37,00.17,00.53,02.82,00.60,00.85,02.06,00.07,00.05,00.43,01.01,00.68
2005.38,00.23,00.82,02.65,00.66,00.90,02.10,00.30,00.06,00.56,01.50,00.78
2005.39,00.28,00.91,02.55,00.81,00.76,01.72,00.13,00.08,00.72,01.31,00.81
2005.40,00.65,01.22,02.07,00.83,01.05,00.84,00.45,01.45,01.14,01.09,01.08
2005.41,00.60,01.37,01.89,01.10,01.26,00.98,00.25,00.45,01.14,01.38,01.06
2005.42,00.73,01.37,01.37,01.22,01.32,01.05,00.29,00.72,01.25,01.15,01.12
2005.43,00.72,01.30,01.44,01.25,01.34,01.10,00.41,00.63,01.22,01.16,01.12
2005.44,00.68,01.63,01.63,01.28,01.48,01.30,00.33,00.62,01.59,01.47,01.25
2005.45,00.91,01.70,01.68,01.35,01.36,01.65,00.33,01.21,01.41,01.53,01.34
2005.46,00.89,01.53,01.58,01.35,01.45,01.79,00.41,01.31,01.60,01.59,01.38
2005.47,01.07,01.82,01.79,01.75,01.85,01.82,00.53,00.67,02.07,01.39,01.61
2005.48,00.84,01.95,01.82,01.42,01.63,01.77,00.57,00.94,01.90,01.77,01.48
2005.49,00.95,01.75,01.70,01.82,01.46,02.03,00.40,00.94,02.51,01.98,01.65
2005.50,00.94,01.82,01.84,01.89,01.56,02.78,00.42,01.80,03.44,02.87,02.01
2005.51,00.88,02.12,02.05,02.23,01.96,04.32,00.82,02.54,04.50,03.50,02.57
2005.52,01.35,02.29,03.09,03.09,02.60,05.65,01.17,02.91,03.93,03.75,03.05
2006.01,00.99,01.63,02.90,02.46,02.44,05.21,00.92,01.72,02.77,02.53,02.43
2006.02,00.98,01.45,03.03,02.07,02.04,04.29,01.23,01.26,01.70,02.63,02.00
2006.03,00.95,01.37,03.20,02.10,02.02,05.35,01.64,01.14,01.60,02.45,02.06
2006.04,01.15,01.54,03.22,02.41,02.17,04.73,02.21,01.17,01.74,02.32,02.21
2006.05,01.36,01.95,02.42,02.75,02.35,04.33,02.29,01.35,01.83,02.74,02.32
2006.06,01.56,02.11,03.17,03.25,02.72,03.82,02.53,01.34,01.43,02.19,02.49
2006.07,01.82,02.00,03.35,03.78,02.97,04.79,02.37,01.47,01.69,01.89,02.79
2006.08,01.92,01.83,04.22,03.80,03.30,04.71,02.65,01.66,01.74,02.44,02.97
2006.09,02.01,02.14,03.81,03.47,03.35,04.89,02.08,01.70,01.55,02.25,02.84
2006.10,02.04,01.71,05.49,02.80,03.57,04.04,01.59,01.84,01.78,03.05,02.78
2006.11,01.89,01.48,04.69,02.54,03.10,03.04,01.04,01.59,01.93,03.02,02.47
2006.12,01.73,01.94,03.81,01.70,02.71,02.97,01.13,01.53,02.10,02.95,02.18
2006.13,01.56,01.53,03.75,01.68,02.55,02.83,00.82,01.20,01.96,02.42,02.02
2006.14,01.49,00.96,02.27,01.51,01.82,03.26,00.42,00.85,01.77,01.90,01.64
2006.15,01.50,01.46,01.99,01.04,01.38,02.38,00.37,00.73,01.49,01.78,01.36
2006.16,01.16,01.18,01.61,01.02,01.18,02.20,00.25,00.42,01.05,03.35,01.14
2006.17,00.82,01.00,01.14,01.10,01.02,01.93,00.25,00.37,01.08,03.07,01.04
2006.18,00.74,00.91,01.15,01.10,00.95,01.50,00.29,00.38,01.01,02.49,00.96
2006.19,00.60,00.74,01.50,01.08,00.92,01.66,00.43,00.23,00.88,02.19,00.94
2006.20,00.26,00.68,01.51,01.22,01.00,01.84,00.29,00.32,00.79,02.20,00.95
2006.21,00.26,00.83,01.31,01.23,00.94,01.57,00.34,00.22,00.78,01.67,00.89
2006.22,00.28,00.90,01.65,01.17,00.81,02.65,00.52,00.14,00.64,02.56,00.86
2006.23,00.19,00.41,01.24,01.02,00.86,02.22,00.39,01.15,00.67,02.49,00.97
2006.24,00.23,00.73,01.02,00.96,00.88,01.52,00.31,00.66,00.69,02.14,00.84
2006.25,00.18,00.71,01.01,00.85,00.79,01.47,00.36,00.74,00.56,02.19,00.77
2006.26,00.22,00.31,01.14,00.92,00.82,01.56,00.44,00.58,00.78,01.34,00.82
2006.27,00.27,00.65,01.25,00.89,00.82,01.76,00.36,00.83,00.73,02.06,00.87
2006.28,00.19,00.58,01.04,00.97,00.78,01.46,00.32,01.72,00.69,01.51,00.92
2006.29,00.16,00.24,00.95,00.96,00.75,01.25,00.33,02.16,00.52,01.98,00.90
2006.30,00.17,00.24,00.95,00.93,00.63,01.30,00.46,01.75,00.54,01.55,00.84
2006.31,00.14,00.30,00.92,00.76,00.81,01.40,00.49,02.38,00.49,01.31,00.88
2006.32,00.20,00.35,00.56,00.60,00.59,01.58,00.35,02.00,00.54,01.73,00.82
2006.33,00.12,00.20,00.85,00.55,00.80,01.82,00.38,01.87,00.62,02.05,00.87
2006.34,00.15,00.23,00.76,00.66,00.80,01.57,00.41,00.90,00.65,02.04,00.74
2006.35,00.24,00.23,00.89,00.66,00.83,02.13,00.44,01.03,00.51,02.17,00.80
2006.36,00.15,00.20,01.43,00.89,01.06,02.20,00.48,01.23,00.91,02.95,01.01
2006.37,00.22,00.31,00.97,00.80,00.94,01.73,00.30,00.93,01.05,02.26,00.88
2006.38,00.12,00.35,01.13,00.83,00.97,01.95,00.41,01.05,01.23,02.07,00.94
2006.39,00.25,00.39,00.72,00.70,00.86,02.16,00.47,01.54,01.01,02.92,00.89
2006.40,00.51,00.51,01.64,01.11,01.32,01.24,00.49,02.44,01.01,01.57,01.20
2006.41,00.46,00.65,01.45,01.11,01.31,01.58,00.43,00.51,01.20,01.65,01.06
2006.42,00.59,00.85,01.65,01.14,01.32,01.99,00.65,00.48,01.09,01.14,01.13
2006.43,00.63,00.80,01.55,01.18,01.34,02.02,00.63,00.38,01.02,01.60,01.13
2006.44,00.72,00.71,01.53,01.34,01.29,02.36,00.67,00.34,01.29,01.61,01.21
2006.45,00.59,00.95,01.30,01.53,01.42,03.05,00.72,00.68,01.17,01.64,01.35
2006.46,00.72,01.03,01.60,01.78,01.61,03.31,00.81,00.44,01.14,01.44,01.47
2006.47,01.02,01.58,02.02,02.27,01.62,03.72,00.83,00.61,01.64,01.80,01.83
2006.48,00.70,01.60,02.01,02.00,01.63,03.29,01.15,00.49,01.42,01.69,01.67
2006.49,00.89,01.55,02.00,02.50,01.75,03.39,01.30,00.38,01.59,01.79,01.86
2006.50,01.05,01.79,02.15,03.93,01.98,04.61,01.52,00.52,01.70,01.91,02.39
2006.51,01.03,02.48,02.48,04.26,02.51,04.71,02.27,00.80,02.16,02.06,02.79
2006.52,01.66,02.28,03.16,03.99,03.02,05.66,02.65,01.64,02.43,02.48,03.12
2007.01,01.45,02.30,02.27,02.29,02.64,03.91,02.24,00.70,02.25,01.87,02.27
2007.02,01.09,01.81,01.77,01.87,02.14,03.45,01.56,00.61,01.97,02.67,01.86
2007.03,01.44,01.94,01.79,01.88,02.27,04.11,01.68,00.66,02.21,03.47,02.00
2007.04,01.01,02.32,02.42,02.29,02.57,05.26,02.24,00.81,02.62,03.31,02.44
2007.05,01.32,02.14,02.09,02.47,03.41,05.33,03.02,01.49,03.01,03.75,02.83
2007.06,01.66,02.27,02.51,03.10,03.46,06.61,02.72,01.03,03.25,05.26,03.12
2007.07,01.83,02.43,02.54,03.24,03.64,07.26,02.66,01.79,02.86,05.41,03.27
2007.08,01.83,02.41,02.22,03.41,03.27,06.95,02.83,01.67,02.67,03.96,03.18
2007.09,01.82,01.91,02.35,02.69,03.03,05.97,01.84,01.59,02.22,04.01,02.72
2007.10,01.65,02.11,02.50,02.43,02.98,04.99,01.40,01.47,02.15,03.08,02.50
2007.11,01.72,02.69,02.44,02.07,03.04,04.58,01.56,01.58,01.91,03.16,02.43
2007.12,01.42,02.09,01.91,01.69,02.96,02.94,01.01,01.18,01.66,02.74,01.96
2007.13,01.34,01.97,02.02,01.21,01.89,02.77,00.76,00.91,01.44,02.72,01.59
2007.14,01.26,01.84,01.66,01.06,01.46,02.73,00.61,00.74,01.20,01.12,01.37
2007.15,01.16,01.42,01.43,01.17,01.37,03.00,00.69,00.50,01.36,01.12,01.36
2007.16,01.01,01.05,01.24,01.09,01.26,02.24,00.71,00.51,01.16,01.44,01.17
2007.17,00.77,01.01,00.94,01.00,01.23,02.24,00.66,00.33,01.02,01.93,01.06
2007.18,00.60,00.88,00.78,00.97,01.09,01.95,00.56,00.33,00.99,01.25,00.97
2007.19,00.50,00.72,01.23,00.85,00.98,02.01,00.79,00.36,01.01,01.79,00.97
2007.20,00.21,00.87,01.08,00.71,01.01,01.92,00.62,00.26,00.81,01.38,00.86
2007.21,00.20,01.09,01.17,00.72,01.04,01.85,00.22,00.22,00.79,02.17,00.86
2007.22,00.31,01.07,01.18,00.85,01.01,01.94,00.29,00.37,00.77,02.36,00.94
2007.23,00.19,00.76,00.93,00.62,00.80,01.68,00.23,00.25,00.73,01.08,00.75
2007.24,00.29,00.86,00.85,00.59,00.73,01.61,00.13,00.29,00.81,00.87,00.74
2007.25,00.33,00.85,00.81,00.40,00.74,01.46,00.19,00.24,00.71,01.47,00.67
2007.26,00.33,00.57,00.73,00.44,00.71,01.80,00.21,00.24,00.69,00.79,00.67
2007.27,00.31,00.73,00.71,00.65,00.69,01.30,00.26,00.26,00.60,01.85,00.66
2007.28,00.32,00.41,00.82,00.61,00.48,01.00,00.17,00.30,00.52,01.51,00.55
2007.29,00.26,00.43,00.59,00.43,00.63,01.46,00.26,00.29,00.48,01.38,00.59
2007.30,00.18,00.56,00.69,00.62,00.66,01.57,00.21,00.27,00.51,01.89,00.66
2007.31,00.18,00.44,00.49,00.49,00.45,01.39,00.18,00.21,00.53,01.61,00.53
2007.32,00.19,00.36,00.52,00.58,00.70,01.33,00.21,00.28,00.55,01.55,00.59
2007.33,00.23,00.55,00.60,00.62,00.66,01.37,00.22,00.23,00.50,01.57,00.62
2007.34,00.25,00.57,00.56,00.64,00.68,01.63,00.16,00.23,00.73,01.36,00.69
2007.35,00.24,00.37,00.76,00.64,00.76,01.58,00.22,00.27,00.85,01.46,00.72
2007.36,00.22,00.29,01.24,00.82,01.04,01.38,00.23,00.38,01.05,01.56,00.83
2007.37,00.22,00.35,01.00,00.51,00.92,01.96,00.44,00.25,01.01,01.82,00.80
2007.38,00.30,00.36,01.05,00.44,01.07,02.46,00.45,00.26,00.97,02.52,00.92
2007.39,00.40,00.53,00.71,00.33,01.04,02.17,00.35,00.21,01.14,02.74,00.81
2007.40,00.65,01.14,00.69,01.40,01.12,02.12,00.51,00.49,00.88,01.02,01.07
2007.41,00.74,01.20,00.77,01.53,01.20,02.68,00.33,00.71,01.24,01.36,01.22
2007.42,00.66,01.40,00.78,01.47,01.13,02.80,00.61,00.72,01.19,01.12,01.25
2007.43,00.84,01.46,01.05,01.42,01.34,02.97,00.70,00.72,01.27,01.10,01.36
2007.44,00.85,01.67,01.04,01.57,01.25,03.26,00.93,00.93,01.12,01.49,01.45
2007.45,00.81,01.83,01.14,01.67,01.38,03.40,00.58,00.90,01.22,01.74,01.53
2007.46,00.74,01.89,01.20,02.21,01.56,03.21,00.69,00.97,01.09,01.83,01.67
2007.47,01.12,02.09,01.49,02.59,01.65,03.92,00.74,00.88,01.54,02.54,01.97
2007.48,00.90,02.07,01.33,01.89,01.41,03.57,00.65,00.73,01.30,01.63,01.67
2007.49,01.01,02.00,01.44,01.91,01.40,02.84,01.01,00.83,01.26,01.97,01.63
2007.50,00.86,02.19,01.44,01.91,01.55,02.53,01.40,00.80,01.70,02.20,01.75
2007.51,00.89,02.25,01.66,02.33,02.01,02.67,00.96,00.96,01.96,01.96,01.94
2007.52,01.33,02.55,01.88,03.19,02.59,03.38,01.88,01.24,02.96,02.03,02.49
2008.01,01.34,02.47,01.60,02.65,02.62,03.73,01.41,00.72,02.83,01.91,02.25
2008.02,01.13,02.13,01.54,01.87,02.06,04.68,01.48,00.97,02.53,02.22,02.09
2008.03,00.99,02.30,01.80,02.37,02.78,04.51,01.57,01.00,02.69,03.04,02.36
2008.04,01.22,02.86,02.24,03.56,03.90,07.10,02.42,01.42,03.91,04.30,03.32
2008.05,01.85,03.55,02.99,05.29,04.89,09.44,04.33,01.97,03.90,05.93,04.43
2008.06,03.06,04.05,03.86,07.49,05.50,09.36,05.63,02.52,04.47,05.70,05.35
2008.07,03.67,04.27,04.10,06.64,05.77,08.83,06.88,02.98,05.22,05.35,05.42
2008.08,03.77,04.14,04.02,06.89,05.73,07.55,07.41,03.40,04.39,05.75,05.30
2008.09,03.34,03.50,03.21,05.32,05.09,06.06,07.05,02.24,03.41,05.50,04.24
2008.10,03.08,03.17,02.68,04.19,04.61,05.70,05.08,02.14,02.86,03.38,03.63
2008.11,02.46,03.07,02.21,03.21,03.96,04.60,03.64,01.86,02.61,03.32,03.03
2008.12,02.19,02.69,01.88,02.60,03.43,04.20,02.64,01.35,02.07,03.01,02.54
2008.13,01.57,02.26,01.46,02.01,02.57,02.86,02.30,01.45,01.83,02.63,02.06
2008.14,01.32,01.96,01.29,01.81,01.95,03.02,01.87,00.93,01.33,02.14,01.74
2008.15,01.04,01.63,01.19,01.44,01.53,02.21,01.14,00.73,01.03,01.83,01.41
2008.16,00.82,01.46,01.00,01.29,01.43,02.12,01.09,00.63,01.02,01.24,01.27
2008.17,00.71,01.20,00.98,01.18,01.23,01.30,00.80,00.48,01.08,01.57,01.08
2008.18,00.56,01.08,00.92,01.11,01.12,01.19,00.62,00.43,01.06,02.07,00.99
2008.19,00.35,01.10,00.86,01.07,00.93,01.39,00.58,00.27,00.99,02.07,00.91
2008.20,00.26,01.13,00.98,01.13,00.94,01.17,00.36,00.41,01.10,01.21,00.97
2008.21,00.20,01.23,00.91,01.33,00.98,01.34,00.47,00.36,00.73,01.69,00.99
2008.22,00.20,01.38,00.95,01.35,01.35,01.93,00.42,00.21,00.76,01.29,01.09
2008.23,00.29,01.20,00.74,00.98,00.96,01.32,00.50,00.27,00.61,01.23,00.89
2008.24,00.20,01.11,00.74,00.92,00.76,01.71,00.44,00.33,00.73,01.68,00.89
2008.25,00.21,01.14,00.69,00.96,00.86,01.42,00.46,00.35,00.78,01.69,00.88
2008.26,00.19,01.04,00.69,01.02,00.71,01.35,00.61,00.29,00.76,01.07,00.83
2008.27,00.23,01.04,00.69,01.11,00.74,01.36,00.64,00.14,00.82,01.02,00.78
2008.28,00.22,00.92,00.64,00.98,00.63,01.36,00.51,00.24,00.85,01.37,00.78
2008.29,00.24,00.90,00.56,00.80,00.73,01.67,00.46,00.28,00.74,01.13,00.77
2008.30,00.24,00.78,00.55,00.94,00.60,01.43,00.55,00.21,00.81,01.51,00.72
2008.31,00.19,00.79,00.59,00.91,00.73,01.46,00.65,00.23,00.69,02.12,00.75
2008.32,00.15,00.84,00.51,00.90,00.84,01.69,00.69,00.23,00.70,00.88,00.75
2008.33,00.16,00.79,00.56,01.23,00.68,01.69,00.49,00.26,00.86,01.01,00.79
2008.34,00.24,00.72,00.59,01.09,00.71,01.40,00.38,00.29,00.85,01.09,00.74
2008.35,00.26,00.83,00.58,01.55,00.78,00.86,00.34,00.30,00.73,01.11,00.81
2008.36,00.25,00.85,00.72,01.24,00.75,01.69,00.62,00.32,00.73,01.49,00.84
2008.37,00.26,00.78,00.61,01.16,00.75,02.41,00.71,00.46,00.67,01.11,00.85
2008.38,00.27,01.11,00.92,01.79,00.77,02.82,00.49,00.42,00.76,02.15,01.11
2008.39,00.31,01.19,01.00,01.48,00.81,01.58,00.45,00.35,00.87,02.83,01.03
2008.40,00.46,01.11,01.20,01.22,00.71,01.90,00.50,00.38,01.03,01.30,01.02
2008.41,00.53,01.23,01.03,01.29,00.72,01.63,00.41,00.30,01.08,01.16,01.03
2008.42,00.40,01.19,01.02,01.19,00.76,01.36,00.60,00.57,01.20,01.49,01.01
2008.43,00.51,01.19,01.22,01.35,00.84,01.57,00.44,00.44,01.12,01.41,01.08
2008.44,00.61,01.26,01.36,01.54,00.76,02.03,00.28,00.39,00.91,01.60,01.17
2008.45,00.74,01.34,01.44,01.52,00.87,01.54,00.25,00.45,01.02,01.81,01.19
2008.46,00.71,01.42,01.51,01.73,00.93,01.44,00.48,00.32,01.18,01.47,01.28
2008.47,00.70,01.50,01.43,01.65,00.93,01.81,00.67,00.30,01.06,01.43,01.27
2008.48,00.75,01.90,01.71,02.10,01.22,02.09,00.48,00.50,01.35,01.58,01.60
2008.49,00.83,01.93,01.69,01.85,01.03,01.79,00.30,00.39,01.15,01.73,01.46
2008.50,00.82,01.92,01.70,02.04,01.10,01.73,00.28,00.41,01.14,01.58,01.50
2008.51,00.78,02.21,01.54,01.91,01.23,02.45,00.64,00.38,01.45,01.77,01.63
2008.52,01.02,02.40,02.22,03.09,01.56,03.20,00.45,00.60,01.82,01.74,02.16
2008.53,00.90,02.45,01.98,02.47,01.50,02.73,00.40,00.51,02.43,01.91,02.02
2009.01,00.73,02.10,01.69,01.68,01.11,02.29,00.44,00.40,01.83,01.28,01.55
2009.02,00.88,02.15,01.71,01.75,01.16,02.85,00.44,00.46,01.94,01.40,01.64
2009.03,01.13,02.41,01.88,02.27,01.39,03.47,00.63,00.63,02.10,01.61,01.97
2009.04,01.43,02.82,02.46,02.57,01.69,04.74,01.07,00.75,02.16,01.80,02.34
2009.05,02.87,02.86,02.87,03.47,02.06,05.37,01.28,01.05,02.52,02.41,02.86
2009.06,03.41,03.12,03.89,04.15,02.27,06.00,01.55,01.14,02.74,02.36,03.34
2009.07,03.00,03.22,04.03,03.49,02.50,04.87,01.73,00.94,02.87,03.45,03.21
2009.08,02.61,02.76,04.34,03.54,02.40,04.12,02.33,01.34,02.62,03.45,03.10
2009.09,01.65,02.57,03.86,03.54,02.72,03.86,02.58,01.40,02.52,03.61,02.96
2009.10,01.42,02.59,02.72,03.03,02.40,02.12,01.64,01.43,02.20,04.24,02.46
2009.11,01.34,02.43,02.53,02.23,01.87,03.12,01.72,01.28,02.05,03.95,02.19
2009.12,01.01,02.19,02.24,01.80,01.65,02.33,01.41,01.17,01.84,02.94,01.87
2009.13,00.85,01.88,01.95,01.53,01.44,01.99,01.15,01.00,02.06,02.38,01.65
2009.14,00.66,01.78,01.77,01.38,01.27,02.33,01.01,00.61,01.69,02.16,01.50
2009.15,00.38,01.43,01.58,01.39,01.18,01.46,00.56,00.64,01.55,01.75,01.29
2009.16,00.47,01.37,01.26,01.26,01.11,01.81,00.64,00.76,01.87,01.61,01.27
2009.17,01.32,04.38,02.43,02.59,02.30,04.32,00.99,00.97,04.70,02.79,02.98
2009.18,01.08,03.22,02.42,02.41,01.99,03.59,00.88,00.98,02.85,03.34,02.44
2009.19,01.04,04.53,01.75,01.72,01.63,03.17,01.13,00.69,02.03,02.47,02.28
2009.20,00.72,11.65,01.71,01.49,01.67,02.40,00.88,00.71,02.13,02.52,03.82
2009.21,00.96,13.42,01.67,01.44,01.76,01.50,00.90,00.92,02.02,02.30,04.21
2009.22,01.51,10.36,01.55,01.16,01.72,01.12,00.49,01.13,01.70,02.42,03.18
2009.23,01.39,06.66,01.92,01.17,01.72,01.49,00.42,00.97,01.57,01.68,02.51
2009.24,01.29,04.59,02.36,01.21,01.67,00.99,00.29,01.29,01.58,01.68,02.07
2009.25,00.81,03.10,02.08,01.48,01.26,01.00,00.48,01.05,01.55,01.74,01.72
2009.26,00.90,02.10,01.78,01.78,01.02,01.12,00.41,00.86,01.88,01.58,01.56
2009.27,00.65,01.58,01.47,01.35,00.89,01.67,00.40,00.48,01.73,01.11,01.31
2009.28,00.49,01.23,01.38,01.44,00.84,01.15,00.58,00.37,01.76,00.95,01.19
2009.29,00.43,01.14,01.22,01.55,00.78,01.11,00.69,00.25,01.56,01.40,01.14
2009.30,00.39,01.06,01.15,01.66,00.79,01.61,00.58,00.40,01.33,01.40,01.15
2009.31,00.35,01.08,01.13,01.71,00.88,00.84,00.53,00.25,01.66,00.99,01.11
2009.32,00.27,01.10,01.05,01.96,00.84,01.00,00.77,00.28,01.59,01.26,01.16
2009.33,00.47,01.08,01.15,03.09,00.81,02.57,01.02,00.34,01.59,01.24,01.64
2009.34,00.53,01.27,01.22,04.84,01.00,04.43,04.30,00.45,01.64,03.66,02.47
2009.35,00.70,01.59,01.59,07.54,01.92,07.71,03.79,00.88,02.78,04.45,03.72
2009.36,00.88,01.95,02.35,07.63,02.55,06.86,03.99,01.45,03.10,05.57,03.95
2009.37,01.39,01.92,02.93,06.67,02.47,08.89,04.69,02.03,03.17,04.14,04.09
2009.38,01.74,02.12,03.50,06.24,02.48,08.35,05.25,02.55,03.69,05.57,04.02
2009.39,01.62,02.01,04.03,06.16,02.88,09.87,05.16,04.15,04.63,07.74,04.60
2009.40,01.64,02.05,05.83,06.32,04.43,11.92,07.14,06.86,04.87,08.25,05.66
2009.41,02.42,02.50,07.87,05.60,06.43,13.18,10.40,10.16,06.12,09.61,06.82
2009.42,04.52,03.80,12.02,05.25,09.31,10.90,11.27,09.98,04.51,08.68,07.62
2009.43,07.13,04.91,12.30,05.23,09.05,08.81,08.25,07.75,04.61,07.30,07.39
2009.44,09.82,04.94,09.04,04.62,07.68,06.64,06.95,06.29,04.39,04.95,06.34
2009.45,07.50,04.73,06.26,03.92,05.62,06.10,04.85,03.77,03.66,03.84,04.94
2009.46,04.96,03.93,04.11,03.47,03.84,05.52,02.95,02.65,03.44,02.83,03.81
2009.47,03.10,04.03,03.29,03.39,02.95,04.56,02.54,02.21,03.92,02.22,03.44
2009.48,01.94,03.19,02.54,02.76,01.99,04.03,02.18,01.43,02.97,01.83,02.67
2009.49,01.46,02.95,02.48,02.49,02.05,03.79,01.93,01.44,02.62,01.59,02.47
2009.50,01.20,02.83,02.46,02.55,01.57,04.24,01.51,01.27,02.44,01.40,02.34
2009.51,01.18,02.95,02.70,03.25,02.26,04.20,01.86,01.29,02.68,01.75,02.71
2009.52,01.12,03.05,02.56,02.91,02.24,03.93,01.79,01.30,03.08,02.08,02.68
2010.01,00.87,02.13,02.18,02.10,01.60,02.94,01.78,00.98,02.19,01.28,01.98
2010.02,00.71,02.05,01.86,01.94,01.40,03.15,01.18,00.77,01.91,01.27,01.83
2010.03,00.80,02.13,01.81,02.21,01.44,03.03,01.52,01.16,01.97,01.33,01.93
2010.04,00.81,01.88,02.00,02.10,01.43,02.98,01.47,01.36,02.20,01.89,01.92
2010.05,00.94,01.99,01.88,02.41,01.53,03.66,02.10,01.20,02.27,01.77,02.09
2010.06,00.92,02.04,01.66,02.26,01.65,02.97,02.15,01.23,02.63,01.59,02.03
2010.07,01.10,01.85,01.53,02.35,01.56,03.22,02.15,01.14,01.91,02.21,01.98
2010.08,00.81,01.65,01.56,02.40,01.22,03.40,01.91,01.29,02.54,01.73,01.99
2010.09,00.66,01.34,01.72,02.22,01.15,03.12,02.34,01.10,02.38,01.59,01.85
2010.10,00.67,01.39,01.69,02.60,01.00,03.09,01.72,01.10,02.22,01.43,01.87
2010.11,00.56,01.57,01.56,02.10,01.05,02.48,01.93,00.99,02.26,01.27,01.70
2010.12,00.54,01.47,01.41,01.84,00.92,02.11,01.27,00.97,01.95,00.99,01.50
2010.13,00.58,01.54,01.39,01.67,00.88,01.87,01.16,00.94,02.11,00.90,01.45
2010.14,00.72,01.19,01.13,01.37,00.78,01.69,01.00,00.83,01.64,00.98,01.21
2010.15,00.49,01.29,01.04,01.30,00.78,01.58,00.86,00.76,01.70,00.80,01.17
2010.16,00.42,01.31,01.15,01.26,00.68,01.60,00.73,00.95,01.54,00.70,01.16
2010.17,00.38,01.33,01.20,01.23,00.71,01.60,00.82,00.81,01.59,01.12,01.17
2010.18,00.56,01.25,01.21,01.21,00.74,01.54,00.68,00.66,01.41,00.69,01.12
2010.19,00.40,01.28,01.09,01.27,00.64,01.51,01.01,00.72,01.64,00.90,01.15
2010.20,00.45,01.25,01.17,01.23,00.85,01.32,00.78,00.72,01.49,00.68,01.13
