Week,R01.all,R01.allV%,R01.65+,R01.65+V%,R02.all,R02.allV%,R02.65+,R02.65+V%,R03.all,R03.allV%,R03.65+,R03.65+V%,R04.all,R04.allV%,R04.65+,R04.65+V%,R05.all,R05.allV%,R05.65+,R05.65+V%,R06.all,R06.allV%,R06.65+,R06.65+V%,R07.all,R07.allV%,R07.65+,R07.65+V%,R08.all,R08.allV%,R08.65+,R08.65+V%,R09.all,R09.allV%,R09.65+,R09.65+V%,R10.all,R10.allV%,R10.65+,R10.65+V%,USA.all,USA.allV%,USA.65+,USA.65+V%
2014.04,1568491,54.41,1302058,57.60,2176611,52.04,2004934,55.25,2910614,52.34,2450913,55.43,6056293,49.36,4998248,53.18,4756433,51.66,3879064,55.16,3207429,47.67,2651688,51.03,1484874,50.42,1246444,53.67,847605,49.55,709738,53.04,2894636,46.85,2478855,49.51,972371,46.78,822083,49.75,26875357,50.10,22544025,53.45
2014.05,1568491,54.51,1302058,57.69,2176611,52.13,2004934,55.33,2910614,52.45,2450913,55.52,6056293,49.50,4998248,53.30,4756433,51.79,3879064,55.27,3207429,47.80,2651688,51.15,1484874,50.50,1246444,53.73,847605,49.65,710325,53.11,2894636,47.11,2478855,49.77,972371,46.91,822083,49.87,26875357,50.23,22544612,53.57
2014.06,1568491,54.59,1302058,57.76,2176611,52.19,2004934,55.38,2910614,52.52,2450913,55.58,6056293,49.57,4998248,53.36,4756433,51.88,3879064,55.35,3207429,47.90,2652710,51.23,1484874,50.56,1246444,53.79,847605,49.72,710325,53.18,2894636,47.26,2478855,49.91,972371,47.00,822083,49.95,26875357,50.32,22545634,53.64
2014.07,1568491,54.64,1302058,57.80,2176611,52.24,2004934,55.43,2910614,52.58,2450913,55.63,6056293,49.63,4998248,53.41,4756433,51.94,3879064,55.40,3207429,47.96,2652710,51.29,1484874,50.61,1246444,53.83,847605,49.78,710325,53.24,2894636,47.35,2478855,50.00,972371,47.07,822083,50.01,26875357,50.38,22545634,53.70
2014.08,1568491,54.70,1302058,57.85,2176611,52.29,2004934,55.46,2910614,52.63,2450913,55.68,6056293,49.67,4998248,53.45,4756433,51.99,3879064,55.45,3207429,48.01,2652710,51.33,1484874,50.65,1246444,53.86,847605,49.83,710325,53.28,2894636,47.43,2478855,50.06,972371,47.13,822083,50.06,26875357,50.44,22545634,53.74
2014.09,1568491,54.73,1302058,57.88,2176611,52.32,2004934,55.49,2910614,52.65,2450913,55.70,6056293,49.70,4998248,53.48,4756433,52.03,3879064,55.47,3207429,48.05,2652848,51.36,1484874,50.67,1246444,53.88,847605,49.86,710325,53.30,2894636,47.48,2478855,50.11,972371,47.17,822083,50.10,26875357,50.47,22545772,53.77
2014.10,1568491,54.75,1302058,57.89,2176611,52.34,2004934,55.51,2910614,52.68,2450913,55.72,6056293,49.72,4998248,53.50,4756433,52.05,3879064,55.49,3207429,48.07,2652848,51.38,1484874,50.69,1246444,53.90,847605,49.88,710325,53.32,2894636,47.51,2478855,50.13,972371,47.20,822083,50.12,26875357,50.49,22545772,53.79
2014.11,1568491,54.77,1302058,57.91,2176611,52.36,2004934,55.52,2910614,52.69,2450913,55.74,6056293,49.74,4998248,53.52,4756433,52.07,3879064,55.51,3207429,48.10,2652848,51.40,1484874,50.70,1246444,53.91,847605,49.90,710845,53.33,2894636,47.53,2478855,50.16,972371,47.23,822083,50.15,26875357,50.51,22546292,53.81
2014.12,1568491,54.79,1302058,57.92,2176611,52.37,2004934,55.53,2910614,52.71,2450913,55.75,6056293,49.76,4998248,53.53,4756433,52.08,3879064,55.52,3207429,48.11,2652848,51.42,1484874,50.72,1246444,53.92,847605,49.91,710845,53.34,2894636,47.55,2478855,50.17,972371,47.24,822083,50.16,26875357,50.53,22546292,53.82
2014.13,1568491,54.79,1302058,57.92,2176611,52.38,2004934,55.54,2910614,52.71,2450913,55.75,6056293,49.77,4998248,53.54,4756433,52.09,3879064,55.52,3207429,48.12,2652848,51.42,1484874,50.72,1246444,53.93,847605,49.92,710845,53.35,2894636,47.56,2478855,50.18,972371,47.25,822083,50.17,26875357,50.54,22546292,53.83
2014.14,1568491,54.80,1302058,57.93,2176611,52.39,2004934,55.55,2910614,52.72,2450913,55.76,6056293,49.77,4998248,53.54,4756433,52.10,3879064,55.53,3207429,48.13,2652848,51.43,1484874,50.73,1246444,53.93,847605,49.93,710845,53.35,2894636,47.57,2478855,50.19,972371,47.26,822083,50.17,26875357,50.54,22546292,53.83
2014.15,1568491,54.80,1302058,57.93,2176611,52.39,2004934,55.55,2910614,52.72,2450913,55.76,6056293,49.77,4998248,53.54,4756433,52.10,3879064,55.53,3207429,48.13,2652848,51.43,1484874,50.73,1246444,53.93,847605,49.93,710845,53.36,2894636,47.57,2478855,50.19,972371,47.26,822083,50.18,26875357,50.54,22546292,53.83
2014.16,1568491,54.81,1302058,57.93,2176611,52.40,2004934,55.56,2910614,52.72,2450913,55.76,6056293,49.77,4998248,53.54,4756433,52.10,3879064,55.53,3207429,48.13,2652848,51.43,1484874,50.73,1246444,53.93,847605,49.93,710845,53.36,2894636,47.57,2478855,50.19,972371,47.26,822083,50.18,26875357,50.55,22546292,53.84
2014.17,1568491,54.81,1302058,57.94,2176611,52.40,2004934,55.56,2910614,52.73,2450913,55.76,6056293,49.78,4998248,53.54,4756433,52.10,3879064,55.53,3207429,48.14,2652848,51.44,1484874,50.73,1246444,53.93,847605,49.93,710845,53.36,2894636,47.58,2478855,50.19,972371,47.27,822083,50.18,26875357,50.55,22546292,53.84
2014.18,1568491,54.81,1302058,57.94,2176611,52.41,2004934,55.56,2910614,52.73,2450913,55.76,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.53,3207429,48.14,2652848,51.44,1484874,50.73,1246444,53.93,847605,49.94,710845,53.36,2894636,47.58,2478855,50.20,972371,47.27,822083,50.18,26875357,50.55,22546292,53.84
2014.19,1568491,54.81,1302058,57.94,2176611,52.41,2004934,55.56,2910614,52.73,2450913,55.76,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.53,3207429,48.15,2652848,51.45,1484874,50.73,1246444,53.93,847605,49.94,710845,53.36,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.55,22546292,53.84
2014.20,1568491,54.83,1302058,57.95,2176611,52.41,2004934,55.57,2910614,52.73,2450913,55.76,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.73,1246444,53.93,847605,49.94,710845,53.36,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.55,22546292,53.84
2014.21,1568491,54.83,1302058,57.96,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.73,1246444,53.93,847605,49.94,710845,53.36,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.84
2014.22,1568491,54.83,1302058,57.96,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.74,1246444,53.93,847605,49.94,710845,53.37,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.84
2014.23,1568491,54.84,1302058,57.96,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.85
2014.24,1568491,54.84,1302058,57.96,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.85
2014.25,1568491,54.84,1302058,57.96,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.58,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.85
2014.26,1568491,54.84,1302058,57.97,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.59,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.85
2014.27,1568491,54.84,1302058,57.97,2176611,52.42,2004934,55.57,2910614,52.73,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.15,2652848,51.45,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.59,2478855,50.20,972371,47.27,822083,50.19,26875357,50.56,22546292,53.85
2014.28,1568491,54.84,1302058,57.97,2176611,52.43,2004934,55.58,2910614,52.74,2450913,55.77,6056293,49.78,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.16,2652848,51.46,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.59,2478855,50.21,972371,47.28,822083,50.19,26875357,50.56,22546292,53.85
2014.29,1568491,54.84,1302058,57.97,2176611,52.43,2004934,55.58,2910614,52.74,2450913,55.77,6056293,49.79,4998248,53.55,4756433,52.11,3879064,55.54,3207429,48.16,2652848,51.46,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.60,2478855,50.21,972371,47.28,822083,50.19,26875357,50.56,22546292,53.85
2014.30,1568491,54.85,1302058,57.97,2176611,52.43,2004934,55.58,2910614,52.75,2450913,55.78,6056293,49.79,4998248,53.56,4756433,52.11,3879064,55.54,3207429,48.16,2652848,51.46,1484874,50.74,1246444,53.94,847605,49.94,710845,53.37,2894636,47.61,2478855,50.22,972371,47.28,822083,50.20,26875357,50.57,22546292,53.85
2014.31,1568491,54.86,1302058,57.98,2176611,52.45,2004934,55.59,2910614,52.76,2450913,55.79,6056293,49.80,4998248,53.57,4756433,52.12,3879064,55.55,3207429,48.17,2652848,51.47,1484874,50.74,1246444,53.94,847605,49.95,710845,53.37,2894636,47.63,2478855,50.24,972371,47.29,822083,50.21,26875357,50.58,22546292,53.86
2014.32,1567317,0.20,904398,0.19,2159829,0.19,1606369,0.19,2348218,0.21,1121130,0.21,4169782,0.20,1280782,0.24,2897581,0.14,1086928,0.15,1750550,0.16,542383,0.21,565595,0.15,174557,0.17,299721,0.13,0,0.00,2846445,0.29,1931183,0.30,714941,0.17,198207,0.18,19319979,0.20,8845937,0.22
2014.33,1669969,0.56,1216005,0.55,2336795,0.54,1859824,0.56,2748275,0.55,1603019,0.60,5342497,0.52,2614089,0.63,3733659,0.38,1983972,0.42,2402507,0.40,1002267,0.51,830797,0.38,392704,0.46,487103,0.29,159985,0.39,2986129,0.76,2270242,0.84,921841,0.40,412638,0.43,23459572,0.51,13514745,0.59
2014.34,1674973,1.14,1318519,1.13,2357141,1.16,2069289,1.20,2999053,1.17,1921196,1.33,5878810,1.06,3503220,1.31,4349743,0.85,2468632,1.01,2807404,0.85,1340023,1.13,1072426,0.83,501567,1.06,624739,0.71,279568,0.93,3027648,1.52,2446279,1.66,985649,0.81,568307,0.94,25777586,1.05,16416600,1.25
2014.35,1678328,2.22,1359868,2.25,2362407,2.41,2135507,2.48,3079187,2.46,2277686,2.67,6297827,2.23,4561045,2.51,4713599,1.97,3171291,2.19,3149585,1.96,2016854,2.31,1373760,1.74,676450,2.32,737410,1.63,392808,2.13,3032402,3.03,2524878,3.16,1032901,1.74,737553,1.91,27457406,2.22,19853940,2.48
2014.36,1680876,4.42,1379574,4.58,2362407,5.03,2155025,5.27,3099320,4.87,2483248,5.20,6387126,4.31,4911930,4.79,4809437,4.17,3592411,4.56,3308987,3.81,2342367,4.39,1511292,3.57,860551,4.61,798864,3.60,502747,4.36,3036216,5.55,2581509,5.81,1063416,3.49,795032,3.91,28057941,4.40,21604394,4.86
2014.37,1680876,8.27,1379574,8.72,2362407,9.19,2157648,9.73,3100543,8.60,2554346,9.19,6414410,7.52,5140633,8.30,4832195,7.70,3765884,8.39,3362594,6.68,2532066,7.61,1566544,6.55,1032092,8.00,853808,6.22,573610,7.47,3036891,9.00,2595194,9.52,1073337,6.23,834072,6.97,28283605,7.77,22565119,8.56
2014.38,1680876,13.51,1382688,14.43,2362407,14.23,2161037,15.12,3100773,13.57,2588744,14.52,6416594,11.90,5229743,13.10,4837067,12.46,3854938,13.54,3375354,10.78,2636339,12.13,1595255,11.08,1165839,12.86,884666,10.08,617732,12.01,3037951,13.31,2598272,14.19,1075329,10.36,865003,11.48,28366272,12.32,23100335,13.51
2014.39,1680876,19.78,1383752,21.23,2362407,20.40,2161037,21.72,3100773,19.56,2603240,20.92,6416594,17.22,5265409,18.87,4837702,18.33,3909731,19.86,3377744,15.91,2721231,17.52,1607554,16.88,1239281,19.00,901526,15.55,670353,17.93,3038189,18.51,2602015,19.74,1075329,15.60,883954,17.07,28398694,17.93,23440003,19.52
2014.40,1680876,27.10,1385004,29.22,2362407,27.32,2161867,29.16,3100773,26.70,2605707,28.61,6416594,23.74,5274500,25.94,4837702,25.53,3929726,27.68,3378146,22.01,2757736,24.00,1608370,24.21,1278070,26.85,907192,22.85,698663,25.64,3038358,24.02,2603011,25.62,1075845,21.66,891313,23.63,28406263,24.61,23585597,26.70
2014.41,1680876,33.18,1385004,35.79,2362407,33.26,2161867,35.56,3100773,33.10,2606714,35.47,6416726,29.78,5277125,32.53,4837702,32.07,3934187,34.77,3378249,27.86,2768923,30.30,1608486,31.57,1307214,34.57,908206,29.66,732989,32.63,3038358,29.02,2603011,30.94,1075845,27.80,898400,30.21,28407628,30.73,23675434,33.29
2014.42,1680876,38.60,1385004,41.63,2362407,38.20,2161867,40.87,3100804,38.26,2606714,40.98,6416726,34.70,5278305,37.88,4837702,37.29,3934749,40.41,3378432,32.72,2774957,35.56,1608916,37.03,1323555,40.31,908309,34.93,744787,38.06,3038358,33.09,2603561,35.29,1075845,32.56,899867,35.34,28408375,35.70,23713366,38.62
2014.43,1680876,42.83,1385004,46.14,2362407,42.08,2161867,45.04,3100804,42.28,2606714,45.26,6416726,38.46,5278305,41.96,4837702,41.16,3934749,44.55,3378432,36.43,2780422,39.50,1608916,41.02,1330205,44.50,908366,38.89,751749,42.17,3038358,36.17,2603561,38.56,1075845,36.24,903396,39.22,28408432,39.49,23735972,42.66
2014.44,1680876,45.89,1385004,49.34,2362407,44.73,2161867,47.85,3100804,45.14,2606714,48.25,6416726,41.20,5278841,44.85,4837702,43.98,3935621,47.50,3378432,39.15,2783170,42.36,1608916,43.93,1331941,47.52,908366,41.69,755311,45.09,3038358,38.56,2603561,41.08,1075845,38.89,904699,41.99,28408432,42.23,23746729,45.54
2014.45,1680876,48.10,1385004,51.63,2362407,46.82,2161867,50.05,3100804,47.26,2606714,50.45,6416726,43.25,5278841,47.01,4837702,46.03,3935621,49.63,3378432,41.30,2784349,44.61,1608916,45.89,1335633,49.48,908366,43.51,755688,46.99,3038358,40.37,2604152,42.96,1075845,40.77,905129,43.94,28408432,44.27,23752998,47.66
2014.46,1680876,49.84,1385004,53.41,2362407,48.36,2161867,51.66,3100804,48.88,2606714,52.11,6416726,44.85,5278841,48.68,4837702,47.55,3936124,51.20,3378432,43.02,2785055,46.40,1608916,47.26,1337692,50.83,908366,45.06,757258,48.58,3038358,41.83,2605421,44.47,1075845,42.24,905129,45.46,28408432,45.84,23759105,49.29
2014.47,1680876,50.58,1385004,54.14,2362407,49.09,2161867,52.41,3100804,49.60,2606714,52.85,6416726,45.58,5278841,49.43,4837702,48.28,3936124,51.94,3378432,43.74,2785814,47.14,1608916,47.89,1338063,51.46,908366,45.75,757258,49.29,3038358,42.49,2605421,45.15,1075845,42.94,905129,46.18,28408432,46.55,23760235,50.01
2014.48,1680876,51.53,1385004,55.09,2362407,49.97,2161867,53.31,3100804,50.47,2606714,53.72,6416726,46.50,5278841,50.37,4837702,49.20,3936481,52.86,3378432,44.72,2786809,48.13,1608916,48.67,1338063,52.24,908366,46.61,758041,50.15,3038358,43.33,2605421,46.00,1075845,43.77,905129,47.02,28408432,47.45,23762370,50.92
2014.49,1680876,52.20,1385004,55.74,2362407,50.56,2161867,53.90,3100804,51.13,2606714,54.38,6416726,47.20,5278841,51.09,4837702,49.93,3936481,53.59,3378432,45.45,2786809,48.87,1608916,49.26,1340139,52.77,908366,47.26,760045,50.76,3038358,43.96,2605421,46.65,1075845,44.38,905129,47.62,28408432,48.13,23766450,51.60
2014.50,1680876,52.79,1385004,56.31,2362407,51.09,2161867,54.43,3100804,51.66,2606714,54.90,6416726,47.76,5278841,51.65,4837702,50.52,3936481,54.18,3378432,46.00,2786809,49.42,1608916,49.68,1342683,53.14,908366,47.74,760045,51.25,3038358,44.46,2605421,47.15,1075845,44.93,905129,48.17,28408432,48.67,23768994,52.13
2014.51,1680876,53.02,1385004,56.53,2362407,51.30,2161867,54.64,3100804,51.88,2606714,55.12,6416726,47.97,5278841,51.87,4837702,50.75,3936481,54.40,3378432,46.22,2786809,49.64,1608916,49.88,1342683,53.33,908366,47.95,760405,51.45,3038358,44.68,2605421,47.38,1075845,45.14,905129,48.37,28408432,48.89,23769354,52.35
2014.52,1680876,53.27,1385004,56.77,2362407,51.53,2161867,54.86,3100804,52.13,2606714,55.36,6416726,48.22,5278841,52.12,4837702,50.97,3936481,54.61,3378432,46.45,2786809,49.87,1608916,50.09,1342683,53.54,908366,48.16,760405,51.66,3038358,44.90,2605421,47.60,1075845,45.42,905129,48.66,28408432,49.12,23769354,52.58
2014.53,1680876,53.65,1385004,57.14,2362407,51.84,2161867,55.16,3100804,52.44,2606714,55.66,6416726,48.57,5278841,52.47,4837702,51.24,3936481,54.87,3378432,46.80,2786809,50.22,1608916,50.36,1342683,53.80,908366,48.48,760405,51.98,3038358,45.28,2606183,47.98,1075845,45.87,905129,49.12,28408432,49.45,23770116,52.91
2015.01,1680876,53.91,1385004,57.38,2362407,52.07,2161867,55.39,3100804,52.65,2606714,55.86,6416726,48.78,5279162,52.68,4837702,51.44,3936481,55.06,3378432,47.03,2787331,50.45,1608916,50.53,1342683,53.96,908366,48.69,760862,52.19,3038358,45.55,2606183,48.24,1075845,46.17,905129,49.42,28408432,49.68,23771416,53.13
2015.02,1680876,54.08,1385004,57.53,2362407,52.21,2161867,55.52,3100804,52.79,2606714,55.99,6416726,48.91,5279162,52.80,4837702,51.57,3936481,55.18,3378432,47.18,2787331,50.58,1608916,50.64,1344042,54.04,908366,48.82,760862,52.32,3038358,45.72,2606183,48.41,1075845,46.35,905129,49.58,28408432,49.82,23772775,53.26
2015.03,1680876,54.16,1385004,57.61,2362407,52.29,2161867,55.59,3100804,52.88,2606714,56.07,6416726,49.01,5279162,52.89,4837702,51.67,3936481,55.26,3378432,47.30,2787331,50.69,1608916,50.72,1344583,54.10,908366,48.92,760862,52.40,3038358,45.86,2606183,48.54,1075845,46.49,905613,49.70,28408432,49.92,23773800,53.35
2015.04,1680876,54.24,1385004,57.66,2362407,52.35,2161867,55.64,3100804,52.95,2606714,56.14,6416726,49.08,5279162,52.96,4837702,51.74,3936481,55.32,3378432,47.39,2787331,50.78,1608916,50.77,1344583,54.15,908366,48.99,760862,52.47,3038358,45.96,2606183,48.64,1075845,46.59,905613,49.78,28408432,50.00,23773800,53.42
2015.05,1680876,54.29,1385004,57.71,2362407,52.41,2161867,55.69,3100804,53.01,2606714,56.19,6416726,49.14,5279162,53.00,4837702,51.79,3936481,55.37,3378432,47.46,2787331,50.84,1608916,50.82,1344583,54.18,908366,49.04,760862,52.51,3038358,46.04,2606183,48.72,1075845,46.66,905613,49.84,28408432,50.06,23773800,53.47
2015.06,1680876,54.34,1385004,57.75,2362407,52.44,2161867,55.72,3100804,53.04,2606714,56.21,6416726,49.17,5279162,53.04,4837702,51.83,3936481,55.40,3378432,47.51,2788745,50.88,1608916,50.85,1345095,54.20,908366,49.08,760862,52.54,3038358,46.09,2606183,48.76,1075845,46.70,905613,49.88,28408432,50.10,23775726,53.50
2015.07,1680876,54.38,1385004,57.78,2362407,52.48,2161867,55.75,3100804,53.08,2606714,56.24,6416726,49.20,5279162,53.06,4837702,51.87,3936481,55.42,3378432,47.55,2788745,50.91,1608916,50.87,1345095,54.22,908366,49.11,760862,52.57,3038358,46.14,2606183,48.80,1075845,46.75,905613,49.93,28408432,50.13,23775726,53.53
2015.08,1680876,54.40,1385004,57.80,2362407,52.50,2161867,55.76,3100804,53.10,2606714,56.25,6416726,49.23,5279162,53.08,4837702,51.89,3936481,55.44,3378432,47.58,2788745,50.94,1608916,50.90,1345095,54.24,908366,49.14,760862,52.59,3038358,46.17,2606183,48.84,1075845,46.79,905613,49.95,28408432,50.16,23775726,53.55
2015.09,1680876,54.42,1385004,57.81,2362407,52.52,2161867,55.78,3100804,53.11,2606714,56.27,6416726,49.25,5279162,53.10,4837702,51.91,3936481,55.46,3378432,47.61,2788745,50.96,1608916,50.91,1345095,54.25,908366,49.16,760862,52.61,3038358,46.20,2606183,48.86,1075845,46.81,905613,49.98,28408432,50.18,23775726,53.57
2015.10,1680876,54.44,1385004,57.82,2362407,52.53,2161867,55.79,3100804,53.13,2606714,56.28,6416726,49.27,5279162,53.11,4837702,51.92,3936481,55.47,3378432,47.63,2788745,50.98,1608916,50.92,1345095,54.26,908366,49.17,760862,52.62,3038358,46.22,2606183,48.88,1075845,46.84,905613,50.00,28408432,50.20,23775726,53.58
2015.11,1680876,54.45,1385004,57.83,2362407,52.54,2161867,55.80,3100804,53.13,2606714,56.29,6416726,49.28,5279162,53.12,4837702,51.93,3936481,55.48,3378432,47.65,2789100,50.99,1608916,50.93,1345095,54.27,908366,49.19,760862,52.63,3038358,46.24,2606183,48.89,1075845,46.85,905613,50.01,28408432,50.21,23776081,53.59
2015.12,1680876,54.46,1385004,57.84,2362407,52.55,2161867,55.80,3100804,53.14,2606714,56.29,6416726,49.29,5279162,53.13,4837702,51.94,3936481,55.48,3378432,47.66,2789100,51.00,1608916,50.94,1345095,54.27,908366,49.20,760862,52.64,3038358,46.25,2606183,48.90,1075845,46.86,905613,50.02,28408432,50.22,23776081,53.60
2015.13,1680876,54.46,1385004,57.84,2362407,52.55,2161867,55.81,3100804,53.14,2606714,56.29,6416726,49.29,5279162,53.13,4837702,51.94,3936481,55.48,3378432,47.67,2789613,51.00,1608916,50.94,1345095,54.28,908366,49.20,760862,52.64,3038358,46.25,2606183,48.90,1075845,46.86,905613,50.02,28408432,50.22,23776594,53.60
2015.14,1680876,54.47,1385004,57.85,2362407,52.56,2161867,55.81,3100804,53.15,2606714,56.30,6416726,49.29,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.67,2789613,51.01,1608916,50.95,1345095,54.28,908366,49.20,760862,52.65,3038358,46.25,2606183,48.90,1075845,46.87,905613,50.03,28408432,50.22,23776594,53.61
2015.15,1680876,54.47,1385004,57.85,2362407,52.56,2161867,55.81,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.67,2789613,51.01,1608916,50.95,1345095,54.28,908366,49.21,760862,52.65,3038358,46.26,2606183,48.91,1075845,46.87,905613,50.03,28408432,50.23,23776594,53.61
2015.16,1680876,54.47,1385004,57.85,2362407,52.56,2161867,55.82,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.67,2789613,51.01,1608916,50.95,1345095,54.28,908366,49.21,760862,52.65,3038358,46.26,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.61
2015.17,1680876,54.47,1385004,57.85,2362407,52.57,2161867,55.82,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.68,2789613,51.01,1608916,50.95,1345095,54.28,908366,49.21,760862,52.65,3038358,46.26,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.61
2015.18,1680876,54.47,1385004,57.85,2362407,52.57,2161867,55.82,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.68,2789613,51.01,1608916,50.96,1345095,54.29,908366,49.21,760862,52.65,3038358,46.26,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.61
2015.19,1680876,54.47,1385004,57.86,2362407,52.57,2161867,55.82,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.68,2789613,51.01,1608916,50.96,1345095,54.29,908366,49.21,760862,52.65,3038358,46.26,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.61
2015.20,1680876,54.48,1385004,57.86,2362407,52.57,2161867,55.82,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.95,3936481,55.49,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.21,760862,52.65,3038358,46.26,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.61
2015.21,1680876,54.48,1385004,57.86,2362407,52.57,2161867,55.82,3100804,53.15,2606714,56.30,6416726,49.30,5279162,53.14,4837702,51.96,3936481,55.49,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.26,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.61
2015.22,1680876,54.48,1385004,57.86,2362407,52.57,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.30,5279162,53.14,4837702,51.96,3936481,55.49,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.91,1075845,46.88,905613,50.03,28408432,50.23,23776594,53.62
2015.23,1680876,54.48,1385004,57.86,2362407,52.58,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.30,5279162,53.14,4837702,51.96,3936481,55.50,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.88,905613,50.03,28408432,50.24,23776594,53.62
2015.24,1680876,54.48,1385004,57.86,2362407,52.58,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.30,5279162,53.14,4837702,51.96,3936481,55.50,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.88,905613,50.04,28408432,50.24,23776594,53.62
2015.25,1680876,54.48,1385004,57.86,2362407,52.58,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.30,5279162,53.14,4837702,51.96,3936481,55.50,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.88,905613,50.04,28408432,50.24,23776594,53.62
2015.26,1680876,54.48,1385004,57.86,2362407,52.58,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.30,5279162,53.15,4837702,51.96,3936481,55.50,3378432,47.68,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.88,905613,50.04,28408432,50.24,23776594,53.62
2015.27,1680876,54.48,1385004,57.86,2362407,52.58,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.31,5279162,53.15,4837702,51.96,3936481,55.50,3378432,47.69,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.88,905613,50.04,28408432,50.24,23776594,53.62
