Week,C01.all,C01.allV%,C01.65+,C01.65+V%,C02.all,C02.allV%,C02.65+,C02.65+V%,C03.all,C03.allV%,C03.65+,C03.65+V%,C04.all,C04.allV%,C04.65+,C04.65+V%,C05.all,C05.allV%,C05.65+,C05.65+V%,C06.all,C06.allV%,C06.65+,C06.65+V%,C07.all,C07.allV%,C07.65+,C07.65+V%,C08.all,C08.allV%,C08.65+,C08.65+V%,C09.all,C09.allV%,C09.65+,C09.65+V%,C10.all,C10.allV%,C10.65+,C10.65+V%,C11.all,C11.allV%,C11.65+,C11.65+V%,C12.all,C12.allV%,C12.65+,C12.65+V%,C13.all,C13.allV%,C13.65+,C13.65+V%,C14.all,C14.allV%,C14.65+,C14.65+V%,C15.all,C15.allV%,C15.65+,C15.65+V%,C16.all,C16.allV%,C16.65+,C16.65+V%,C17.all,C17.allV%,C17.65+,C17.65+V%,C18.all,C18.allV%,C18.65+,C18.65+V%,C19.all,C19.allV%,C19.65+,C19.65+V%,C20.all,C20.allV%,C20.65+,C20.65+V%,C21.all,C21.allV%,C21.65+,C21.65+V%,NJ.all,NJ.allV%,NJ.65+,NJ.65+V%
2013.21,31805,53.32,27317,55.98,99045,56.81,91348,58.47,45482,56.39,39654,58.83,48599,53.33,40329,56.58,17101,54.67,15107,56.91,17456,48.87,14036,52.94,57895,47.60,49855,50.24,26242,48.01,22011,50.26,40061,38.76,33881,40.21,14140,58.36,12978,59.65,36851,55.35,31452,58.24,71683,57.11,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.01,91430,58.99,82881,61.46,42741,49.82,37469,52.01,8894,50.85,7472,53.37,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.34,877626,54.42,774425,56.84
2013.22,31805,53.32,27317,55.99,99045,56.81,91348,58.47,45482,56.39,39654,58.83,48599,53.34,40329,56.59,17101,54.67,15107,56.91,17456,48.87,14036,52.94,57895,47.61,49855,50.24,26242,48.01,22011,50.26,40061,38.76,33881,40.21,14140,58.36,12978,59.65,36851,55.35,31452,58.25,71683,57.11,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.01,91430,58.99,82881,61.46,42741,49.82,37469,52.01,8894,50.87,7472,53.39,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.35,877626,54.42,774425,56.84
2013.23,31805,53.32,27317,55.99,99045,56.82,91348,58.47,45482,56.39,39654,58.83,48599,53.34,40329,56.59,17101,54.67,15107,56.91,17456,48.87,14036,52.94,57895,47.61,49855,50.24,26242,48.02,22011,50.27,40061,38.76,33881,40.21,14140,58.36,12978,59.65,36851,55.36,31452,58.25,71683,57.11,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.01,91430,58.99,82881,61.46,42741,49.82,37469,52.01,8894,50.87,7472,53.39,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.35,877626,54.42,774425,56.85
2013.24,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.35,40329,56.60,17101,54.67,15107,56.91,17456,48.87,14036,52.94,57895,47.61,49855,50.24,26242,48.02,22011,50.27,40061,38.77,33881,40.23,14140,58.36,12978,59.65,36851,55.36,31452,58.25,71683,57.11,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.82,37469,52.01,8894,50.88,7472,53.40,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.35,877626,54.42,774425,56.85
2013.25,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.36,40329,56.60,17101,54.67,15107,56.91,17456,48.87,14036,52.94,57895,47.61,49855,50.24,26242,48.02,22011,50.27,40061,38.78,33881,40.23,14140,58.36,12978,59.65,36851,55.36,31452,58.25,71683,57.11,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.82,37469,52.01,8894,50.88,7472,53.40,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.35,877626,54.42,774425,56.85
2013.26,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.36,40329,56.60,17101,54.67,15107,56.91,17456,48.88,14036,52.94,57895,47.61,49855,50.24,26242,48.03,22011,50.27,40061,38.78,33881,40.23,14140,58.36,12978,59.65,36851,55.36,31452,58.26,71683,57.11,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.83,37469,52.01,8894,50.88,7472,53.40,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.35,877626,54.42,774425,56.85
2013.27,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.36,40329,56.61,17101,54.67,15107,56.91,17456,48.88,14036,52.94,57895,47.61,49855,50.24,26242,48.03,22011,50.27,40061,38.78,33881,40.23,14140,58.36,12978,59.65,36851,55.37,31452,58.27,71683,57.12,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.83,37469,52.01,8894,50.88,7472,53.40,29015,59.25,26584,61.18,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.85,12241,61.35,877626,54.42,774425,56.85
2013.28,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.36,40329,56.61,17101,54.67,15107,56.91,17456,48.88,14036,52.94,57895,47.61,49855,50.24,26242,48.03,22011,50.28,40061,38.79,33881,40.24,14140,58.36,12978,59.65,36851,55.37,31452,58.27,71683,57.12,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.83,37469,52.02,8894,50.89,7472,53.41,29015,59.26,26584,61.19,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.86,12241,61.36,877626,54.42,774425,56.85
2013.29,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.37,40329,56.61,17101,54.67,15107,56.91,17456,48.88,14036,52.94,57895,47.61,49855,50.24,26242,48.03,22011,50.28,40061,38.79,33881,40.25,14140,58.36,12978,59.65,36851,55.37,31452,58.27,71683,57.12,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.83,37469,52.02,8894,50.89,7472,53.41,29015,59.26,26584,61.19,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.87,12241,61.36,877626,54.43,774425,56.85
2013.30,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.37,40329,56.61,17101,54.67,15107,56.91,17456,48.89,14036,52.94,57895,47.61,49855,50.24,26242,48.03,22011,50.28,40061,38.79,33881,40.25,14140,58.36,12978,59.65,36851,55.38,31452,58.28,71683,57.12,63542,59.48,70113,56.33,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.83,37469,52.02,8894,50.89,7472,53.41,29015,59.27,26584,61.20,15891,58.19,13825,60.70,47559,51.85,42111,54.08,13882,58.87,12241,61.36,877626,54.43,774425,56.85
2013.31,31805,53.32,27317,55.99,99045,56.82,91348,58.48,45482,56.39,39654,58.84,48599,53.37,40329,56.62,17101,54.67,15107,56.91,17456,48.89,14036,52.94,57895,47.61,49855,50.24,26242,48.03,22011,50.28,40061,38.80,33881,40.25,14140,58.36,12978,59.65,36851,55.39,31452,58.29,71683,57.12,63542,59.48,70113,56.34,62715,58.78,51741,60.13,47617,62.02,91430,58.99,82881,61.46,42741,49.83,37469,52.02,8894,50.89,7472,53.41,29015,59.27,26584,61.20,15891,58.19,13825,60.70,47559,51.85,42111,54.09,13882,58.87,12241,61.36,877626,54.43,774425,56.85
2013.32,33533,0.07,0,0.00,102142,0.06,0,0.00,48053,0.07,0,0.00,51745,0.09,42507,0.08,0,0.00,0,0.00,18098,0.27,14421,0.21,60300,0.03,0,0.00,27581,0.16,23048,0.13,41114,0.09,0,0.00,0,0.00,0,0.00,38603,0.09,0,0.00,74816,0.07,0,0.00,73428,0.04,0,0.00,54080,0.04,0,0.00,94303,0.07,85013,0.06,44334,0.06,0,0.00,9336,0.24,7774,0.14,0,0.00,0,0.00,16859,0.08,0,0.00,49072,0.05,0,0.00,0,0.00,0,0.00,837397,0.07,172763,0.09
2013.33,33533,0.36,28536,0.30,102142,0.30,93936,0.29,48053,0.37,41638,0.34,51745,0.62,42507,0.56,17883,0.27,15739,0.24,18098,1.07,14421,1.01,60300,0.26,51605,0.24,27581,0.74,23048,0.67,41114,0.42,34535,0.39,15008,0.25,0,0.00,38603,0.38,32668,0.38,74816,0.41,65923,0.42,73428,0.23,65435,0.22,54080,0.24,0,0.00,94303,0.38,85013,0.37,44334,0.31,38644,0.32,9336,0.91,7774,0.75,30314,0.31,0,0.00,16859,0.52,14635,0.52,49072,0.27,43228,0.27,14492,0.32,0,0.00,915094,0.38,699285,0.37
2013.34,33533,0.83,28536,0.71,102142,1.01,93936,1.02,48053,1.08,41638,1.06,51745,1.63,42507,1.57,17883,0.69,15739,0.55,18098,2.23,14421,2.23,60300,0.94,51605,0.95,27581,1.80,23048,1.75,41114,1.19,34535,1.21,15008,0.83,0,0.00,38603,1.04,32668,1.05,74816,1.41,65923,1.44,73428,0.84,65435,0.84,54080,1.13,49710,1.14,94303,1.14,85013,1.14,44334,0.88,38644,0.90,9336,1.84,7774,1.63,30314,0.97,27714,0.96,16859,1.73,14635,1.76,49072,0.95,43228,0.96,14492,0.83,0,0.00,915094,1.13,776709,1.13
2013.35,33533,2.03,28536,1.94,102142,2.62,93936,2.63,48053,3.02,41638,3.06,51745,3.72,42507,3.67,17883,1.79,15739,1.64,18098,3.84,14421,3.97,60300,2.47,51605,2.46,27581,3.61,23048,3.64,41114,2.49,34535,2.51,15008,2.49,13716,2.54,38603,3.09,32668,3.20,74816,3.61,65923,3.60,73428,2.52,65435,2.55,54080,2.79,49710,2.83,94303,2.82,85013,2.87,44334,2.36,38644,2.28,9336,2.93,7774,2.74,30314,2.47,27714,2.43,16859,3.43,14635,3.55,49072,2.67,43228,2.65,14492,2.39,12750,2.45,915094,2.82,803175,2.83
2013.36,33533,4.83,28536,4.87,102142,6.35,93936,6.45,48053,6.60,41638,6.77,51745,7.61,42507,7.78,17883,4.61,15739,4.61,18098,7.34,14421,7.84,60300,5.34,51605,5.46,27581,7.76,23048,8.07,41114,5.31,34535,5.38,15008,6.40,13716,6.50,38603,6.55,32668,6.84,74816,8.16,65923,8.33,73428,6.55,65435,6.76,54080,6.52,49710,6.71,94303,6.65,85013,6.86,44334,5.64,38644,5.61,9336,6.17,7774,6.32,30314,6.05,27714,6.10,16859,7.36,14635,7.67,49072,6.43,43228,6.60,14492,5.91,12750,6.16,915094,6.48,803175,6.63
2013.37,33533,8.85,28536,9.05,102142,12.01,93936,12.35,48053,11.33,41638,11.63,51745,12.60,42507,13.04,17883,8.94,15739,9.11,18098,11.74,14421,12.66,60300,9.57,51605,10.00,27581,12.82,23048,13.54,41114,9.46,34535,9.74,15008,12.21,13716,12.40,38603,11.22,32668,11.78,74816,14.21,65923,14.71,73428,12.30,65435,12.75,54080,13.61,49710,14.13,94303,12.99,85013,13.57,44334,10.12,38644,10.23,9336,10.95,7774,11.41,30314,11.72,27714,11.95,16859,12.91,14635,13.59,49072,11.76,43228,12.20,14492,11.03,12750,11.57,915094,11.82,803175,12.27
2013.38,33533,14.26,28536,14.81,102142,18.41,93936,18.99,48053,17.21,41638,17.84,51745,18.47,42507,19.35,17883,14.02,15739,14.47,18098,16.59,14421,17.93,60300,14.29,51605,15.02,27581,17.81,23048,18.78,41114,14.00,34535,14.54,15008,18.36,13716,18.80,38603,16.64,32668,17.52,74816,21.78,65923,22.79,73428,18.37,65435,19.17,54080,21.05,49710,21.90,94303,19.80,85013,20.76,44334,16.16,38644,16.69,9336,16.67,7774,17.39,30314,18.02,27714,18.55,16859,18.21,14635,19.25,49072,17.98,43228,18.78,14492,17.69,12750,18.54,915094,17.91,803175,18.72
2013.39,33533,20.62,28536,21.60,102142,25.97,93936,26.83,48053,24.79,41638,26.05,51745,24.40,42507,25.74,17883,20.67,15739,21.57,18098,22.20,14421,23.79,60300,20.01,51605,21.16,27581,22.97,23048,24.18,41114,18.37,34535,19.11,15008,25.17,13716,25.87,38603,22.39,32668,23.58,74816,28.58,65923,29.98,73428,24.80,65435,25.95,54080,28.05,49710,29.19,94303,27.79,85013,29.20,44334,23.11,38644,24.17,9336,22.14,7774,23.19,30314,25.38,27714,26.23,16859,24.81,14635,26.15,49072,24.22,43228,25.27,14492,25.03,12750,26.23,915094,24.56,803175,25.76
2013.40,33533,27.98,28536,29.53,102142,32.76,93936,33.83,48053,31.07,41638,32.82,51745,30.08,42507,31.90,17883,28.16,15739,29.55,18098,27.61,14421,29.28,60300,25.56,51605,27.21,27581,27.67,23048,29.19,41114,22.51,34535,23.43,15008,31.49,13716,32.21,38603,29.04,32668,30.70,74816,34.61,65923,36.33,73428,31.35,65435,32.83,54080,34.74,49710,36.04,94303,34.63,85013,36.38,44334,29.55,38644,31.04,9336,27.44,7774,28.80,30314,33.41,27714,34.64,16859,31.51,14635,33.35,49072,29.81,43228,31.17,14492,31.91,12750,33.55,915094,30.85,803175,32.42
2013.41,33533,33.72,28536,35.60,102142,38.65,93936,39.97,48053,36.88,41638,38.94,51745,35.30,42507,37.52,17883,33.63,15739,35.40,18098,31.55,14421,33.73,60300,30.46,51605,32.41,27581,32.03,23048,33.76,41114,26.64,34535,27.83,15008,37.01,13716,37.88,38603,35.24,32668,37.31,74816,40.04,65923,42.03,73428,36.90,65435,38.69,54080,40.50,49710,42.00,94303,40.65,85013,42.68,44334,34.42,38644,36.23,9336,32.09,7774,33.83,30314,39.89,27714,41.41,16859,36.08,14635,38.14,49072,34.95,43228,36.59,14492,38.32,12750,40.36,915094,36.31,803175,38.18
2013.42,33533,38.37,28536,40.47,102142,43.36,93936,44.86,48053,41.31,41638,43.50,51745,39.47,42507,42.05,17883,38.66,15739,40.86,18098,35.04,14421,37.58,60300,34.56,51605,36.79,27581,35.55,23048,37.44,41114,29.68,34535,31.06,15008,41.53,13716,42.60,38603,40.19,32668,42.69,74816,44.43,65923,46.62,73428,41.61,65435,43.64,54080,45.69,49710,47.27,94303,45.41,85013,47.67,44334,39.08,38644,41.18,9336,36.26,7774,38.06,30314,45.34,27714,47.09,16859,41.59,14635,43.75,49072,39.07,43228,40.87,14492,43.65,12750,45.97,915094,40.82,803175,42.93
2013.43,33533,42.01,28536,44.34,102142,46.65,93936,48.21,48053,45.19,41638,47.47,51745,42.56,42507,45.34,17883,42.00,15739,44.36,18098,37.93,14421,40.71,60300,37.32,51605,39.72,27581,38.21,23048,40.25,41114,31.78,34535,33.30,15008,45.06,13716,46.16,38603,43.91,32668,46.70,74816,47.35,65923,49.66,73428,44.82,65435,46.98,54080,49.34,49710,51.05,94303,48.70,85013,51.09,44334,42.01,38644,44.27,9336,39.89,7774,42.08,30314,48.61,27714,50.43,16859,45.32,14635,47.59,49072,42.12,43228,44.09,14492,47.63,12750,50.23,915094,44.03,803175,46.29
2013.44,33533,44.81,28536,47.26,102142,49.07,93936,50.68,48053,47.90,41638,50.30,51745,44.96,42507,47.89,17883,45.04,15739,47.48,18098,40.50,14421,43.60,60300,39.39,51605,41.92,27581,40.52,23048,42.72,41114,33.58,34535,35.21,15008,47.72,13716,48.91,38603,46.32,32668,49.27,74816,49.51,65923,51.88,73428,47.27,65435,49.56,54080,51.78,49710,53.54,94303,51.28,85013,53.74,44334,43.91,38644,46.26,9336,42.96,7774,45.34,30314,51.10,27714,53.03,16859,47.57,14635,49.96,49072,44.40,43228,46.49,14492,49.95,12750,52.58,915094,46.41,803175,48.77
2013.45,33533,46.89,28536,49.40,102142,51.00,93936,52.66,48053,50.02,41638,52.49,51745,46.89,42507,49.91,17883,47.17,15739,49.55,18098,42.40,14421,45.60,60300,41.07,51605,43.69,27581,42.09,23048,44.35,41114,34.94,34535,36.57,15008,49.86,13716,51.09,38603,48.24,32668,51.23,74816,51.24,65923,53.67,73428,49.26,65435,51.63,54080,53.69,49710,55.47,94303,53.12,85013,55.63,44334,45.49,38644,47.90,9336,44.81,7774,47.14,30314,52.88,27714,54.84,16859,49.37,14635,51.85,49072,46.23,43228,48.42,14492,51.84,12750,54.57,915094,48.26,803175,50.68
2013.46,33533,48.50,28536,51.01,102142,52.50,93936,54.18,48053,51.65,41638,54.18,51745,48.48,42507,51.55,17883,48.96,15739,51.14,18098,43.42,14421,46.70,60300,42.39,51605,45.07,27581,43.41,23048,45.69,41114,36.07,34535,37.72,15008,51.53,13716,52.77,38603,49.78,32668,52.86,74816,52.56,65923,54.99,73428,50.91,65435,53.32,54080,55.16,49710,56.95,94303,54.54,85013,57.10,44334,46.83,38644,49.27,9336,45.88,7774,48.33,30314,54.39,27714,56.38,16859,51.00,14635,53.51,49072,47.66,43228,49.89,14492,53.39,12750,56.21,915094,49.72,803175,52.17
2013.47,33533,49.29,28536,51.84,102142,53.18,93936,54.88,48053,52.31,41638,54.84,51745,49.12,42507,52.21,17883,49.58,15739,51.78,18098,43.88,14421,47.18,60300,43.04,51605,45.75,27581,44.13,23048,46.42,41114,36.52,34535,38.16,15008,52.34,13716,53.62,38603,50.40,32668,53.48,74816,53.19,65923,55.64,73428,51.61,65435,54.04,54080,55.80,49710,57.62,94303,55.14,85013,57.71,44334,47.45,38644,49.90,9336,46.45,7774,48.97,30314,55.01,27714,57.02,16859,51.76,14635,54.32,49072,48.28,43228,50.53,14492,54.11,12750,56.94,915094,50.36,803175,52.83
2013.48,33533,50.23,28536,52.82,102142,53.94,93936,55.65,48053,53.14,41638,55.69,51745,49.84,42507,52.95,17883,50.38,15739,52.65,18098,44.47,14421,47.81,60300,44.31,51605,47.10,27581,44.89,23048,47.15,41114,37.26,34535,38.93,15008,53.31,13716,54.58,38603,51.19,32668,54.28,74816,53.88,65923,56.34,73428,52.46,65435,54.91,54080,56.59,49710,58.42,94303,55.86,85013,58.44,44334,48.16,38644,50.63,9336,47.10,7774,49.61,30314,55.88,27714,57.91,16859,52.43,14635,55.03,49072,49.03,43228,51.30,14492,54.84,12750,57.69,915094,51.16,803175,53.65
2013.49,33533,51.03,28536,53.68,102142,54.52,93936,56.23,48053,53.72,41638,56.27,51745,50.31,42507,53.44,17883,51.11,15739,53.40,18098,45.04,14421,48.43,60300,44.89,51605,47.68,27581,45.34,23048,47.59,41114,37.71,34535,39.36,15008,53.96,13716,55.23,38603,51.80,32668,54.88,74816,54.34,65923,56.80,73428,53.08,65435,55.53,54080,57.14,49710,58.98,94303,56.41,85013,59.01,44334,48.66,38644,51.14,9336,47.72,7774,50.31,30314,56.44,27714,58.47,16859,52.87,14635,55.44,49072,49.61,43228,51.90,14492,55.47,12750,58.34,915094,51.72,803175,54.22
2013.50,33533,51.56,28536,54.20,102142,54.90,93936,56.62,48053,54.20,41638,56.78,51745,50.73,42507,53.87,17883,51.54,15739,53.85,18098,45.50,14421,48.94,60300,45.29,51605,48.08,27581,45.78,23048,48.05,41114,38.10,34535,39.74,15008,54.50,13716,55.76,38603,52.26,32668,55.35,74816,54.77,65923,57.24,73428,53.54,65435,55.98,54080,57.57,49710,59.40,94303,56.84,85013,59.43,44334,48.98,38644,51.44,9336,48.24,7774,50.84,30314,56.83,27714,58.86,16859,53.21,14635,55.76,49072,50.07,43228,52.36,14492,55.91,12750,58.78,915094,52.15,803175,54.65
2013.51,33533,51.78,28536,54.42,102142,55.11,93936,56.83,48053,54.41,41638,56.99,51745,50.90,42507,54.06,17883,51.76,15739,54.10,18098,45.66,14421,49.12,60300,45.50,51605,48.29,27581,45.92,23048,48.20,41114,38.27,34535,39.92,15008,54.72,13716,55.98,38603,52.43,32668,55.51,74816,54.94,65923,57.41,73428,53.79,65435,56.23,54080,57.76,49710,59.60,94303,57.03,85013,59.62,44334,49.15,38644,51.60,9336,48.43,7774,51.03,30314,57.06,27714,59.09,16859,53.39,14635,55.94,49072,50.26,43228,52.54,14492,56.04,12750,58.91,915094,52.34,803175,54.84
2013.52,33533,52.07,28536,54.70,102142,55.39,93936,57.10,48053,54.68,41638,57.26,51745,51.11,42507,54.28,17883,52.11,15739,54.46,18098,45.89,14421,49.39,60300,45.71,51605,48.50,27581,46.15,23048,48.43,41114,38.49,34535,40.12,15008,55.12,13716,56.38,38603,52.67,32668,55.74,74816,55.16,65923,57.63,73428,54.08,65435,56.53,54080,58.02,49710,59.85,94303,57.27,85013,59.85,44334,49.35,38644,51.80,9336,48.82,7774,51.44,30314,57.31,27714,59.33,16859,53.67,14635,56.21,49072,50.49,43228,52.78,14492,56.31,12750,59.19,915094,52.59,803175,55.09
2014.01,33533,52.48,28536,55.11,102142,55.78,93936,57.49,48053,55.11,41638,57.70,51745,51.41,42507,54.57,17883,52.55,15739,54.91,18098,46.31,14421,49.82,60300,45.99,51605,48.78,27581,46.46,23048,48.75,41114,38.81,34535,40.46,15008,55.66,13716,56.93,38603,53.00,32668,56.06,74816,55.47,65923,57.91,73428,54.53,65435,56.99,54080,58.46,49710,60.29,94303,57.62,85013,60.19,44334,49.65,38644,52.12,9336,49.28,7774,51.94,30314,57.69,27714,59.71,16859,54.08,14635,56.60,49072,50.91,43228,53.20,14492,56.63,12750,59.49,915094,52.96,803175,55.47
2014.02,33533,52.96,28536,55.59,102142,56.13,93936,57.85,48053,55.56,41638,58.16,51745,51.78,42507,54.96,17883,53.03,15739,55.38,18098,46.73,14421,50.26,60300,46.34,51605,49.14,27581,46.79,23048,49.07,41114,39.12,34535,40.76,15008,56.14,13716,57.43,38603,53.32,32668,56.38,74816,55.75,65923,58.20,73428,54.94,65435,57.40,54080,58.85,49710,60.67,94303,57.92,85013,60.49,44334,49.98,38644,52.43,9336,49.87,7774,52.56,30314,58.10,27714,60.13,16859,54.33,14635,56.82,49072,51.25,43228,53.53,14492,56.97,12750,59.81,915094,53.32,803175,55.83
2014.03,33533,53.20,28536,55.85,102142,56.31,93936,58.03,48053,55.75,41638,58.35,51745,51.93,42507,55.10,17883,53.29,15739,55.66,18098,46.87,14421,50.43,60300,46.52,51605,49.32,27581,46.95,23048,49.23,41114,39.25,34535,40.90,15008,56.38,13716,57.68,38603,53.53,32668,56.59,74816,55.95,65923,58.39,73428,55.12,65435,57.59,54080,59.06,49710,60.89,94303,58.08,85013,60.66,44334,50.12,38644,52.57,9336,50.07,7774,52.74,30314,58.30,27714,60.34,16859,54.52,14635,57.03,49072,51.43,43228,53.71,14492,57.28,12750,60.12,915094,53.51,803175,56.02
2014.04,33533,53.38,28536,56.03,102142,56.48,93936,58.19,48053,55.90,41638,58.50,51745,52.08,42507,55.24,17883,53.49,15739,55.86,18098,46.96,14421,50.53,60300,46.68,51605,49.48,27581,47.09,23048,49.38,41114,39.41,34535,41.05,15008,56.63,13716,57.92,38603,53.70,32668,56.74,74816,56.07,65923,58.50,73428,55.27,65435,57.75,54080,59.18,49710,61.00,94303,58.21,85013,60.77,44334,50.22,38644,52.66,9336,50.26,7774,52.91,30314,58.44,27714,60.48,16859,54.62,14635,57.14,49072,51.67,43228,53.91,14492,57.44,12750,60.28,915094,53.66,803175,56.16
2014.05,33533,53.48,28536,56.12,102142,56.54,93936,58.24,48053,55.97,41638,58.55,51745,52.16,42507,55.32,17883,53.60,15739,55.96,18098,47.09,14421,50.63,60300,46.74,51605,49.54,27581,47.17,23048,49.45,41114,39.49,34535,41.12,15008,56.72,13716,58.02,38603,53.75,32668,56.80,74816,56.12,65923,58.54,73428,55.38,65435,57.85,54080,59.25,49710,61.07,94303,58.27,85013,60.83,44334,50.26,38644,52.70,9336,50.45,7774,53.13,30314,58.51,27714,60.54,16859,54.65,14635,57.18,49072,51.74,43228,53.99,14492,57.51,12750,60.35,915094,53.73,803175,56.23
2014.06,33533,53.54,28536,56.18,102142,56.61,93936,58.31,48053,56.01,41638,58.59,51745,52.22,42507,55.38,17883,53.64,15739,56.01,18098,47.15,14421,50.69,60300,46.79,51605,49.58,27581,47.23,23048,49.50,41114,39.55,34535,41.17,15008,56.79,13716,58.09,38603,53.81,32668,56.84,74816,56.18,65923,58.60,73428,55.42,65435,57.89,54080,59.30,49710,61.11,94303,58.32,85013,60.87,44334,50.30,38644,52.74,9336,50.55,7774,53.24,30314,58.56,27714,60.60,16859,54.69,14635,57.20,49072,51.81,43228,54.05,14492,57.55,12750,60.38,915094,53.78,803175,56.28
2014.07,33533,53.57,28536,56.20,102142,56.64,93936,58.34,48053,56.05,41638,58.63,51745,52.26,42507,55.42,17883,53.70,15739,56.06,18098,47.20,14421,50.74,60300,46.83,51605,49.62,27581,47.26,23048,49.52,41114,39.59,34535,41.21,15008,56.85,13716,58.14,38603,53.86,32668,56.88,74816,56.23,65923,58.65,73428,55.48,65435,57.95,54080,59.34,49710,61.16,94303,58.36,85013,60.91,44334,50.34,38644,52.77,9336,50.57,7774,53.27,30314,58.61,27714,60.63,16859,54.72,14635,57.22,49072,51.85,43228,54.09,14492,57.58,12750,60.41,915094,53.83,803175,56.32
2014.08,33533,53.60,28536,56.21,102142,56.68,93936,58.37,48053,56.09,41638,58.67,51745,52.31,42507,55.46,17883,53.75,15739,56.12,18098,47.26,14421,50.80,60300,46.87,51605,49.66,27581,47.29,23048,49.54,41114,39.65,34535,41.27,15008,56.96,13716,58.23,38603,53.91,32668,56.92,74816,56.27,65923,58.68,73428,55.51,65435,57.98,54080,59.39,49710,61.20,94303,58.39,85013,60.94,44334,50.37,38644,52.79,9336,50.63,7774,53.29,30314,58.67,27714,60.69,16859,54.74,14635,57.22,49072,51.89,43228,54.13,14492,57.59,12750,60.42,915094,53.87,803175,56.35
2014.09,33533,53.62,28536,56.23,102142,56.69,93936,58.38,48053,56.11,41638,58.68,51745,52.33,42507,55.48,17883,53.77,15739,56.13,18098,47.29,14421,50.84,60300,46.90,51605,49.68,27581,47.30,23048,49.55,41114,39.68,34535,41.30,15008,57.00,13716,58.28,38603,53.95,32668,56.97,74816,56.29,65923,58.70,73428,55.54,65435,58.00,54080,59.40,49710,61.22,94303,58.41,85013,60.96,44334,50.39,38644,52.81,9336,50.64,7774,53.31,30314,58.71,27714,60.73,16859,54.75,14635,57.23,49072,51.92,43228,54.17,14492,57.61,12750,60.44,915094,53.89,803175,56.37
2014.10,33533,53.62,28536,56.24,102142,56.71,93936,58.40,48053,56.12,41638,58.69,51745,52.35,42507,55.50,17883,53.78,15739,56.14,18098,47.31,14421,50.86,60300,46.91,51605,49.69,27581,47.32,23048,49.57,41114,39.69,34535,41.31,15008,57.02,13716,58.29,38603,53.98,32668,56.99,74816,56.31,65923,58.70,73428,55.56,65435,58.02,54080,59.42,49710,61.24,94303,58.43,85013,60.98,44334,50.40,38644,52.82,9336,50.64,7774,53.31,30314,58.73,27714,60.76,16859,54.76,14635,57.25,49072,51.95,43228,54.20,14492,57.63,12750,60.44,915094,53.91,803175,56.39
