Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,MS.Tmax,MS.Tmin,MS.prcp
2002.03,12.50,-0.39,5.96,11.77,-1.50,6.90,11.72,0.40,3.73,10.77,0.27,4.88,16.48,1.10,4.15,14.48,-0.22,2.33,15.66,1.17,3.03,11.63,0.41,4.05,17.45,3.45,2.09,13.93,0.68,4.02
2002.04,13.97,2.38,16.30,12.87,0.91,22.12,13.49,2.96,16.66,12.10,1.44,15.34,18.21,5.01,7.93,16.69,4.21,11.35,16.35,5.32,9.39,13.41,4.73,8.05,20.48,8.16,2.32,15.70,4.07,11.58
2002.05,18.72,6.38,3.41,17.24,4.74,1.48,17.03,6.44,2.10,15.64,5.23,3.13,20.94,9.28,2.45,19.10,7.82,3.01,19.18,8.73,1.62,14.63,6.74,3.61,20.91,11.46,1.51,18.45,7.67,2.44
2002.06,7.74,-0.61,3.31,6.70,-2.16,3.59,7.37,0.26,4.99,7.64,-0.39,5.72,9.99,1.40,5.08,9.90,0.58,5.14,10.61,1.98,5.53,7.86,1.20,4.09,12.08,2.97,5.23,9.07,0.66,4.82
2002.07,13.38,-0.73,0.56,13.07,-1.73,0.53,11.92,0.35,0.47,12.76,-0.92,0.33,15.67,0.60,0.39,16.62,-0.42,0.08,16.52,1.62,0.11,11.63,0.48,0.11,18.13,3.14,0.07,14.68,0.34,0.29
2002.08,16.06,2.77,6.53,14.17,0.01,5.62,14.54,2.94,5.82,13.86,1.09,3.18,18.57,2.70,6.59,18.91,1.44,4.66,21.04,4.25,5.47,13.36,1.63,3.81,20.19,4.99,2.44,16.89,2.44,4.78
2002.09,11.42,-2.44,0.84,10.30,-4.16,1.18,12.64,-1.44,0.62,9.53,-2.50,0.54,13.67,-1.43,1.14,12.78,-2.47,0.94,12.64,-0.04,9.09,9.86,-1.10,3.58,15.11,0.55,7.23,12.21,-1.64,2.68
2002.10,13.32,-0.42,2.48,13.48,-1.54,1.03,15.66,0.10,1.24,12.01,-0.96,0.44,16.88,1.06,0.68,15.38,0.27,0.40,15.64,2.00,0.24,11.47,-0.20,0.61,17.21,1.95,0.48,14.80,0.32,0.78
2002.11,17.20,4.43,10.55,16.23,3.15,10.36,18.33,5.40,10.34,14.32,3.99,8.57,20.26,7.81,8.26,17.97,6.45,8.00,19.45,7.62,5.53,14.91,5.77,6.03,20.52,8.52,6.12,17.88,6.07,8.16
2002.12,15.94,6.09,10.89,16.39,5.95,9.95,19.99,7.96,8.42,16.07,6.72,7.18,22.76,10.38,6.61,20.48,9.44,5.67,21.29,10.51,4.45,16.35,7.84,6.04,23.00,13.46,2.69,19.51,9.01,6.64
2002.13,18.85,4.83,4.98,17.91,3.90,4.08,21.42,7.09,4.70,16.35,4.52,4.57,22.99,8.69,1.27,20.13,6.29,1.31,20.28,7.58,5.56,16.16,5.48,4.07,22.75,9.07,5.52,19.95,6.59,3.87
2002.14,18.68,5.57,7.82,15.80,3.27,8.79,19.63,6.23,6.05,14.35,5.31,7.48,21.30,8.26,5.36,19.15,6.85,4.61,20.74,10.60,14.65,15.26,6.10,2.35,24.26,12.23,2.65,19.14,7.40,6.23
2002.15,22.76,11.03,3.37,20.80,9.52,3.59,23.85,11.74,6.19,17.15,7.91,6.99,25.00,12.97,9.71,21.47,10.95,6.68,24.20,12.58,12.84,16.33,8.83,9.23,23.82,14.10,10.34,21.90,11.23,7.59
2002.16,28.73,17.74,0.00,26.23,15.00,0.01,28.70,17.69,0.00,21.10,12.31,0.01,28.80,17.24,0.00,25.48,14.12,0.12,28.29,16.76,0.00,19.32,11.30,0.34,27.34,17.53,0.37,26.11,15.60,0.10
2002.17,24.76,12.29,4.37,22.72,10.02,2.26,24.90,12.68,2.26,18.48,9.19,2.89,25.94,14.46,0.73,22.55,12.05,0.45,26.69,16.11,0.32,17.59,10.00,0.07,28.08,17.85,0.00,23.67,12.83,1.42
2002.18,26.61,15.05,15.65,22.71,12.73,22.98,28.61,17.87,4.69,21.45,12.58,5.74,30.41,20.53,1.01,27.15,17.92,0.50,27.12,17.74,0.06,20.85,14.17,0.98,30.48,22.08,0.00,26.63,17.24,5.09
2002.19,25.96,14.70,4.74,23.55,15.21,4.29,28.89,18.62,2.61,24.34,15.62,2.00,30.84,19.94,0.67,27.17,16.73,0.63,27.32,17.02,0.09,21.66,13.25,0.00,31.14,21.57,0.00,27.38,17.52,1.50
2002.20,26.12,11.13,5.00,23.59,10.58,3.80,26.67,12.92,3.23,23.76,10.92,5.81,28.21,13.35,3.86,24.93,10.76,2.35,24.82,12.29,2.03,19.54,9.17,2.25,28.65,16.33,2.66,25.66,12.30,3.52
2002.21,23.71,8.64,0.00,21.13,6.93,0.00,25.01,10.46,0.04,20.29,7.33,0.07,25.24,9.91,0.00,22.23,6.72,0.00,22.36,8.52,0.00,17.36,6.20,0.14,25.76,11.15,0.00,22.98,8.65,0.02
2002.22,29.10,17.57,5.21,26.47,15.12,4.91,29.18,17.26,3.25,22.69,13.13,2.43,29.77,18.05,4.91,26.90,14.16,4.83,25.67,14.40,9.87,20.53,11.29,9.83,30.03,17.51,8.65,27.09,15.67,5.72
2002.23,31.88,19.37,1.17,28.87,16.97,0.41,32.14,19.76,0.71,27.12,16.05,0.31,33.43,20.46,0.05,26.72,15.22,0.42,27.87,16.91,0.63,22.40,13.62,0.62,32.14,21.24,2.41,29.59,18.04,0.77
2002.24,31.47,20.00,2.63,27.96,17.60,4.30,32.08,20.65,2.79,24.56,15.31,1.71,32.53,20.18,1.55,26.16,15.05,1.37,27.44,17.37,4.97,22.02,13.10,2.04,32.14,21.33,2.71,28.80,18.06,2.51
2002.25,30.41,17.54,0.07,27.22,14.70,0.04,28.19,16.02,0.30,25.31,13.48,0.09,31.22,17.52,2.36,25.20,12.78,3.40,26.59,15.21,1.04,20.86,12.24,2.69,30.33,20.04,4.29,27.66,15.78,1.79
2002.26,31.11,20.38,1.82,28.09,18.20,2.14,29.78,20.60,5.55,23.20,15.57,4.28,29.71,20.47,10.74,26.74,17.30,6.86,24.92,16.91,9.27,19.89,13.45,8.71,30.08,21.05,12.33,27.35,18.46,7.25
2002.27,33.82,21.54,0.44,30.24,18.68,4.42,32.96,21.42,1.79,25.19,16.09,5.39,32.84,21.11,2.70,28.98,17.74,2.68,26.92,17.93,5.02,21.82,13.85,5.79,32.63,21.79,3.80,29.89,19.18,3.54
2002.28,34.16,22.11,6.00,30.45,19.41,4.71,33.83,22.41,4.30,25.88,16.80,3.72,33.98,21.87,3.55,30.20,18.57,5.28,28.55,18.27,5.76,22.17,14.35,5.50,32.70,22.19,4.16,30.62,19.84,4.55
2002.29,30.92,20.91,3.88,28.28,18.58,3.18,32.45,21.54,3.38,24.85,16.43,4.18,32.97,21.65,4.67,29.56,18.55,1.73,27.81,18.18,4.29,22.45,14.49,3.24,33.49,22.92,2.04,29.71,19.60,3.40
2002.30,32.55,21.94,4.84,29.19,19.43,3.11,32.94,22.09,5.94,24.72,16.53,6.45,33.05,21.99,4.52,29.05,18.77,4.97,28.28,18.43,7.93,21.81,14.24,6.29,32.47,22.03,8.11,29.75,19.79,5.76
2002.31,32.78,22.44,6.36,27.87,18.41,1.52,33.39,22.37,2.52,28.01,18.34,1.05,33.55,22.27,7.96,29.58,19.05,6.91,27.89,18.32,7.91,21.46,14.22,5.78,32.24,22.26,7.58,30.18,20.10,5.42
2002.32,33.99,20.89,0.40,30.87,18.21,0.70,33.67,20.99,0.16,30.25,18.72,0.35,32.97,21.80,0.69,33.35,20.77,0.70,26.51,17.73,3.91,21.48,14.16,3.59,31.33,22.24,13.02,30.95,19.92,2.97
2002.33,26.28,17.76,12.41,28.36,18.35,6.80,31.76,20.92,5.95,27.34,17.19,5.13,26.90,17.75,11.76,33.08,20.02,2.36,25.77,17.21,8.30,21.34,13.96,3.23,31.42,22.99,2.27,28.34,18.73,6.56
2002.34,28.15,18.76,1.24,30.54,19.22,1.96,33.49,22.12,2.17,27.86,18.13,1.71,28.29,19.02,1.53,33.68,21.29,2.70,20.94,13.95,2.41,22.18,14.51,1.98,31.87,22.53,5.81,29.05,19.24,2.50
2002.35,27.09,16.74,2.06,28.57,17.08,2.23,31.53,20.00,2.57,26.17,16.66,3.30,27.18,17.47,0.77,32.41,19.51,2.82,26.63,17.01,2.71,21.46,13.70,2.92,32.56,21.81,1.62,28.47,18.04,2.18
2002.36,33.24,19.99,0.25,30.50,17.41,0.18,33.77,20.86,0.01,25.83,15.94,0.01,33.57,21.47,0.54,29.94,17.97,0.13,27.09,17.59,1.26,21.11,13.82,1.04,30.80,22.47,9.86,30.00,19.03,1.77
2002.37,32.78,18.65,0.04,29.99,16.42,0.01,33.51,19.40,0.01,28.76,16.30,0.00,33.78,20.54,3.08,30.44,16.98,0.16,27.47,17.16,1.06,21.50,13.35,0.95,31.59,22.28,6.27,30.58,18.38,1.67
2002.38,30.97,20.86,12.50,28.39,18.70,8.39,31.35,21.60,6.47,24.87,16.78,3.31,32.67,23.00,3.09,29.60,19.19,3.97,26.69,18.35,4.24,21.10,14.02,2.87,31.84,23.04,2.96,29.19,19.99,4.85
2002.39,25.47,15.49,25.18,22.61,13.58,29.30,25.74,16.85,20.43,19.77,13.21,28.46,22.17,15.59,28.39,24.06,16.74,31.83,22.53,16.17,25.52,17.69,13.07,33.86,28.53,21.26,36.72,23.36,16.02,29.40
2002.40,29.64,18.27,5.71,26.62,16.09,7.43,29.86,19.19,7.44,25.29,16.11,7.73,30.33,20.21,5.45,27.46,17.14,7.33,25.96,17.01,9.51,20.45,13.58,6.11,30.32,21.85,6.17,27.78,18.14,6.84
2002.41,24.14,13.73,18.84,21.48,11.90,14.88,25.04,15.37,11.53,21.27,13.46,3.32,26.59,17.55,6.89,23.73,16.50,5.23,23.44,16.53,4.92,18.76,13.04,4.64,29.34,20.59,7.30,24.27,15.85,8.09
2002.42,18.59,7.11,0.84,17.87,5.97,0.22,21.03,8.26,0.43,17.19,6.86,3.18,23.40,9.31,0.33,19.99,7.95,4.55,20.05,8.33,0.08,15.53,6.90,2.94,24.29,13.00,3.50,20.29,8.50,1.94
2002.43,20.20,11.80,1.40,17.25,10.41,1.34,20.53,13.92,4.74,17.08,11.59,2.71,21.64,15.35,7.84,19.90,13.81,3.95,19.62,14.19,8.97,15.85,11.07,5.01,24.72,17.83,6.71,20.03,13.71,4.92
2002.44,17.23,9.29,2.62,14.87,7.91,3.79,18.23,10.34,3.35,15.69,9.65,4.75,19.83,12.69,9.41,19.28,11.44,12.04,18.88,12.15,13.92,14.72,9.16,8.23,23.61,15.79,11.36,18.48,11.33,8.05
2002.45,13.88,4.96,11.72,13.14,4.13,9.16,16.10,6.84,10.30,13.06,5.12,10.61,18.32,7.26,10.20,15.96,6.12,6.01,16.44,6.72,13.81,12.86,5.33,7.11,21.36,10.29,5.82,16.17,6.56,9.13
2002.46,19.07,5.13,3.80,16.85,4.07,3.71,19.23,5.93,2.86,16.35,5.14,7.13,20.55,7.57,4.51,18.58,6.39,4.39,18.68,6.80,2.08,14.29,5.71,6.14,21.69,10.70,11.45,18.71,6.68,5.52
2002.47,15.90,1.37,0.22,13.99,0.78,0.43,17.07,2.67,0.17,13.37,1.98,0.24,18.09,3.60,0.10,15.26,2.85,0.86,15.38,3.84,0.48,11.76,3.27,3.03,18.01,6.64,3.89,15.75,3.19,1.06
2002.48,11.72,-0.72,1.09,10.67,-1.14,0.57,12.90,0.73,1.41,11.27,-0.29,0.96,15.33,1.83,1.15,14.27,0.30,0.22,12.37,1.62,1.19,11.62,1.14,0.65,17.35,3.98,0.74,13.50,1.00,0.87
2002.49,8.62,-2.23,6.16,7.93,-2.95,7.95,10.78,-0.90,6.10,9.92,-1.42,6.07,13.45,0.52,5.44,12.31,-0.44,4.60,12.19,0.96,7.76,10.46,0.52,5.12,16.59,3.17,2.16,11.85,-0.11,5.44
2002.50,8.76,0.38,4.10,7.50,0.58,3.54,9.22,1.08,3.58,7.56,1.35,5.58,10.58,1.07,3.88,8.85,1.56,7.04,10.09,1.50,3.56,7.57,1.49,6.71,13.59,4.40,6.20,9.57,1.62,5.00
2002.51,16.78,5.06,12.49,14.65,3.03,5.72,18.18,5.89,4.21,14.80,2.49,2.54,19.66,5.85,1.67,16.75,3.21,2.52,17.18,4.92,2.03,13.00,2.67,3.32,18.91,5.67,5.31,17.01,4.39,4.04
2002.52,9.14,-1.70,8.77,8.19,-2.96,7.62,11.19,-0.24,7.38,9.30,-1.74,5.41,13.45,0.92,8.26,12.90,0.41,9.88,12.74,2.13,5.75,10.80,1.44,11.69,17.38,4.86,5.38,12.12,0.52,7.62
2003.01,12.63,2.14,2.85,10.85,1.87,2.90,13.91,3.63,4.43,11.19,1.78,4.63,13.69,2.77,4.92,13.00,2.04,6.11,13.59,3.14,4.38,10.04,1.96,7.10,16.52,4.42,9.18,13.06,2.69,5.39
2003.02,11.48,-2.07,0.12,10.42,-2.40,0.72,12.93,-0.62,0.05,11.81,-1.89,0.04,15.02,0.31,0.22,13.37,-0.75,0.10,13.34,0.08,0.48,10.65,0.19,0.53,16.44,2.00,0.00,13.26,-0.41,0.22
2003.03,5.05,-5.47,0.81,5.02,-5.89,1.01,6.60,-4.08,0.52,5.46,-4.01,0.71,8.05,-2.99,0.13,8.04,-3.34,0.13,9.00,-1.88,0.00,7.43,-1.57,0.07,12.31,-0.21,0.01,7.73,-3.12,0.35
2003.04,6.68,-6.52,0.48,5.29,-6.92,0.19,9.19,-4.57,0.47,7.57,-7.05,2.11,10.82,-3.16,0.01,9.58,-3.38,0.08,10.36,-1.73,0.01,8.24,-1.10,0.01,13.80,0.79,0.00,9.45,-3.60,0.39
2003.05,9.25,-2.93,2.47,7.86,-3.13,3.03,10.41,-1.49,2.90,8.07,-1.29,4.65,12.75,0.24,4.95,10.63,-0.24,5.86,11.40,1.49,5.90,9.10,0.42,2.25,15.75,3.04,0.32,10.97,-0.22,3.68
2003.06,10.04,-1.62,5.37,9.01,-1.86,5.41,10.58,0.22,5.40,9.98,-0.79,6.63,12.72,1.88,4.98,11.75,0.70,4.22,12.15,2.01,5.30,9.21,1.14,5.44,15.71,4.31,1.80,11.62,0.91,4.80
2003.07,11.70,-0.60,7.04,10.96,-1.10,6.67,13.51,3.14,2.89,11.21,-0.01,2.24,16.23,3.77,3.48,15.58,2.02,3.60,15.21,3.51,3.04,12.18,2.03,2.63,18.30,5.58,1.46,14.32,2.30,3.46
2003.08,10.35,2.43,12.26,10.28,2.18,15.59,12.45,3.44,14.62,11.77,3.74,19.21,14.97,4.27,19.20,14.11,3.90,20.30,14.41,4.97,29.11,11.34,3.61,15.03,17.75,6.87,13.89,13.51,4.12,17.75
2003.09,5.95,-0.13,5.48,7.01,0.34,6.01,8.26,1.12,7.92,8.80,1.57,7.60,11.37,3.12,4.50,11.78,3.55,3.49,11.98,3.22,2.25,10.34,4.07,5.29,17.12,8.21,5.33,10.76,3.08,5.32
2003.10,11.18,0.35,0.73,12.25,0.45,0.95,13.42,2.54,1.93,11.62,2.58,3.78,15.61,4.94,4.73,14.68,4.96,4.04,13.56,6.37,2.61,10.89,5.05,8.12,18.45,10.51,4.55,14.01,4.54,3.64
2003.11,18.08,4.37,1.92,16.72,4.21,1.85,19.29,5.79,1.24,16.91,5.31,3.23,21.09,7.27,2.19,20.00,7.24,4.86,19.84,7.60,4.21,15.10,6.56,6.04,23.21,12.34,7.14,19.35,7.06,3.69
2003.12,20.74,9.55,2.34,17.94,8.42,4.89,21.02,9.99,3.86,16.96,8.50,5.68,22.11,9.97,4.03,19.24,8.83,3.40,19.16,8.36,3.84,15.22,6.83,3.23,23.91,11.53,3.19,19.98,9.32,3.92
2003.13,22.71,7.17,3.85,21.09,6.02,3.42,22.64,8.44,2.15,19.66,6.89,1.56,23.54,8.61,1.09,21.36,7.51,0.61,20.34,8.30,1.07,16.27,6.33,0.79,24.26,11.35,1.60,21.70,8.06,1.68
2003.14,20.44,7.76,1.03,19.06,7.48,1.41,21.32,8.89,0.56,17.24,6.88,0.82,22.21,9.96,0.31,19.26,6.99,1.24,18.40,7.44,0.07,14.70,5.76,0.54,21.23,9.62,1.35,19.67,8.11,0.84
2003.15,18.47,6.91,4.30,17.62,6.37,7.12,19.51,7.85,10.74,16.44,7.47,12.44,19.92,8.61,22.73,18.05,7.90,19.41,17.79,7.78,4.37,13.76,6.29,9.06,21.83,10.59,12.54,18.51,8.00,13.08
2003.16,28.03,10.62,1.63,25.34,9.58,1.42,27.85,11.57,0.00,25.20,9.35,0.26,27.96,12.00,0.00,25.56,9.22,0.00,24.25,9.85,0.00,19.16,7.83,0.00,27.85,13.35,0.00,26.10,10.65,0.30
2003.17,23.04,11.13,6.46,20.59,9.27,9.18,23.98,12.66,5.44,19.80,9.19,8.94,25.12,13.08,8.33,22.48,10.36,19.02,23.47,12.20,0.96,17.80,8.23,4.03,26.89,15.71,1.33,22.96,11.60,7.64
2003.18,27.81,14.17,2.13,25.25,11.55,2.59,28.18,14.75,1.48,22.43,11.09,0.96,28.41,14.70,0.15,25.30,11.92,1.81,24.80,12.09,0.07,19.41,9.54,0.78,28.76,15.21,0.11,25.96,13.01,1.02
2003.19,29.14,19.79,16.11,25.85,17.36,13.92,29.85,20.56,3.74,24.46,16.61,7.61,31.30,21.64,2.75,27.44,18.90,2.56,27.44,19.12,0.00,21.09,14.52,0.71,30.72,24.01,0.07,27.95,19.60,4.92
2003.20,26.51,15.17,15.70,24.18,12.95,15.29,27.14,15.75,5.72,22.55,12.41,10.47,27.17,16.80,6.85,24.39,13.98,4.68,24.84,15.80,2.46,19.79,11.21,3.98,30.24,20.12,0.78,25.60,15.27,7.12
2003.21,25.47,15.67,3.24,22.16,13.99,3.75,25.69,16.20,3.58,20.49,13.76,7.40,26.69,16.71,6.72,23.36,15.25,4.03,23.79,14.76,5.30,18.68,11.93,9.06,28.83,19.15,11.60,24.32,15.60,6.40
2003.22,27.70,13.91,0.19,24.45,11.73,0.36,28.14,15.08,0.38,22.58,11.52,0.85,28.79,16.25,2.35,25.74,13.70,1.30,25.02,13.34,2.63,19.47,10.84,2.47,29.79,17.17,0.84,26.19,14.08,1.28
2003.23,27.06,15.78,6.84,23.74,13.62,5.16,28.37,17.23,5.72,23.44,13.69,6.13,29.83,18.96,2.76,22.99,14.34,6.64,26.83,17.31,2.95,20.14,13.41,5.92,30.29,21.36,16.39,26.28,16.55,6.77
2003.24,28.91,17.80,6.28,26.45,15.40,2.69,29.61,18.67,11.11,24.50,15.25,9.91,30.42,19.66,14.82,27.39,17.24,8.81,26.86,17.48,8.55,20.82,13.75,11.80,31.34,22.27,6.48,27.83,17.90,9.28
2003.25,29.60,19.38,6.66,26.86,16.92,5.82,29.56,20.31,4.53,25.13,16.29,8.57,30.51,20.61,4.90,27.44,17.63,6.76,26.11,17.70,9.25,20.68,14.03,9.34,30.78,21.91,7.74,27.88,18.66,6.88
2003.26,30.92,18.16,2.38,28.12,15.34,2.93,31.18,19.93,1.32,25.63,15.33,2.60,31.90,21.35,1.08,28.23,17.24,6.24,27.25,19.05,3.80,21.34,14.11,6.76,31.18,22.66,11.73,28.86,18.54,4.43
2003.27,31.24,20.57,2.59,28.02,17.90,1.06,31.10,21.09,2.91,24.98,17.19,5.70,30.92,21.45,6.89,26.89,18.60,16.06,25.84,18.45,5.61,19.81,14.19,23.90,29.20,22.59,30.05,27.93,19.48,11.18
2003.28,31.88,22.05,2.49,28.65,19.32,2.11,31.35,22.06,3.64,26.09,18.12,4.21,31.73,21.92,3.43,28.31,19.00,6.16,26.47,18.57,9.24,21.17,14.31,4.50,31.32,22.44,5.19,29.00,20.07,4.46
2003.29,33.29,21.62,5.41,29.82,18.78,3.44,33.38,22.00,1.30,27.39,17.84,3.20,33.26,21.86,1.36,29.39,18.59,4.36,28.19,18.28,3.22,21.98,14.20,3.11,31.91,22.26,5.49,30.26,19.83,3.38
2003.30,30.85,19.47,0.99,28.14,17.11,3.04,31.65,20.18,0.95,25.99,16.41,1.54,32.00,21.18,3.56,28.36,17.49,4.52,27.13,18.65,4.97,21.06,13.95,6.86,31.49,22.08,8.36,29.00,18.86,3.98
2003.31,31.99,21.31,5.75,28.77,18.80,7.28,32.96,21.87,2.14,27.00,17.62,7.01,33.10,22.11,1.33,29.15,19.07,2.70,28.20,18.76,1.11,21.92,14.19,2.92,32.07,22.22,7.59,29.92,19.90,4.30
2003.32,31.50,20.93,6.36,28.08,18.24,11.93,32.02,21.42,3.35,26.10,17.29,12.86,32.67,21.99,5.96,28.62,18.83,8.51,28.74,19.47,1.24,21.36,14.34,7.28,32.45,22.92,3.90,29.53,19.85,7.06
2003.33,31.11,20.20,0.79,28.39,18.01,2.36,31.49,20.57,1.89,26.15,17.50,4.51,31.92,20.92,3.50,28.32,18.76,5.74,27.70,17.85,2.41,20.95,14.14,5.82,31.25,22.15,2.19,29.03,19.27,3.36
2003.34,34.78,22.17,2.28,30.84,19.34,2.32,34.73,22.33,1.03,28.03,18.67,1.51,34.22,22.26,1.31,29.75,19.45,1.95,29.10,18.36,2.75,21.96,14.43,5.44,32.00,22.23,5.30,30.98,20.27,2.56
2003.35,33.46,21.65,3.65,30.02,18.97,3.12,33.82,22.19,4.39,27.73,18.12,3.98,33.78,22.43,3.73,29.63,19.26,3.94,29.27,18.88,1.82,22.14,14.70,4.24,32.08,23.17,4.35,30.62,20.31,3.77
2003.36,30.44,20.20,5.32,27.72,17.92,4.64,30.68,20.21,6.87,25.94,17.02,3.65,30.92,21.05,4.95,27.71,18.14,3.55,26.87,17.86,6.40,21.22,14.17,3.12,31.30,22.49,7.45,28.52,19.16,5.09
2003.37,30.53,18.19,0.46,27.39,15.24,0.03,30.36,18.78,1.70,24.89,14.64,0.00,30.05,19.39,2.25,26.73,15.67,0.61,26.83,16.50,2.78,20.10,12.58,2.61,30.06,20.96,2.87,27.77,17.24,1.48
2003.38,28.87,13.83,1.34,26.00,12.54,1.10,29.46,14.56,0.49,24.67,12.88,0.86,29.98,15.47,0.86,26.68,13.25,1.21,26.06,13.12,1.89,20.28,10.72,1.35,30.60,18.36,1.81,27.42,14.24,1.19
2003.39,27.88,15.44,9.06,25.01,12.95,12.77,28.44,15.66,8.07,23.45,13.09,8.83,29.16,17.44,5.41,26.01,14.90,5.79,25.65,14.31,3.14,19.69,12.12,8.19,29.53,19.97,6.59,26.52,15.53,7.38
2003.40,23.02,6.54,0.06,19.74,5.26,0.00,23.27,7.33,0.00,19.06,6.01,0.12,24.54,8.97,0.00,21.36,6.46,0.15,22.73,7.81,0.00,16.75,5.98,0.35,25.97,12.01,0.65,22.20,7.69,0.16
2003.41,25.71,14.42,4.77,22.75,13.08,3.74,25.84,14.93,6.27,20.41,12.11,6.30,25.70,16.28,5.00,21.45,13.34,6.13,23.45,12.69,3.04,16.65,11.11,1.21,26.50,17.55,8.55,23.46,14.31,5.39
2003.42,23.18,10.98,0.86,20.52,9.30,2.25,23.49,11.99,0.79,19.49,9.37,1.13,24.12,11.95,0.32,21.49,9.24,0.48,22.86,9.66,0.19,16.68,7.08,0.07,26.00,13.60,0.30,22.32,10.64,0.70
2003.43,27.84,9.50,0.71,24.99,7.91,0.61,28.47,10.77,1.34,22.91,7.99,0.08,28.90,11.20,0.74,25.08,8.29,0.76,25.38,8.54,0.25,19.27,7.10,0.24,28.21,13.09,0.07,26.04,9.68,0.52
2003.44,22.35,8.51,2.54,19.99,7.37,5.05,23.32,9.95,3.92,18.78,7.77,4.62,23.66,10.24,2.14,20.92,8.57,2.36,21.15,9.07,2.78,16.63,7.07,4.76,24.52,13.13,2.28,21.59,9.35,3.23
2003.45,23.75,9.98,0.28,21.86,9.13,0.28,23.86,11.51,0.03,21.72,10.38,0.59,25.31,12.27,0.03,25.60,12.11,1.17,23.67,9.98,0.00,17.86,9.14,0.93,27.40,15.94,0.45,23.91,11.59,0.40
2003.46,19.64,7.93,0.99,17.32,6.03,0.67,20.62,8.35,0.69,16.52,6.08,0.50,22.66,9.63,0.07,21.28,7.54,0.01,20.52,8.62,0.86,15.12,5.78,0.01,23.67,10.91,0.01,20.15,8.14,0.36
2003.47,21.11,9.46,11.19,19.12,8.60,10.65,21.62,9.82,10.06,18.29,7.19,10.36,22.52,9.89,8.49,22.71,8.38,5.78,19.81,7.75,8.79,15.57,5.72,4.78,23.72,10.03,3.09,20.89,8.74,7.96
2003.48,15.83,1.79,5.59,13.18,0.81,8.22,15.51,1.92,9.47,14.71,1.65,11.23,17.12,2.45,11.90,16.68,1.98,13.86,16.85,2.76,13.70,12.05,1.49,9.01,19.07,4.26,9.92,16.01,2.26,10.56
2003.49,12.11,1.18,2.24,10.65,0.39,4.53,13.37,1.30,1.67,10.83,0.68,2.21,15.36,1.48,0.91,12.91,0.20,0.54,14.60,1.24,0.28,10.88,0.93,0.09,17.20,3.67,0.20,13.43,1.32,1.36
2003.50,12.26,-0.92,2.87,10.38,-0.92,2.97,11.77,-0.06,3.19,9.54,-0.96,2.66,13.17,0.85,2.71,11.22,-0.18,2.40,13.11,1.33,3.44,8.74,0.21,1.91,14.60,2.33,2.43,11.84,0.29,2.70
2003.51,10.62,-1.36,0.83,8.35,-1.86,1.43,11.30,-0.49,1.06,9.26,-1.43,1.19,13.09,-0.31,1.07,11.08,-1.44,1.11,12.42,-0.21,0.60,9.40,-0.46,2.40,15.49,0.76,2.46,11.54,-0.70,1.37
2003.52,13.43,-0.36,2.45,11.44,-2.38,2.95,13.00,-0.38,2.21,10.27,-1.76,2.63,15.13,-0.12,3.79,12.36,-1.44,2.79,13.55,1.34,2.33,10.36,-0.49,1.80,16.45,2.23,1.89,13.16,-0.36,2.65
2003.53,15.92,3.51,3.88,14.16,0.88,3.51,16.79,4.21,5.44,13.91,1.03,3.77,19.26,5.60,5.61,16.48,2.91,4.78,16.92,5.73,5.28,13.10,2.36,4.92,20.03,7.46,4.74,16.70,3.93,4.69
2004.01,8.30,-0.72,2.41,7.43,-0.95,2.67,9.82,0.47,3.34,8.34,0.50,4.17,12.52,1.81,6.40,9.31,0.85,6.62,11.46,1.88,9.53,9.25,1.69,5.43,15.10,4.93,2.92,10.56,1.39,4.85
2004.02,12.24,0.64,1.17,11.90,-0.63,0.32,13.98,1.72,1.23,11.51,-0.41,0.18,15.76,3.38,1.87,12.87,0.76,1.05,13.71,2.10,1.60,10.63,0.73,0.79,16.54,3.44,1.74,13.61,1.51,1.16
2004.03,8.12,-2.98,3.27,7.97,-3.73,2.32,9.48,-1.89,3.01,8.25,-2.31,2.53,11.62,-1.40,2.70,9.76,-1.48,2.58,11.29,-0.23,4.53,9.44,-0.55,2.60,15.87,1.57,4.64,10.56,-1.33,3.11
2004.04,10.73,-1.86,10.07,10.72,-2.28,7.19,12.22,-0.66,6.47,10.62,-1.40,5.63,14.47,0.09,6.94,11.73,-1.01,3.49,12.13,0.54,10.91,9.84,0.23,4.03,15.04,3.09,3.49,12.33,-0.21,6.11
2004.05,10.29,-1.00,13.41,8.75,-0.94,15.78,11.29,0.40,11.94,8.95,0.02,13.78,13.45,2.02,11.58,10.77,1.82,16.96,12.69,1.65,14.55,10.13,2.40,8.59,15.79,5.13,4.30,11.67,1.52,12.02
2004.06,6.93,-1.65,4.74,6.36,-1.60,3.30,7.22,0.04,6.86,5.92,-0.27,5.00,8.68,2.10,5.61,7.55,1.60,7.53,9.85,3.33,14.98,7.52,2.15,11.00,12.86,5.50,10.65,8.31,1.49,7.42
