Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,D10.Tmax,D10.Tmin,D10.prcp,D11.Tmax,D11.Tmin,D11.prcp,D12.Tmax,D12.Tmin,D12.prcp,D13.Tmax,D13.Tmin,D13.prcp,TN.Tmax,TN.Tmin,TN.prcp
2002.24,31.50,20.50,10.19,30.44,19.22,3.24,29.89,19.91,5.10,29.90,17.76,1.25,29.32,18.46,0.50,29.66,16.72,2.01,28.90,15.53,2.54,28.89,15.00,0.42,27.93,16.46,0.12,30.66,15.81,0.66,28.70,15.18,2.05,29.04,13.89,2.04,29.70,15.40,2.94,29.43,16.61,1.88
2002.25,31.25,18.56,0.09,30.53,16.88,0.00,30.60,17.14,0.00,30.26,15.66,0.01,29.34,17.12,0.28,29.85,14.77,0.09,28.24,13.90,0.01,28.41,13.68,0.35,28.41,14.86,0.00,29.86,14.13,0.47,28.58,13.09,0.28,28.32,12.13,0.11,28.84,13.94,0.04,29.34,14.75,0.12
2002.26,32.16,21.41,4.26,31.41,20.58,1.60,31.19,20.91,0.76,30.96,19.98,2.58,30.64,20.58,5.37,30.53,19.71,3.47,29.36,18.98,3.34,29.11,18.82,2.18,28.41,19.65,2.40,31.81,19.70,3.74,29.71,18.74,4.38,30.34,17.49,4.43,30.91,19.02,5.18,30.29,19.49,3.24
2002.27,34.18,22.60,3.38,33.88,21.43,1.49,34.44,21.66,0.91,33.59,20.49,2.98,32.78,21.01,8.37,33.55,19.96,2.49,31.97,18.61,1.61,31.71,18.91,3.01,31.53,19.94,1.02,33.57,20.33,0.76,32.20,18.67,3.32,31.51,16.66,3.32,32.08,18.18,7.60,32.81,19.67,2.94
2002.28,33.85,22.55,4.16,33.46,20.93,6.83,33.69,21.04,0.27,31.88,20.04,6.70,30.92,20.48,11.10,32.30,20.19,5.21,30.49,18.87,5.99,31.49,18.51,4.63,30.56,19.58,5.70,32.71,20.10,2.54,29.98,18.77,6.18,29.86,17.26,1.21,29.94,18.68,1.30,31.46,19.56,5.74
2002.29,30.82,21.26,5.06,30.36,20.40,3.29,31.06,20.14,0.37,30.41,20.06,1.79,29.56,20.51,2.08,30.75,20.09,2.50,29.40,19.25,4.59,29.92,19.29,4.03,29.70,19.84,1.78,29.44,20.50,9.79,29.05,18.83,5.11,29.48,17.77,4.25,29.46,19.30,4.65,29.97,19.67,3.42
2002.30,32.70,23.20,1.70,32.67,21.69,2.16,33.11,22.22,1.81,32.10,21.34,2.72,31.06,21.61,2.52,31.99,21.11,2.66,30.45,19.80,4.09,31.24,19.56,2.78,30.96,20.80,2.22,31.19,21.11,1.27,30.70,19.49,4.52,30.55,18.65,4.52,30.98,20.03,4.00,31.47,20.59,3.10
2002.31,33.70,23.52,6.36,33.39,22.45,2.73,34.49,22.69,0.59,33.26,21.58,1.54,32.46,21.99,1.63,33.46,21.10,1.35,31.72,20.12,1.65,32.77,19.99,1.51,32.84,21.32,2.24,32.70,21.11,5.37,31.95,19.66,2.41,32.28,18.42,0.51,32.70,19.92,0.41,32.79,20.85,1.82
2002.32,33.75,21.76,4.57,34.08,19.31,0.51,34.81,19.58,0.00,33.85,17.70,0.29,32.80,19.28,0.00,33.72,18.07,0.59,31.90,16.76,0.01,32.91,17.57,0.51,32.52,19.74,0.00,32.86,17.46,0.00,31.76,16.34,0.40,32.06,14.90,0.00,32.20,15.91,0.00,33.03,17.64,0.38
2002.33,30.67,21.67,12.10,30.89,20.65,8.65,31.06,21.28,7.61,31.67,20.14,5.06,31.35,20.43,7.58,32.01,19.58,5.47,31.42,18.40,5.13,32.00,18.29,3.18,31.53,19.79,1.81,32.61,19.19,0.11,31.37,18.31,2.31,32.11,17.58,2.19,32.59,18.83,4.07,31.63,19.33,4.84
2002.34,33.80,22.84,3.04,33.12,21.31,3.86,33.24,21.79,8.66,33.27,21.21,1.36,32.57,21.93,1.29,33.17,20.54,3.35,31.89,19.74,1.56,32.03,19.75,2.01,32.36,21.08,0.35,33.36,20.26,3.63,31.72,19.30,2.33,31.90,17.68,2.45,32.04,19.37,2.02,32.60,20.39,2.29
2002.35,31.22,20.48,2.18,30.88,18.72,2.85,30.48,18.89,2.05,30.81,18.26,1.63,30.18,19.09,0.42,30.14,17.93,1.53,29.00,17.35,2.55,29.28,17.65,7.42,29.32,18.41,6.45,30.89,18.80,0.51,29.01,17.08,3.64,27.91,16.10,6.50,28.49,17.81,3.82,29.85,17.91,3.04
2002.36,33.26,21.23,0.04,33.15,18.82,0.12,33.05,19.24,0.00,33.76,17.80,0.43,33.32,19.62,0.39,33.40,18.06,0.10,31.64,16.53,0.27,31.72,17.56,0.10,31.08,18.91,0.00,33.50,18.01,0.00,31.64,16.50,0.26,30.83,14.76,0.19,31.12,15.68,0.45,32.60,17.59,0.23
2002.37,31.93,19.14,0.00,32.20,17.26,0.73,31.76,17.68,2.86,32.95,16.55,0.23,32.25,18.39,0.23,32.76,16.60,0.05,31.53,14.92,0.20,31.82,15.81,0.54,31.96,18.30,1.44,33.64,15.63,0.94,31.54,15.00,1.33,31.27,12.81,0.29,31.65,14.23,0.01,32.19,16.09,0.49
2002.38,30.50,20.83,22.30,29.53,19.37,12.30,28.93,20.24,14.77,29.68,19.67,8.39,29.00,20.16,10.50,29.37,19.87,9.26,28.40,19.01,8.20,27.29,19.35,9.50,26.61,20.00,10.56,29.30,19.43,7.26,27.47,18.46,8.94,28.08,17.11,3.46,28.49,18.35,2.81,28.71,19.32,9.14
2002.39,24.70,15.33,14.87,24.56,13.16,25.91,24.21,14.38,29.87,23.73,12.94,17.73,23.27,14.44,14.68,24.37,14.29,14.69,22.92,13.41,12.95,23.09,15.76,15.04,22.82,16.21,14.96,24.63,16.14,15.54,23.06,15.16,13.11,24.21,14.55,8.57,24.67,15.25,9.22,23.66,14.21,15.65
2002.40,29.33,18.02,4.25,28.77,17.11,4.49,27.95,17.65,5.58,27.77,16.09,4.90,27.18,17.66,3.73,27.89,16.85,3.87,26.90,16.22,2.44,27.05,16.64,2.31,26.65,17.61,1.85,28.89,16.74,0.11,27.60,15.45,0.80,28.03,14.63,0.53,28.44,15.87,0.14,27.66,16.39,3.08
2002.41,22.04,13.83,25.34,22.14,12.55,14.11,21.95,13.29,14.72,22.23,12.51,9.65,21.77,13.40,9.88,23.66,13.65,7.83,22.56,13.11,4.21,23.58,13.94,5.44,23.59,14.73,4.54,23.97,14.91,2.87,22.80,13.67,4.00,24.05,13.29,2.13,23.74,13.74,2.15,22.84,13.30,7.47
2002.42,19.95,7.85,1.62,18.94,6.68,0.30,17.94,6.91,0.78,18.45,6.27,0.94,18.06,6.73,0.46,19.03,6.48,1.77,18.18,6.39,1.61,18.86,7.78,3.48,18.80,8.40,1.85,19.61,8.97,5.14,18.04,7.15,3.24,18.18,6.47,6.86,17.64,7.02,6.05,18.53,6.81,2.14
2002.43,18.89,10.74,0.76,18.28,9.53,1.83,18.05,10.59,0.74,17.90,9.11,1.49,17.43,9.89,1.70,19.07,11.14,1.29,17.71,10.27,1.72,19.03,10.79,1.16,18.09,11.90,1.05,19.13,10.70,1.16,18.17,9.66,2.32,18.65,8.99,1.55,18.18,9.26,1.93,18.30,10.03,1.56
2002.44,15.10,8.42,1.99,15.68,7.37,1.83,14.43,7.86,2.24,14.95,7.29,2.75,15.22,7.72,1.26,15.66,8.07,5.08,14.66,7.17,4.33,16.19,8.85,6.73,16.14,8.95,6.04,16.91,10.09,6.89,15.17,7.75,6.81,14.65,7.71,7.24,14.49,7.90,5.51,15.29,7.80,4.49
2002.45,13.48,5.28,5.90,13.14,3.96,5.44,13.53,5.71,4.67,13.18,4.00,5.95,12.68,4.68,5.32,14.02,4.12,8.05,12.98,3.90,6.49,13.19,3.85,7.54,12.96,4.51,6.96,13.31,4.86,4.43,13.36,3.44,4.61,12.71,2.64,3.64,12.51,2.72,3.22,13.24,3.94,6.07
2002.46,18.35,6.04,4.73,17.01,3.87,6.69,16.59,4.84,3.62,16.53,4.33,7.82,16.48,5.18,6.15,16.49,4.72,7.32,15.76,4.93,8.86,16.42,5.68,7.46,16.67,6.00,13.32,18.57,5.94,9.64,15.84,5.19,9.84,17.59,4.86,9.71,16.65,4.84,9.76,16.50,4.88,8.08
2002.47,15.28,1.98,0.44,14.15,0.51,0.27,14.08,0.11,0.54,12.55,0.27,0.27,12.87,0.87,0.32,12.92,0.17,0.42,11.16,-0.35,1.04,11.06,0.58,2.46,10.37,1.14,1.86,10.34,-0.06,5.20,10.45,0.23,3.28,9.92,-0.36,4.86,9.39,0.90,4.85,11.93,0.27,1.46
2002.48,11.62,0.49,0.69,10.87,-0.95,0.54,10.51,-0.40,0.74,9.60,-0.89,0.44,10.48,-0.52,0.39,10.42,-1.97,0.31,9.27,-1.87,0.74,11.06,-1.76,0.58,10.37,-1.21,0.35,11.21,-2.63,0.54,10.80,-2.56,0.99,10.55,-2.64,1.02,10.10,-2.50,1.30,10.29,-1.58,0.60
2002.49,7.31,-2.14,5.99,6.50,-3.75,5.97,6.08,-3.94,5.55,4.59,-5.21,6.79,4.58,-4.89,6.52,6.14,-4.78,6.20,4.62,-5.03,8.30,6.92,-4.45,6.31,7.06,-4.05,5.83,7.60,-3.24,7.23,6.27,-4.32,6.89,6.34,-4.60,7.46,5.29,-4.20,6.13,5.71,-4.62,6.76
2002.50,8.26,0.30,4.10,8.04,-0.84,3.68,8.05,-0.51,2.56,6.66,-1.33,5.81,6.55,-0.75,5.27,7.77,-0.85,8.68,6.59,-1.25,9.41,6.89,0.15,7.43,6.43,0.55,8.69,7.93,0.86,5.76,7.46,-0.12,5.68,8.53,-1.15,4.15,8.60,-0.66,4.25,7.22,-0.72,6.55
2002.51,16.30,5.90,15.98,15.50,4.15,14.13,15.64,5.04,14.19,14.38,2.97,5.61,14.35,3.35,3.91,14.81,1.79,3.13,12.54,2.01,3.01,12.07,1.34,4.02,11.88,2.20,5.64,13.57,0.41,4.36,12.87,0.99,3.89,12.14,1.64,1.95,12.20,1.04,2.67,13.68,2.28,5.13
2002.52,8.75,-1.58,6.91,7.60,-3.29,4.00,7.29,-3.36,4.21,7.17,-3.21,2.25,6.86,-2.44,3.20,8.33,-3.69,6.73,6.32,-3.64,4.04,7.75,-3.48,6.80,7.60,-2.20,7.13,7.87,-2.54,4.31,7.75,-3.47,4.24,6.95,-3.84,3.77,7.43,-2.91,3.40,7.43,-3.32,4.43
2003.01,11.92,3.16,2.48,11.80,2.34,4.01,11.24,2.76,2.24,11.72,2.21,3.53,11.39,2.40,3.13,11.67,1.94,2.33,11.00,1.32,1.71,11.44,0.71,1.75,11.06,2.47,2.50,12.56,-0.31,3.70,11.93,0.82,2.98,12.18,1.23,2.27,11.57,0.90,2.57,11.62,1.65,2.73
2003.02,11.35,-1.00,0.07,11.13,-3.08,0.04,10.23,-2.07,0.00,9.66,-3.27,0.12,9.48,-2.26,0.00,10.07,-3.21,0.39,8.15,-3.44,0.32,9.22,-2.72,0.39,9.40,-2.68,0.29,9.16,-1.97,0.19,8.50,-2.86,0.27,6.94,-3.28,0.73,6.67,-2.59,0.85,9.27,-2.99,0.26
2003.03,4.05,-5.15,1.41,3.00,-7.77,0.79,2.37,-6.91,0.78,1.91,-9.94,1.26,1.40,-9.49,1.15,2.60,-8.77,0.78,1.24,-10.43,0.84,2.94,-8.56,0.62,2.97,-7.98,0.63,3.41,-8.34,0.73,2.34,-9.35,1.05,1.58,-9.88,0.77,0.89,-8.58,1.56,2.21,-9.19,0.95
2003.04,5.01,-7.61,0.20,2.30,-9.84,0.46,3.01,-8.45,0.26,1.57,-11.03,0.80,1.57,-8.83,0.94,3.43,-9.63,1.30,1.47,-11.23,1.52,4.11,-9.72,1.44,3.69,-8.54,0.80,2.76,-8.10,2.59,2.78,-9.19,2.17,1.87,-9.98,0.95,0.65,-8.72,0.79,2.47,-9.96,1.21
2003.05,9.39,-2.91,2.08,7.36,-4.10,2.51,7.65,-3.44,3.04,5.99,-5.02,2.48,5.67,-4.54,2.25,7.56,-3.85,4.61,4.96,-5.01,3.74,6.47,-3.60,5.08,6.40,-3.33,3.92,4.76,-3.49,4.66,4.59,-4.09,4.95,3.88,-4.63,4.17,2.89,-3.94,4.90,5.97,-4.32,3.73
2003.06,9.38,-1.35,4.02,8.51,-3.34,4.06,7.94,-2.81,3.32,8.50,-3.01,3.71,8.40,-2.60,3.29,8.74,-3.10,5.80,7.91,-3.67,5.11,8.98,-2.40,3.72,8.92,-2.22,4.00,10.23,-4.06,4.24,8.93,-3.39,4.11,8.29,-4.05,3.26,7.94,-3.04,3.62,8.60,-3.11,4.23
2003.07,12.06,0.32,17.62,10.09,-2.34,13.32,10.68,-1.03,12.83,8.54,-2.96,12.53,8.48,-2.82,10.88,9.85,-2.61,17.97,7.14,-4.02,12.37,7.98,-3.87,9.84,8.28,-2.03,9.31,7.23,-3.41,8.97,7.24,-4.04,9.22,6.24,-3.99,4.80,5.40,-3.11,4.56,8.33,-3.19,11.97
2003.08,10.19,1.36,9.80,8.07,0.50,12.16,8.01,1.45,12.13,6.49,0.25,13.83,5.88,0.62,15.53,9.39,1.73,13.43,8.27,1.33,18.01,10.30,2.39,21.35,9.39,2.52,22.35,9.76,3.64,17.61,9.80,2.40,16.48,9.44,1.49,9.92,7.91,1.81,10.36,8.45,1.40,15.39
2003.09,4.50,-1.00,3.63,4.68,-1.57,4.36,4.40,-0.71,2.59,5.15,-1.69,4.01,5.68,-1.56,2.92,7.11,0.04,5.57,7.52,-0.78,3.78,10.35,1.35,5.57,9.70,1.00,5.16,10.79,1.59,4.93,9.47,0.85,4.98,9.63,-0.03,5.82,9.89,-0.06,5.46,7.33,-0.39,4.59
2003.10,14.37,0.65,0.74,11.89,-0.59,0.61,12.40,0.14,0.41,12.47,-0.53,0.72,12.34,0.02,0.72,13.70,0.42,0.99,13.34,0.51,1.06,13.95,1.53,2.90,13.31,2.22,4.01,15.39,0.87,2.90,15.14,1.32,2.70,16.04,1.50,3.74,15.52,1.16,2.64,13.54,0.48,1.58
2003.11,17.94,4.03,0.81,17.02,3.15,0.57,17.25,4.65,0.59,16.17,2.17,0.12,16.52,2.52,0.17,16.98,3.36,0.58,16.88,2.46,0.20,17.98,3.56,0.23,17.91,5.45,0.12,19.83,3.90,0.87,18.16,2.63,0.80,18.12,1.87,1.24,17.49,2.10,1.75,17.19,2.85,0.44
2003.12,20.14,9.57,3.08,20.02,8.67,4.56,19.25,9.11,6.16,20.02,8.84,4.17,19.74,9.31,3.56,19.76,8.85,4.45,19.11,9.26,3.75,17.94,9.43,2.21,15.95,9.50,5.59,20.66,10.09,1.50,19.05,8.54,1.85,19.31,8.23,2.52,18.93,8.81,2.98,19.36,8.96,3.53
2003.13,22.56,7.37,5.73,22.77,6.05,4.62,21.78,5.79,5.39,21.82,5.15,4.26,21.50,5.60,4.60,21.20,5.08,3.24,20.76,4.95,2.37,20.96,5.76,1.81,20.63,7.79,1.15,21.83,5.39,0.51,20.71,4.98,1.35,20.80,4.47,1.15,20.18,4.61,0.63,21.33,5.33,2.97
2003.14,20.71,8.64,0.24,20.01,7.19,1.73,19.84,8.41,1.66,18.90,6.41,2.11,18.65,7.26,2.60,18.96,6.19,1.90,17.75,6.18,2.73,17.75,5.59,3.06,17.15,6.00,4.51,17.70,5.80,4.76,17.50,4.33,4.10,18.54,3.80,4.34,19.47,4.04,3.49,18.50,5.99,2.72
2003.15,17.68,6.09,3.98,16.93,4.69,4.93,16.56,4.93,3.29,16.12,4.14,6.21,15.69,4.51,6.67,17.34,4.81,8.23,15.42,4.61,13.31,16.36,5.69,10.83,16.84,6.74,11.18,16.11,7.86,15.83,15.20,5.69,17.32,15.52,4.46,11.00,15.82,5.88,13.32,16.17,4.94,9.75
2003.16,27.56,11.75,0.94,26.54,10.51,2.07,26.63,11.50,0.81,25.68,10.28,3.20,25.68,10.96,2.13,26.26,10.19,1.79,24.74,9.79,2.11,24.67,9.07,1.64,24.66,11.35,1.54,24.04,7.56,4.57,23.75,7.90,4.62,23.65,6.51,3.35,23.73,7.18,5.68,25.22,9.61,2.65
2003.17,22.06,10.71,10.84,21.80,8.87,5.55,21.56,10.27,3.35,21.20,8.62,3.88,20.96,10.05,3.91,21.26,8.84,4.98,20.95,8.64,3.28,20.97,8.73,3.91,19.93,9.50,5.75,21.97,9.29,2.33,21.23,8.32,3.22,21.16,7.57,1.79,20.83,8.30,3.20,21.19,8.77,4.02
2003.18,27.46,14.56,2.09,26.62,12.80,1.83,26.83,13.58,1.27,26.32,11.62,3.12,26.86,12.55,2.33,26.49,11.50,3.75,25.45,11.00,2.57,25.40,10.76,4.42,25.38,12.05,0.79,25.87,11.03,0.30,24.98,10.21,3.29,24.86,10.17,3.85,25.29,11.08,4.23,25.93,11.40,3.06
2003.19,29.03,19.41,18.39,27.21,17.39,20.37,28.57,19.43,10.69,25.60,15.91,21.36,26.02,16.52,23.54,26.43,16.82,28.71,24.80,15.10,26.98,24.17,14.53,33.02,23.00,14.35,31.40,24.29,14.70,17.53,24.34,14.39,16.77,24.66,13.67,6.23,24.86,14.17,9.55,25.41,15.66,22.91
2003.20,26.20,15.27,20.93,25.43,14.16,12.69,24.60,14.44,13.29,25.22,14.01,4.32,25.11,14.39,6.93,25.15,13.29,5.60,24.46,12.87,5.48,24.04,12.92,5.31,24.12,13.60,6.40,25.06,13.74,5.39,24.20,11.92,5.13,23.73,11.25,2.34,23.84,12.18,3.08,24.75,13.27,6.03
2003.21,24.57,15.11,1.70,23.57,14.49,3.35,23.59,14.59,3.60,22.28,13.95,3.22,21.27,13.26,1.84,22.69,14.34,3.75,22.24,14.13,5.06,22.42,14.57,11.75,21.50,13.66,11.40,25.40,15.10,2.64,23.55,14.31,6.11,23.21,12.58,4.37,23.73,13.23,4.20,22.71,14.11,4.99
2003.22,26.92,14.21,0.86,24.89,12.13,0.98,25.56,12.07,0.16,23.54,11.23,1.02,21.62,10.64,1.51,24.37,11.26,0.85,22.50,10.43,1.07,23.13,10.68,0.52,23.25,12.39,0.62,24.20,12.23,0.80,22.81,10.63,1.57,22.27,10.57,3.48,22.51,11.21,2.87,23.40,11.11,1.16
2003.23,24.62,15.53,9.00,23.58,13.30,4.54,23.37,14.44,5.13,23.68,12.09,9.37,21.59,11.25,6.58,24.78,12.96,7.17,23.37,11.50,6.03,24.00,11.91,4.07,24.24,12.89,6.90,26.41,12.24,1.83,23.74,11.14,4.60,24.07,10.42,3.57,24.55,11.46,1.76,23.82,12.07,6.25
2003.24,28.87,18.65,1.71,28.61,17.49,3.53,28.87,18.10,1.93,27.30,16.58,5.60,27.42,16.86,3.88,28.59,16.78,4.01,27.33,16.24,5.89,27.43,16.18,4.81,27.93,16.77,5.80,29.11,17.44,3.67,27.95,16.25,4.39,27.47,15.40,5.65,27.90,16.18,3.82,27.81,16.58,4.74
2003.25,28.60,19.35,7.35,28.15,18.31,5.18,27.84,18.23,9.62,27.77,17.93,4.52,26.73,17.90,2.15,27.86,17.39,5.08,26.62,17.29,7.72,26.47,17.49,7.50,26.90,17.60,5.60,27.91,18.66,3.96,26.42,16.71,6.66,26.26,15.93,6.73,26.44,16.52,12.79,27.20,17.51,5.87
2003.26,30.80,18.08,1.24,29.92,16.54,1.39,29.85,16.79,1.45,29.75,15.61,2.10,28.08,15.24,2.65,29.68,15.57,3.35,28.54,14.56,1.52,28.15,14.44,1.35,28.36,15.40,0.20,28.89,15.87,0.19,27.83,14.20,1.05,27.70,13.24,2.02,28.21,14.30,0.24,28.93,15.14,1.84
2003.27,31.49,21.02,0.64,30.61,19.33,1.42,30.79,19.85,0.48,29.55,18.49,2.87,27.64,17.63,6.10,29.37,18.55,6.24,28.17,18.02,3.30,27.19,18.08,15.42,27.32,18.56,16.85,28.24,18.87,13.86,27.19,17.18,10.00,26.71,16.38,10.87,27.44,17.34,10.90,28.58,18.20,6.72
2003.28,32.43,22.83,0.72,31.75,21.88,1.36,31.39,22.26,0.28,31.12,21.12,3.21,29.16,20.10,2.99,30.62,20.55,3.98,29.90,19.69,6.91,29.40,19.50,6.69,29.33,19.84,7.73,30.16,20.41,13.76,29.27,18.98,8.50,29.52,18.33,6.93,29.71,19.34,6.56,30.28,20.26,5.12
2003.29,33.53,22.47,2.44,32.41,20.46,2.75,32.81,20.88,4.11,31.05,19.29,1.91,28.84,18.56,1.72,31.26,19.51,2.88,29.61,18.54,1.23,29.36,18.71,3.42,29.62,19.50,2.44,30.40,18.99,0.61,29.08,17.95,2.72,29.04,16.56,1.63,29.01,17.86,5.70,30.34,18.97,2.34
2003.30,30.82,19.92,5.80,30.33,18.41,4.23,30.16,18.73,1.50,29.85,17.31,2.46,27.84,16.13,1.28,30.08,17.44,6.67,28.14,16.43,6.78,28.27,16.46,7.33,28.26,17.70,4.30,30.33,18.40,2.13,28.45,15.96,4.05,28.08,15.24,3.21,28.86,16.73,1.56,29.13,16.96,4.52
2003.31,31.30,21.60,4.42,31.49,20.65,10.29,30.95,21.43,6.77,30.86,19.89,8.71,29.17,19.17,7.62,30.59,19.91,5.29,29.24,19.52,8.39,29.30,19.03,8.70,29.59,19.05,6.45,29.93,20.57,5.40,28.83,18.88,7.69,28.70,17.60,12.32,29.10,18.74,9.20,29.97,19.56,8.09
2003.32,30.77,21.38,5.76,30.16,19.70,5.54,29.79,19.87,6.99,29.39,18.76,5.81,27.39,17.79,4.71,29.58,19.02,5.24,28.33,18.21,5.06,28.23,18.33,7.30,28.21,18.65,5.74,28.87,18.73,6.93,27.92,17.46,6.77,27.46,16.98,10.30,28.12,18.22,15.15,28.79,18.50,6.22
2003.33,30.83,20.71,1.29,30.33,19.50,2.96,30.19,19.72,2.83,30.38,19.07,2.64,28.44,18.66,3.63,30.75,19.14,2.47,29.48,18.81,2.88,29.12,18.75,4.06,28.74,18.70,6.01,30.86,19.69,0.19,29.30,17.96,2.80,28.94,17.53,4.39,29.61,18.97,8.87,29.82,18.85,3.08
2003.34,35.13,22.41,2.44,34.02,21.32,3.27,33.71,20.89,1.23,32.74,20.61,1.67,32.32,21.20,1.12,32.82,20.48,1.90,31.39,19.83,0.93,31.12,19.89,0.92,30.83,20.51,1.62,31.29,20.00,3.53,30.36,18.80,2.80,29.38,17.52,3.90,29.37,18.52,1.73,31.95,20.12,1.92
2003.35,32.86,21.91,1.06,32.66,20.78,0.89,32.46,21.07,0.00,32.17,19.81,1.54,31.68,20.76,3.22,32.22,19.95,1.19,31.34,18.97,1.83,31.27,19.56,0.44,30.56,20.27,3.50,32.23,19.84,0.19,30.97,19.09,1.70,30.34,17.59,2.95,30.88,18.75,2.07,31.71,19.68,1.54
2003.36,29.43,20.27,6.86,29.15,19.15,9.92,28.74,19.48,2.80,29.17,18.89,10.75,28.72,18.96,7.83,30.21,18.86,7.86,28.88,18.54,11.22,29.25,18.63,4.56,28.85,18.93,9.90,30.07,19.70,7.51,28.28,17.61,10.49,28.04,16.70,6.01,28.24,17.99,10.42,29.09,18.61,8.89
2003.37,29.73,18.01,0.93,28.85,15.41,0.13,29.28,15.28,0.53,28.27,14.94,0.01,27.93,15.75,0.00,28.56,14.66,0.29,25.03,14.13,0.44,26.69,14.74,0.25,26.02,15.39,0.63,27.13,15.66,0.11,25.90,14.31,0.61,25.67,11.67,0.10,25.70,13.50,0.20,27.27,14.68,0.26
2003.38,26.67,14.62,4.15,27.08,12.92,1.05,26.71,12.39,1.27,27.29,12.98,1.31,26.93,13.66,2.37,28.10,12.94,1.33,24.91,12.23,1.39,26.94,13.22,0.89,26.17,14.14,1.26,27.16,13.89,2.10,26.16,12.51,0.96,25.71,10.93,1.14,26.00,12.24,3.03,26.74,12.83,1.35
2003.39,26.41,15.50,6.51,26.30,13.15,7.07,26.60,13.37,4.99,26.06,12.81,14.81,25.84,13.40,17.25,26.81,12.85,17.08,23.97,12.34,11.75,26.13,13.73,12.58,25.59,14.61,13.38,28.34,13.83,7.26,25.54,12.69,9.59,25.54,11.42,5.35,25.42,13.00,5.07,25.87,12.95,12.29
2003.40,21.09,7.47,0.00,20.25,5.09,0.46,20.47,4.76,0.25,19.06,4.33,0.61,19.13,5.20,0.37,19.85,4.39,0.31,18.07,4.03,1.05,18.94,4.46,0.99,18.92,6.53,0.87,19.84,5.16,1.89,18.31,3.96,1.94,17.66,3.31,2.24,17.99,4.45,1.49,19.03,4.46,0.91
2003.41,24.68,15.00,7.15,24.29,12.13,1.70,24.69,13.12,0.66,23.69,10.90,1.17,23.00,11.07,1.24,23.36,11.08,1.28,23.03,10.48,0.60,22.03,10.93,1.12,21.01,12.56,3.13,24.11,10.96,1.13,22.60,10.18,0.73,22.88,9.24,0.24,23.51,10.48,0.37,23.19,10.95,1.19
2003.42,22.53,10.71,3.15,22.66,9.41,3.86,22.37,8.96,3.65,21.52,9.26,2.07,21.10,9.92,1.89,21.63,8.30,2.43,20.98,8.66,2.17,21.37,8.05,0.90,20.77,9.49,0.20,22.07,9.37,1.06,20.84,7.74,1.63,21.53,7.05,1.55,21.75,8.70,2.62,21.47,8.69,2.04
2003.43,27.43,10.67,0.20,26.36,8.33,0.53,26.33,8.69,1.90,24.42,7.03,0.43,23.96,8.72,0.65,25.15,6.96,1.76,23.45,6.09,0.08,23.46,5.77,0.00,22.93,8.13,0.00,22.40,5.79,0.00,21.89,5.70,0.00,21.21,3.49,0.00,20.60,4.44,0.12,23.91,6.67,0.47
2003.44,22.14,9.71,2.34,21.22,8.32,4.67,21.04,8.79,6.11,19.96,7.47,3.37,19.62,8.20,2.11,21.35,6.72,2.62,20.99,6.86,3.11,20.16,6.16,1.68,19.85,7.46,0.89,19.69,5.56,3.56,19.42,6.04,2.62,20.02,3.89,3.45,19.20,5.80,3.30,20.37,6.89,2.96
2003.45,22.39,9.81,0.26,21.98,8.84,1.05,21.56,8.84,0.16,21.46,8.56,1.60,20.13,8.40,1.54,22.55,8.98,1.25,22.01,8.90,3.14,23.73,10.72,7.68,22.70,11.70,5.01,24.20,9.84,8.79,22.70,10.28,6.68,24.10,8.87,7.02,24.40,8.68,7.77,22.33,9.27,3.53
2003.46,17.22,6.98,3.21,17.07,5.03,2.38,16.91,5.87,2.18,15.91,3.41,2.54,15.51,4.23,1.61,17.48,4.66,1.94,15.81,2.83,2.55,16.80,3.75,0.94,15.55,4.76,0.36,16.69,3.33,1.39,15.87,2.66,1.40,16.19,1.79,1.12,15.40,3.25,0.89,16.34,3.68,1.91
2003.47,20.04,10.45,11.49,19.43,8.92,10.16,19.99,10.43,8.41,19.14,8.03,8.09,19.36,9.25,6.90,20.25,8.03,8.16,18.89,6.66,7.03,18.13,7.31,9.55,17.28,7.69,7.56,17.12,3.67,8.67,17.72,6.30,9.60,18.07,5.34,11.78,17.26,5.85,11.26,18.89,7.52,8.70
2003.48,14.48,1.75,6.73,14.00,1.30,7.64,13.29,0.00,7.66,13.08,1.29,7.10,12.01,1.45,5.17,13.86,0.55,9.49,12.87,0.74,6.65,13.39,0.40,5.54,12.38,1.97,4.41,15.49,1.06,4.03,13.22,-0.31,4.31,14.56,-1.13,2.90,13.79,-0.61,2.80,13.37,0.68,6.40
2003.49,10.48,1.80,2.33,10.31,0.51,2.34,10.36,0.96,2.09,9.87,0.32,1.52,9.57,0.56,2.13,9.69,-0.91,2.03,8.89,-0.66,2.69,8.62,-1.14,4.23,7.88,-0.01,6.28,9.46,-0.79,3.84,8.45,-1.51,3.47,8.16,-2.56,5.02,8.40,-1.68,3.21,9.29,-0.51,2.77
